N	3gram	Voloshinov_2	Problemy
1	в то же	8	12
2	то же время	8	12
3	на самом деле	4	10
4	с самого начала	5	8
5	в отношении к	4	7
6	не может быть	10	6
7	во всяком случае	2	5
8	по отношению к	8	5
9	с точки зрения	13	4
10	то ни было	4	4
11	бы то ни	4	4
12	и прежде всего	2	4
13	по крайней мере	2	3
14	в самом деле	5	3
15	и не в	3	3
16	в высшей степени	3	3
17	но в то	5	3
18	смысле этого слова	4	2
19	той или иной	4	2
20	о том что	3	2
21	в той или	3	2
22	в большинстве случаев	5	2
23	в отличие от	3	2
24	и не может	3	2
25	как мы видели	3	2
26	а не в	2	2
27	к тому же	2	2
