N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	10	32
2	может быть	19	25
3	но и	12	23
4	и не	29	20
5	и в	34	19
6	в том	3	18
7	в этом	16	17
8	том что	3	14
9	не в	9	14
10	а не	9	12
11	своего рода	2	12
12	то что	11	11
13	а в	5	11
14	не может	19	10
15	точки зрения	8	10
16	при этом	4	9
17	так и	6	9
18	в его	22	9
19	в мире	4	9
20	с другой	4	8
21	героя в	5	8
22	не является	2	8
23	в себе	6	8
24	как и	18	7
25	еще не	4	7
26	к тому	5	7
27	все же	7	7
28	как в	4	7
29	по отношению	5	7
30	с его	6	6
31	что он	23	6
32	отношению к	6	6
33	то в	2	6
34	но не	4	6
35	в той	2	6
36	на протяжении	5	6
37	о том	2	6
38	но в	16	6
39	и как	3	5
40	отнюдь не	2	5
41	нуждается в	3	5
42	по себе	3	5
43	или иной	2	5
44	тому же	2	5
45	в форме	2	5
46	уже не	2	5
47	к нему	14	5
48	и его	16	5
49	между двумя	2	5
50	в отличие	2	5
51	к себе	17	5
52	отличие от	2	5
53	далеко не	3	5
54	за собой	3	4
55	за границей	2	4
56	прежде всего	15	4
57	в нем	19	4
58	у него	4	4
59	что не	7	4
60	то же	14	4
61	да и	4	4
62	но все	5	4
63	если не	3	4
64	при всей	2	4
65	же время	12	4
66	было бы	2	4
67	той или	2	4
68	как бы	27	4
69	о нем	2	4
70	все те	2	4
71	хотя бы	5	4
72	другой стороны	3	4
73	отличается от	2	4
74	те же	2	4
75	не мог	5	4
76	сказать что	2	4
77	только в	6	4
78	героя и	9	4
79	пока еще	2	4
80	и с	15	4
81	же не	2	4
82	не менее	3	3
83	а с	3	3
84	ни было	4	3
85	что в	7	3
86	никогда не	8	3
87	уже в	3	3
88	тем не	2	3
89	ни в	4	3
90	это и	2	3
91	что они	6	3
92	обращает на	2	3
93	в сущности	11	3
94	хотя и	3	3
95	в ней	3	3
96	он не	15	3
97	и даже	7	3
98	мог бы	2	3
99	один из	2	3
100	не с	2	3
101	с ее	3	3
102	бы то	4	3
103	из них	5	3
104	жизни и	3	3
105	когда он	2	3
106	в ее	3	3
107	на него	7	3
108	особенно в	2	3
109	то ни	4	3
110	как мы	7	3
111	сводится к	3	3
112	столь же	2	3
113	и он	2	3
114	и на	6	3
115	будто бы	2	3
116	между тем	3	3
117	тем что	4	3
118	не о	4	3
119	в то	12	3
120	как будто	7	3
121	героя к	2	3
122	что это	5	3
123	бы не	2	2
124	он сам	5	2
125	с человеком	2	2
126	себя и	8	2
127	в своем	2	2
128	что у	6	2
129	здесь и	2	2
130	та же	2	2
131	не как	3	2
132	себе самом	5	2
133	точек зрения	2	2
134	говорит о	2	2
135	о своей	2	2
136	для него	13	2
137	в пределах	6	2
138	было в	2	2
139	например в	2	2
140	к другому	20	2
141	наконец в	3	2
142	он уже	3	2
143	и потому	2	2
144	даже в	5	2
145	нет и	3	2
146	героя из	3	2
147	тогда в	2	2
148	которого он	3	2
149	отношение к	6	2
150	так же	8	2
151	как раз	4	2
152	к самому	3	2
153	как к	4	2
154	и только	2	2
155	не было	2	2
156	все эти	4	2
157	самом деле	13	2
158	того или	2	2
159	и для	8	2
160	с точки	4	2
161	это не	5	2
162	тому как	2	2
163	каждый из	2	2
164	однако в	2	2
165	не то	2	2
166	подобно тому	2	2
167	всей своей	2	2
168	и ее	2	2
169	но как	4	2
170	говорить о	3	2
171	без исключения	3	2
172	этого слова	7	2
173	и все	19	2
174	его в	4	2
175	рассказ в	2	2
176	ничего не	4	2
177	к которому	2	2
178	о чем	2	2
