N	2gram	Bakhtin_sl_2	Myshleni
1	мышления и	5	40
2	и речи	2	38
3	речи и	3	28
4	точки зрения	8	26
5	таким образом	8	26
6	в том	5	24
7	и в	39	23
8	том что	5	21
9	с точки	3	18
10	того чтобы	2	17
11	то что	2	17
12	в этом	16	17
13	не только	24	16
14	для того	2	15
15	что в	3	14
16	может быть	37	14
17	но и	21	14
18	как и	6	14
19	в его	7	14
20	с помощью	4	13
21	не может	20	12
22	как бы	7	11
23	сказать что	3	11
24	с другой	5	10
25	прежде всего	8	10
26	в отношении	4	10
27	одной стороны	5	9
28	и не	22	9
29	между тем	3	9
30	и с	9	9
31	вместе с	2	9
32	человеческой речи	2	8
33	с одной	5	8
34	и на	4	8
35	в основе	4	8
36	в процессе	13	8
37	то же	4	8
38	речи как	2	8
39	как уже	2	7
40	по отношению	4	7
41	в то	4	7
42	так как	4	7
43	что он	2	7
44	отношению к	4	7
45	мы не	2	7
46	в другом	2	7
47	независимо от	2	6
48	уже сказано	2	6
49	все это	16	6
50	именно в	2	6
51	лишь в	3	6
52	с этим	2	6
53	о том	2	6
54	в сущности	6	6
55	и его	33	6
56	в себе	2	6
57	только в	5	6
58	перед нами	3	5
59	в собственном	3	5
60	и как	3	5
61	по себе	5	5
62	для этого	4	5
63	и все	5	5
64	но в	6	5
65	и более	2	5
66	он не	2	5
67	слова и	8	5
68	собственном смысле	3	5
69	так и	15	5
70	как мы	7	5
71	связан с	3	5
72	но не	6	4
73	в свою	3	4
74	не в	9	4
75	при этом	7	4
76	в свете	3	4
77	все эти	6	4
78	не столько	3	4
79	этом отношении	3	4
80	в результате	2	4
81	с его	7	4
82	для всех	4	4
83	в одном	2	4
84	и к	6	4
85	в чем	3	4
86	должен быть	2	4
87	сих пор	2	4
88	как в	13	4
89	хотя бы	3	4
90	ни в	4	4
91	до сих	2	4
92	может не	2	3
93	уже в	2	3
94	в своем	6	3
95	и от	3	3
96	свою очередь	2	3
97	в новых	2	3
98	в сфере	2	3
99	значение в	2	3
100	в их	2	3
101	отношения к	4	3
102	и других	4	3
103	его не	4	3
104	вовсе не	10	3
105	во всем	4	3
106	как он	2	3
107	тогда когда	2	3
108	всяком случае	2	3
109	в новом	2	3
110	что оно	4	3
111	нашего сознания	2	3
112	во всех	12	3
113	она не	6	3
114	человека и	3	3
115	с таким	2	3
116	все же	6	3
117	и остается	3	3
118	а не	14	3
119	во всяком	3	3
120	могут быть	7	3
121	связи с	3	3
122	факт что	2	3
123	в области	2	3
124	никогда не	7	2
125	в нашем	2	2
126	точку зрения	3	2
127	или даже	3	2
128	в смысле	4	2
129	словом и	8	2
130	в зависимости	4	2
131	но все	5	2
132	на этом	3	2
133	же время	4	2
134	для него	7	2
135	к проблеме	3	2
136	хотя и	2	2
137	один из	5	2
138	не с	3	2
139	работы и	2	2
140	мы видели	2	2
141	жизни и	6	2
142	значительной степени	6	2
143	той же	3	2
144	которых мы	2	2
145	в слове	6	2
146	в единое	2	2
147	и наконец	5	2
148	и даже	7	2
149	бы и	3	2
150	а в	4	2
151	нуждается в	2	2
152	к его	2	2
153	говорить о	3	2
154	в этих	7	2
155	как это	3	2
156	всех этих	4	2
157	в них	6	2
158	в значительной	6	2
159	зависимости от	4	2
160	связано с	3	2
161	со всеми	2	2
162	за пределы	2	2
163	наконец в	4	2
164	и потому	7	2
165	даже в	2	2
166	и другим	2	2
167	на него	2	2
168	слова как	2	2
169	в контекст	2	2
170	того как	2	2
171	уже не	5	2
172	и слово	2	2
173	с другими	4	2
174	в данном	2	2
175	и при	2	2
176	в виде	2	2
177	из важнейших	2	2
178	дело в	2	2
179	там где	6	2
180	значение как	2	2
