N	2gram	Losev_Vlad_3	Problema
1	то есть	24	46
2	в его	14	43
3	и не	25	42
4	и в	40	38
5	не может	14	27
6	может быть	8	26
7	как бы	3	22
8	отнюдь не	5	19
9	и с	9	17
10	и его	10	16
11	в нем	3	15
12	в этом	16	15
13	независимо от	3	13
14	прежде всего	10	13
15	только в	13	13
16	за пределы	3	12
17	но не	4	12
18	ни в	10	11
19	и для	3	11
20	к нему	3	10
21	в их	2	10
22	таким образом	11	10
23	но и	18	9
24	не имеет	4	9
25	его в	2	9
26	не только	25	9
27	в том	18	8
28	и как	7	8
29	точки зрения	13	8
30	было бы	4	8
31	то что	28	8
32	что в	17	7
33	с другой	5	7
34	не в	3	7
35	в самом	4	7
36	как и	7	7
37	еще не	4	7
38	совершенно не	2	7
39	в своей	9	7
40	как мы	8	7
41	не к	2	6
42	содержания и	2	6
43	можно только	2	6
44	и наконец	2	6
45	а в	7	6
46	не есть	10	6
47	все же	4	6
48	с точки	6	6
49	отношения к	5	6
50	ничего не	5	6
51	то же	4	5
52	все они	2	5
53	в своем	8	5
54	это не	3	5
55	при этом	3	5
56	никогда не	11	5
57	все эти	5	5
58	должно быть	5	5
59	далеко не	3	5
60	не нужно	2	5
61	и о	4	5
62	так и	6	5
63	не на	2	5
64	в отличие	3	5
65	а не	8	5
66	отличие от	3	5
67	должна быть	2	4
68	не менее	9	4
69	в нашем	2	4
70	на самом	3	4
71	в ней	5	4
72	в виду	3	4
73	другой стороны	2	4
74	данном случае	2	4
75	и только	3	4
76	о значении	2	4
77	которых мы	2	4
78	сказать что	12	4
79	в то	7	4
80	о том	11	4
81	и потому	10	4
82	но в	4	4
83	не с	4	4
84	тем самым	2	4
85	хотя бы	6	4
86	можно было	5	4
87	в данном	5	4
88	в себе	9	4
89	здесь не	3	4
90	мы будем	2	3
91	то ни	3	3
92	и от	6	3
93	тем не	10	3
94	да и	6	3
95	в дальнейшем	4	3
96	но это	6	3
97	же время	2	3
98	кроме того	6	3
99	одной стороны	3	3
100	несмотря на	7	3
101	хотя и	7	3
102	не является	2	3
103	и тем	3	3
104	в целом	2	3
105	не больше	3	3
106	с одной	3	3
107	и даже	6	3
108	и на	6	3
109	все то	3	3
110	также и	17	3
111	или как	4	3
112	если бы	3	3
113	и все	4	3
114	этом смысле	3	3
115	и к	2	3
116	том что	18	3
117	бы то	3	3
118	одной из	2	3
119	он не	8	3
120	на почве	2	3
121	оно не	3	3
122	на него	2	3
123	как нечто	3	3
124	но с	2	3
125	в мире	2	3
126	в таком	3	3
127	и это	6	3
128	едва ли	11	3
129	творца и	2	3
130	чем в	4	2
131	я не	3	2
132	не могут	2	2
133	ни к	2	2
134	в этих	2	2
135	в какой	2	2
136	что все	7	2
137	первый план	2	2
138	для понимания	2	2
139	всех своих	2	2
140	на то	4	2
141	здесь же	2	2
142	а только	7	2
143	в нашей	2	2
144	все и	2	2
145	смысле слова	6	2
146	не можем	2	2
147	в каких	2	2
148	что это	9	2
149	и у	3	2
150	не имеют	2	2
151	той или	2	2
152	не вполне	2	2
153	в котором	4	2
154	здесь нет	2	2
155	ни с	3	2
156	является как	2	2
157	отличается от	3	2
158	в связи	3	2
159	не было	5	2
160	этом отношении	2	2
161	и что	8	2
162	того что	7	2
163	есть только	9	2
164	и здесь	6	2
165	в своих	7	2
166	нему и	2	2
167	только при	4	2
168	к его	2	2
169	но как	2	2
170	но нельзя	3	2
171	в начале	2	2
172	во всем	6	2
173	в истории	5	2
174	мы должны	4	2
175	же самое	3	2
176	в россии	3	2
177	и вся	2	2
178	как это	4	2
179	мы имеем	3	2
180	с его	2	2
181	и более	2	2
182	раз и	8	2
183	не все	3	2
184	к этому	2	2
185	вовсе не	13	2
186	есть не	2	2
187	на первый	2	2
188	о которых	2	2
189	что он	5	2
190	у нас	5	2
191	по существу	4	2
192	связи с	2	2
193	здесь в	4	2
194	она не	2	2
195	что и	7	2
196	но можно	2	2
197	к своему	2	2
198	теории познания	2	2
199	того чтобы	3	2
200	для того	2	2
201	и эта	3	2
202	тем что	5	2
203	в виде	13	2
204	в другом	2	2
205	и вообще	3	2
206	дело в	5	2
207	без всякой	2	2
208	что эта	2	2
209	в чем	3	2
