N	2gram	Bakhtin_Pr_5	Psycholo
1	то что	10	37
2	и в	35	30
3	в том	5	27
4	что в	6	24
5	и что	6	23
6	потому что	8	23
7	том что	3	21
8	все время	4	20
9	таким образом	7	20
10	как бы	31	19
11	что он	24	17
12	не только	10	16
13	в самом	6	14
14	в этом	14	14
15	так же	7	13
16	как раз	4	13
17	то есть	16	13
18	в сущности	14	12
19	вместе с	2	12
20	показать что	2	12
21	может быть	14	11
22	о том	2	10
23	никогда не	4	9
24	с другой	4	9
25	для этого	2	9
26	мы увидим	2	9
27	не может	18	9
28	увидим что	2	9
29	и то	5	9
30	сказать что	3	9
31	так как	4	9
32	с тем	3	8
33	что это	4	8
34	тому что	2	8
35	к тому	6	8
36	не в	10	8
37	а не	4	8
38	при этом	2	8
39	того что	3	8
40	самом деле	10	8
41	и это	5	8
42	этих двух	2	7
43	по себе	4	7
44	в нем	16	7
45	и как	2	7
46	но не	6	7
47	мы можем	2	7
48	все же	8	7
49	то же	15	7
50	точки зрения	7	7
51	героя и	10	7
52	уже в	3	6
53	в своем	2	6
54	как и	18	6
55	что с	2	6
56	и для	8	6
57	но и	14	6
58	что все	2	6
59	что оно	2	6
60	и не	27	6
61	и его	14	6
62	или в	2	6
63	тем что	4	6
64	мы уже	8	6
65	как будто	4	6
66	на этом	2	6
67	в целом	3	5
68	как мы	8	5
69	что они	6	5
70	еще не	7	5
71	было бы	3	5
72	когда он	3	5
73	другой стороны	3	5
74	а с	3	5
75	сводится к	3	5
76	рядом с	4	5
77	в себе	5	5
78	но в	19	5
79	только в	6	5
80	бы в	4	5
81	от него	6	4
82	друг к	3	4
83	и все	15	4
84	прежде всего	12	4
85	говорит о	2	4
86	и к	12	4
87	в своей	4	4
88	в ней	2	4
89	в его	21	4
90	в него	3	4
91	в них	4	4
92	к другу	3	4
93	только на	4	4
94	только что	3	4
95	а в	7	4
96	там где	7	4
97	мы говорили	2	4
98	в конце	5	4
99	в виду	3	4
100	под влиянием	3	3
101	у него	4	3
102	что у	6	3
103	хотя бы	2	3
104	это не	3	3
105	не как	3	3
106	именно потому	2	3
107	это в	2	3
108	и говорит	3	3
109	вовсе не	7	3
110	вопрос о	2	3
111	самого начала	8	3
112	одно и	3	3
113	что на	2	3
114	с самого	8	3
115	так что	5	3
116	для него	14	3
117	мы с	2	3
118	тот же	4	3
119	когда она	2	3
120	друг с	4	3
121	он не	13	3
122	в ее	3	3
123	что и	3	3
124	он только	3	3
125	на его	4	3
126	ни в	2	3
127	так и	8	3
128	как в	5	3
129	так в	2	3
130	времени и	2	3
131	но только	3	3
132	в той	4	3
133	героя в	5	3
134	с другом	4	3
135	и наконец	7	3
136	на этот	2	3
137	с которым	4	3
138	той же	2	3
139	можно было	2	3
140	сам по	2	3
141	но он	4	3
142	и на	6	3
143	в другом	12	3
144	мы должны	3	3
145	в этих	2	3
146	в каждой	2	3
147	в которой	2	3
148	не кажется	2	2
149	с этой	2	2
150	в отношении	9	2
151	как все	2	2
152	с его	7	2
153	в душе	2	2
154	он в	4	2
155	себя и	8	2
156	понятно что	2	2
157	этого необходимо	2	2
158	бы его	3	2
159	в одной	3	2
160	с этим	3	2
161	в одном	6	2
162	в каждом	6	2
163	этом смысле	3	2
164	своего героя	2	2
165	а как	2	2
166	или иной	4	2
167	материал для	2	2
168	мы знаем	2	2
169	до конца	4	2
170	а затем	2	2
171	и того	2	2
172	но все	4	2
173	если я	2	2
174	слов и	3	2
175	со своим	2	2
176	нет в	3	2
177	и та	2	2
178	к другому	16	2
179	той или	4	2
180	со словами	2	2
181	мог бы	2	2
182	еще в	4	2
183	в котором	3	2
184	его с	5	2
185	себе и	7	2
186	с таким	2	2
187	почти на	3	2
188	еще один	2	2
189	из них	3	2
190	во всех	3	2
191	быть и	2	2
192	ни одного	9	2
193	в форме	3	2
194	к самому	5	2
195	все это	14	2
196	по отношению	6	2
197	в отличие	2	2
198	все равно	2	2
199	это и	3	2
200	и вот	4	2
201	приводит к	2	2
202	с точки	2	2
203	и даже	5	2
204	и он	2	2
205	есть только	2	2
206	должно быть	3	2
207	отличие от	2	2
208	время как	2	2
209	ничего не	3	2
210	в которых	2	2
211	и с	12	2
212	говорит он	4	2
213	и так	4	2
214	он дает	2	2
215	даже и	3	2
216	другому и	3	2
217	совсем не	3	2
218	во всем	4	2
219	в то	11	2
220	что даже	2	2
221	не знает	6	2
222	в рассказе	2	2
223	как он	2	2
224	все эти	3	2
225	из этого	2	2
226	конце концов	3	2
227	и ни	2	2
228	он как	4	2
229	же не	4	2
230	нет ни	2	2
231	это действительно	3	2
232	на самом	9	2
