N	2gram	Bakhtin_Fr_6	Vladivir
1	и в	41	30
2	в году	6	24
3	то что	10	20
4	в этом	12	20
5	у него	7	19
6	в том	2	18
7	и не	3	18
8	и с	16	14
9	что он	6	13
10	в конце	2	13
11	том что	7	12
12	что в	7	12
13	не только	10	12
14	в его	7	11
15	а в	4	11
16	как мы	12	11
17	сказать что	6	11
18	а также	5	10
19	и вообще	4	10
20	и даже	4	10
21	не в	4	9
22	кроме того	9	9
23	было бы	3	9
24	все же	4	9
25	потому что	3	9
26	не может	4	9
27	в то	6	9
28	связи с	2	8
29	в своем	5	8
30	вместе с	6	8
31	но и	13	8
32	не мог	3	8
33	но в	8	8
34	никогда не	8	7
35	точки зрения	2	7
36	и все	9	7
37	до конца	2	7
38	может быть	2	7
39	в эти	2	7
40	для нас	2	7
41	а не	2	7
42	как это	2	7
43	то есть	24	7
44	хотя и	2	6
45	прежде всего	10	6
46	он был	4	6
47	у нас	4	6
48	только в	3	6
49	в себе	5	6
50	жизни и	3	6
51	а именно	2	6
52	и его	13	6
53	также и	6	6
54	и то	2	5
55	как и	7	5
56	так что	2	5
57	в дальнейшем	2	5
58	при этом	3	5
59	того же	4	5
60	тот же	4	5
61	в своей	2	5
62	как бы	7	5
63	в котором	4	5
64	так и	5	5
65	все это	11	5
66	с этим	3	5
67	и что	5	5
68	того что	3	5
69	в результате	4	5
70	все эти	11	5
71	так как	10	5
72	с ним	4	5
73	из этого	4	5
74	с его	5	4
75	именно в	4	4
76	с этой	3	4
77	вовсе не	7	4
78	в этой	8	4
79	что это	5	4
80	на его	2	4
81	конечно не	3	4
82	в ней	4	4
83	он не	2	4
84	в нем	16	4
85	в этих	2	4
86	то же	5	4
87	и наконец	4	4
88	и он	5	4
89	так же	5	4
90	той же	5	4
91	и на	9	4
92	но это	3	4
93	в начале	3	4
94	о том	9	4
95	это было	2	4
96	уже в	4	3
97	всех этих	2	3
98	мы будем	3	3
99	в них	7	3
100	из этих	2	3
101	же время	5	3
102	и как	4	3
103	тем более	2	3
104	но не	2	3
105	в данном	3	3
106	и для	3	3
107	никак не	3	3
108	и особенно	3	3
109	еще более	2	3
110	с точки	2	3
111	во всех	17	3
112	как в	4	3
113	таким образом	17	3
114	те же	3	3
115	но он	5	3
116	в области	2	3
117	как у	3	2
118	к нему	3	2
119	он сам	3	2
120	еще в	5	2
121	отрывок из	2	2
122	первый план	3	2
123	борьба с	4	2
124	будем говорить	2	2
125	а за	2	2
126	и от	4	2
127	себе в	2	2
128	тогда когда	2	2
129	на все	3	2
130	мы видели	2	2
131	не был	2	2
132	этой книги	2	2
133	здесь в	9	2
134	на первый	3	2
135	на этом	2	2
136	возможно что	2	2
137	есть и	2	2
138	и сам	3	2
139	и часто	2	2
140	кажется что	2	2
141	мы уже	18	2
142	в самом	10	2
143	в сущности	8	2
144	в частности	2	2
145	и потому	2	2
146	даже в	4	2
147	был в	2	2
148	людей в	3	2
149	но уже	2	2
150	себя в	2	2
151	и до	7	2
152	данном случае	2	2
153	есть нечто	2	2
154	не на	2	2
155	начиная с	2	2
156	мы находим	2	2
157	в той	5	2
158	заключается в	2	2
159	того чтобы	4	2
160	что не	3	2
161	только его	2	2
162	и очень	2	2
163	в чем	3	2
164	к этим	3	2
165	и прежде	2	2
166	также что	3	2
167	всем и	2	2
168	их в	2	2
169	и во	2	2
170	народа и	3	2
171	что если	2	2
172	как он	2	2
173	мы не	2	2
174	в новом	2	2
