N	2gram	Vygotskiy__3	RusskieA
1	и в	25	36
2	не только	6	22
3	что в	17	19
4	том что	20	19
5	в том	23	17
6	но и	4	16
7	так как	12	15
8	в этом	14	12
9	как мы	8	10
10	как и	15	10
11	вместе с	14	10
12	и на	6	10
13	потому что	6	10
14	об этом	2	9
15	а в	4	9
16	с тем	16	8
17	состоит в	3	8
18	мы увидим	4	8
19	из них	4	8
20	может быть	13	8
21	один из	6	8
22	и по	5	8
23	о том	5	8
24	как это	7	8
25	что они	10	7
26	что и	10	7
27	так и	5	7
28	и других	2	7
29	между тем	3	7
30	и не	10	6
31	для нас	2	6
32	при этом	5	6
33	в них	2	6
34	уже не	2	6
35	таким образом	17	6
36	мы не	9	6
37	все это	6	6
38	в виде	3	6
39	то что	15	6
40	показывает что	8	5
41	все же	6	5
42	как бы	10	5
43	в течение	2	5
44	и у	6	5
45	с ними	3	5
46	в которых	3	5
47	как в	9	5
48	того как	3	5
49	тому что	2	4
50	из этих	4	4
51	к этому	3	4
52	как уже	6	4
53	в тех	2	4
54	к тому	4	4
55	представляет собой	6	4
56	одна из	2	4
57	животных и	2	4
58	еще не	4	4
59	связи с	9	4
60	еще в	2	4
61	и их	3	4
62	не может	6	4
63	в связи	6	4
64	входит в	5	4
65	а с	3	4
66	мы имеем	4	4
67	и что	10	4
68	того что	10	4
69	но это	5	4
70	тем что	8	4
71	только в	10	4
72	что по	2	4
73	слова в	2	3
74	не менее	6	3
75	к жизни	2	3
76	что это	5	3
77	по этому	3	3
78	связанные с	2	3
79	в этих	2	3
80	в качестве	12	3
81	в своем	4	3
82	но все	2	3
83	но они	2	3
84	таким же	2	3
85	в одном	2	3
86	в свою	3	3
87	и к	5	3
88	тем не	5	3
89	на этом	3	3
90	совпадают с	4	3
91	не можем	3	3
92	в основном	6	3
93	а также	2	3
94	если в	3	3
95	этого момента	2	3
96	приводит к	4	3
97	то же	2	3
98	на этот	2	3
99	так же	17	3
100	их в	3	3
101	точки зрения	6	3
102	этого слова	4	3
103	связаны с	3	3
104	в области	7	3
105	которые не	4	3
106	всех этих	2	2
107	в изучении	2	2
108	независимо от	4	2
109	в частности	4	2
110	могут быть	5	2
111	переход от	3	2
112	но тем	2	2
113	между собой	13	2
114	к другому	2	2
115	с этим	4	2
116	и потому	2	2
117	главным образом	2	2
118	его к	3	2
119	в нем	2	2
120	в жизни	3	2
121	так что	2	2
122	и как	5	2
123	мы видим	3	2
124	в силу	6	2
125	свою очередь	2	2
126	но не	6	2
127	тем и	4	2
128	как известно	3	2
129	отнюдь не	4	2
130	когда он	3	2
131	связь между	4	2
132	имеет место	3	2
133	как они	2	2
134	в его	15	2
135	какой степени	4	2
136	нас к	2	2
137	на этой	5	2
138	в целом	13	2
139	значит что	4	2
140	с ней	3	2
141	значения и	5	2
142	к выводу	2	2
143	что она	5	2
144	находится в	2	2
145	в свете	2	2
146	для этого	2	2
147	показывают что	5	2
148	относятся к	2	2
149	все эти	7	2
150	в какой	4	2
151	выводу что	4	2
152	для обозначения	2	2
153	и для	2	2
154	приводит нас	3	2
155	и другими	2	2
156	с ним	4	2
157	или в	2	2
158	в своих	2	2
159	этот вопрос	3	2
160	мы можем	7	2
161	хотя и	2	2
162	между двумя	2	2
163	на себя	2	2
164	и здесь	2	2
165	ничего общего	3	2
166	мы должны	6	2
167	в один	2	2
168	как он	3	2
169	там где	4	2
