N	2gram	Ircho_Kome_1	Dialekti
1	и не	8	30
2	т е	13	25
3	и т	9	21
4	т д	4	19
5	и в	22	18
6	ничего не	3	17
7	может быть	9	17
8	точки зрения	4	17
9	в нем	4	16
10	ни в	6	15
11	потому что	5	14
12	что в	6	13
13	то что	2	13
14	не только	10	13
15	и даже	5	13
16	было бы	2	12
17	в этом	3	12
18	не может	2	12
19	что он	6	11
20	все это	5	11
21	в себе	2	11
22	так как	4	11
23	прежде всего	5	10
24	несмотря на	4	10
25	то же	6	10
26	в том	11	9
27	так и	5	9
28	том что	12	9
29	ясно что	4	8
30	но это	2	8
31	к нему	2	8
32	вовсе не	2	7
33	и как	3	7
34	но и	11	7
35	с другой	5	6
36	да и	3	6
37	и вот	4	6
38	не в	6	6
39	в то	10	6
40	в чем	3	6
41	но в	4	6
42	в противоположность	2	5
43	на то	3	5
44	все же	3	5
45	отношение к	3	5
46	в отношении	6	5
47	а в	6	5
48	и с	3	5
49	об отношении	2	5
50	в конце	6	4
51	к тому	6	4
52	во всяком	2	4
53	но не	2	4
54	же время	4	4
55	на всю	3	4
56	хотя и	3	4
57	в котором	4	4
58	так же	3	4
59	другой стороны	5	4
60	как раз	3	4
61	и притом	2	4
62	как мы	4	4
63	почти всегда	2	4
64	мы можем	4	4
65	к ней	2	4
66	о том	8	4
67	как это	3	4
68	в них	3	3
69	что и	4	3
70	точек зрения	2	3
71	что они	4	3
72	ли это	2	3
73	и о	3	3
74	и из	2	3
75	он не	3	3
76	в его	5	3
77	даже в	3	3
78	один из	5	3
79	указывает на	2	3
80	или менее	2	3
81	даже не	2	3
82	в их	4	3
83	в самом	2	3
84	даже если	2	3
85	еще и	2	3
86	только что	2	3
87	конце концов	4	3
88	могут быть	3	3
89	и еще	3	3
90	только в	3	3
91	и все	3	3
92	в сознании	3	3
93	на этом	2	2
94	не менее	3	2
95	же как	3	2
96	на нем	2	2
97	именно в	4	2
98	в виде	3	2
99	в частности	3	2
100	в облаках	8	2
101	в качестве	4	2
102	чаще всего	3	2
103	как в	5	2
104	к этому	4	2
105	вопрос о	3	2
106	о которых	5	2
107	ни было	2	2
108	как и	9	2
109	такой же	2	2
110	связанные с	2	2
111	тому же	6	2
112	здесь в	3	2
113	до сих	2	2
114	еще не	2	2
115	одной стороны	3	2
116	в первую	2	2
117	вслед за	2	2
118	относится к	2	2
119	всяком случае	2	2
120	мог бы	2	2
121	из них	10	2
122	сих пор	2	2
123	со стороны	2	2
124	для этого	2	2
125	т п	5	2
126	этом отношении	3	2
127	с одной	3	2
128	и у	3	2
129	то и	2	2
130	что касается	2	2
131	в другом	4	2
132	или по	2	2
133	почти не	2	2
134	время как	4	2
