N	2gram	Bakhtin_Fr_3	Problema
1	и в	40	44
2	вовсе не	12	37
3	и не	13	35
4	то есть	18	34
5	может быть	9	28
6	потому что	2	25
7	то что	5	23
8	в том	8	21
9	только в	3	19
10	а не	5	18
11	в этом	15	17
12	также и	4	16
13	сказать что	3	16
14	даже и	2	16
15	и даже	4	14
16	не только	13	14
17	то же	7	13
18	той или	2	12
19	но в	8	12
20	том что	4	12
21	не менее	2	10
22	но и	11	10
23	в виду	7	10
24	у нас	4	10
25	как и	11	10
26	так и	3	10
27	это не	2	9
28	и от	3	9
29	в нем	5	9
30	и с	8	9
31	как бы	3	9
32	так как	4	9
33	что он	2	9
34	в то	6	9
35	никак не	3	9
36	в его	13	9
37	что и	3	9
38	как нечто	2	9
39	в данном	4	9
40	и это	2	9
41	таким образом	10	9
42	что в	12	8
43	или иной	2	8
44	ни в	4	8
45	смысле слова	4	8
46	но это	3	8
47	было бы	4	8
48	он не	9	8
49	как раз	5	8
50	как мы	10	8
51	в себе	3	8
52	связи с	6	8
53	здесь не	3	8
54	с другой	2	7
55	данном случае	2	7
56	не может	3	7
57	в связи	5	7
58	еще и	2	7
59	все эти	8	7
60	мы находим	3	7
61	здесь только	2	7
62	это и	2	7
63	и потому	4	7
64	на самом	3	7
65	мы не	2	7
66	для этого	3	6
67	можно сказать	2	6
68	и если	2	6
69	в целом	2	6
70	такого рода	3	6
71	другими словами	3	6
72	жизни и	4	6
73	и к	3	6
74	о том	4	6
75	все же	2	6
76	не было	5	5
77	в нашем	4	5
78	в конце	3	5
79	как о	2	5
80	и сам	2	5
81	и есть	3	5
82	в ней	4	5
83	все это	4	5
84	в своем	7	5
85	а в	3	5
86	точки зрения	2	5
87	и здесь	4	5
88	еще не	3	5
89	и о	4	5
90	в своей	6	5
91	как в	3	5
92	только на	4	5
93	и его	17	5
94	этого слова	2	5
95	при этом	3	4
96	же и	3	4
97	но как	2	4
98	мы уже	13	4
99	а также	4	4
100	в ее	3	4
101	это вовсе	2	4
102	можно было	3	4
103	нас в	2	4
104	тут же	2	4
105	тем что	3	4
106	дело в	2	4
107	ни от	2	4
108	уже в	2	3
109	и другие	2	3
110	прежде всего	16	3
111	жизнь в	3	3
112	и как	3	3
113	но все	3	3
114	это есть	2	3
115	в этой	3	3
116	для него	5	3
117	кроме того	3	3
118	здесь и	5	3
119	в самом	6	3
120	и такие	2	3
121	образов и	2	3
122	и очень	2	3
123	не так	3	3
124	что для	2	3
125	если бы	3	3
126	в условиях	2	3
127	говорят о	2	3
128	об этом	3	3
129	но не	2	3
130	здесь в	4	3
131	в заключение	4	3
132	из этого	2	3
133	во всей	3	3
134	и все	9	3
135	в той	6	3
136	самом деле	3	3
137	хотя бы	2	3
138	отличие от	3	3
139	образ и	2	3
140	и ее	2	3
141	в таких	3	3
142	слова и	2	3
143	не был	2	2
144	именно в	2	2
145	в частности	3	2
146	в этих	6	2
147	того же	2	2
148	всех этих	3	2
149	до сих	4	2
150	в нашей	2	2
151	о чем	2	2
152	ни для	4	2
153	и следовательно	3	2
154	тем же	2	2
155	в котором	2	2
156	из них	4	2
157	и до	8	2
158	в их	4	2
159	в основе	5	2
160	с этим	2	2
161	он и	7	2
162	в начале	3	2
163	гораздо больше	2	2
164	поэтому и	3	2
165	это в	2	2
166	и во	4	2
167	с нею	2	2
168	быть в	2	2
169	мы видели	3	2
170	чем он	2	2
171	есть и	2	2
172	но именно	3	2
173	во всех	6	2
174	дело не	3	2
175	по сравнению	2	2
176	вместе с	3	2
177	сих пор	4	2
178	в отличие	3	2
179	и сама	2	2
180	и у	2	2
181	который в	2	2
182	и для	5	2
183	он в	2	2
184	в другом	3	2
185	сравнению с	2	2
186	в которой	2	2
