N	2gram	Vygotskiy__1	Stilisti
1	и в	23	42
2	как бы	11	27
3	не только	16	27
4	прежде всего	10	22
5	и т.д	5	20
6	внутренней речи	9	18
7	хотя бы	4	17
8	но и	14	15
9	то же	8	15
10	и не	9	14
11	может быть	14	12
12	не может	12	12
13	точки зрения	26	11
14	как и	14	11
15	и как	5	10
16	что мы	5	10
17	мы должны	5	10
18	как мы	5	10
19	в этом	17	10
20	при этом	4	9
21	в то	7	9
22	то что	17	9
23	для того	15	9
24	мы не	7	9
25	все же	3	8
26	таким образом	26	8
27	с тем	7	8
28	тем самым	5	8
29	в себе	6	8
30	и это	3	8
31	никогда не	2	7
32	зависимости от	2	7
33	и от	3	7
34	же время	2	7
35	и тем	6	7
36	и на	8	7
37	потому что	6	7
38	так как	7	7
39	с его	4	7
40	в зависимости	2	7
41	было бы	4	7
42	а не	3	7
43	того чтобы	17	7
44	и его	6	7
45	мы можем	6	7
46	только в	6	7
47	в которой	3	7
48	ничего не	3	7
49	точку зрения	2	6
50	не в	4	6
51	в этой	7	6
52	в свою	4	6
53	в конце	2	6
54	во всех	3	6
55	в процессе	8	6
56	так и	5	6
57	речи и	28	6
58	в области	3	6
59	уже в	3	5
60	независимо от	6	5
61	в нашем	2	5
62	тому что	5	5
63	и той	2	5
64	и следовательно	3	5
65	не является	9	5
66	мы видели	2	5
67	с помощью	13	5
68	а в	2	5
69	и с	9	5
70	и наконец	2	5
71	же самое	3	5
72	как это	2	5
73	одно и	2	5
74	в его	14	5
75	вместе с	9	5
76	с точки	18	5
77	той же	2	5
78	слова и	5	5
79	самого начала	8	4
80	все время	6	4
81	что это	3	4
82	мы называем	3	4
83	что именно	3	4
84	можно сказать	5	4
85	к тому	4	4
86	с самого	8	4
87	но все	2	4
88	свою очередь	3	4
89	общения и	3	4
90	в качестве	9	4
91	в самом	7	4
92	один из	2	4
93	в словах	2	4
94	все это	6	4
95	того что	15	4
96	речь и	2	4
97	так же	16	4
98	о том	6	4
99	бы в	5	4
100	но в	5	4
101	если бы	5	4
102	внутренняя речь	4	4
103	и к	4	4
104	мы видим	4	4
105	ту или	2	4
106	всего в	2	4
107	на него	2	4
108	а с	4	4
109	если мы	2	4
110	уже не	2	4
111	самом деле	3	4
112	и пр	2	4
113	в слове	2	4
114	можно было	3	4
115	и то	3	4
116	вопроса о	2	4
117	является наиболее	2	3
118	что у	2	3
119	перед нами	5	3
120	главным образом	2	3
121	человеческой речи	8	3
122	словом и	2	3
123	как таковой	2	3
124	хотя и	2	3
125	в котором	4	3
126	представить себе	5	3
127	в целом	20	3
128	не к	2	3
129	жизни и	2	3
130	от того	6	3
131	что оно	3	3
132	и вот	2	3
133	лишь в	6	3
134	и даже	2	3
135	нуждается в	2	3
136	их в	4	3
137	сказать что	11	3
138	и все	5	3
139	в одном	4	3
140	этого слова	4	3
141	об этом	3	3
142	в ее	2	3
143	том что	21	3
144	отношения к	3	3
145	слова как	2	3
146	связь между	6	3
147	если не	3	3
148	и слово	2	3
149	между ними	2	3
150	короче говоря	2	3
151	связи с	3	3
152	внутреннюю речь	3	3
153	ответ на	3	3
154	и поэтому	2	3
155	бы и	2	2
156	в частности	2	2
157	друг другу	3	2
158	в какой	5	2
159	или даже	2	2
160	человека и	3	2
161	и речь	4	2
162	вопрос о	7	2
163	как уже	7	2
164	в том	24	2
165	развития в	2	2
166	на отдельные	3	2
167	для него	2	2
168	несмотря на	2	2
169	значительной степени	2	2
170	с развитием	2	2
171	эти три	2	2
172	и переживания	2	2
173	на эти	3	2
174	себе и	2	2
175	что перед	2	2
176	не с	2	2
177	в этих	2	2
178	целый ряд	4	2
179	в отношении	10	2
180	этом отношении	4	2
181	все эти	4	2
182	который мы	2	2
183	должно быть	2	2
184	его не	3	2
185	и те	2	2
186	в которых	3	2
187	в своих	5	2
188	по своей	5	2
189	что эти	2	2
190	человека с	2	2
191	в основе	8	2
192	нашего исследования	8	2
193	речи но	3	2
194	которое не	2	2
195	для всех	4	2
196	смысле этого	3	2
197	между собой	5	2
198	с этим	6	2
199	к этому	4	2
200	с собой	2	2
201	ясно что	2	2
202	что он	7	2
203	есть не	2	2
204	на первый	2	2
205	только тогда	2	2
206	и при	2	2
207	представляет собой	11	2
208	но не	4	2
209	нашего сознания	3	2
210	связано с	2	2
211	тех случаях	2	2
212	мы говорили	3	2
213	и потому	2	2
214	в своей	4	2
215	с ней	2	2
216	сих пор	4	2
217	понимание и	2	2
218	как в	4	2
219	должны были	3	2
220	одной и	2	2
221	в значительной	2	2
222	из которых	3	2
223	про себя	2	2
224	останавливаться на	3	2
225	этот вопрос	3	2
226	между двумя	2	2
227	тем что	6	2
228	в каком	3	2
229	тем и	3	2
230	заметить что	2	2
