N	2gram	Medvedev_F_3	StatiiOP
1	и в	27	25
2	в этом	18	24
3	в том	7	20
4	что в	8	19
5	что он	6	19
6	может быть	25	19
7	тем что	5	19
8	что это	3	16
9	том что	4	15
10	в этой	2	14
11	и пр	15	13
12	в его	7	12
13	то что	8	12
14	не только	9	12
15	в этих	3	11
16	прежде всего	4	10
17	таким образом	18	10
18	и не	30	10
19	но и	10	9
20	и т	11	8
21	все это	7	8
22	в языке	2	8
23	т е	32	8
24	в своих	6	8
25	о том	4	8
26	это не	3	7
27	было бы	6	7
28	не может	24	7
29	точки зрения	16	7
30	в то	7	7
31	место в	10	6
32	из этих	2	6
33	в конце	3	6
34	не в	12	6
35	только в	8	6
36	как бы	8	6
37	как в	4	6
38	и на	3	6
39	т п	5	6
40	в россии	2	6
41	в области	2	6
42	между тем	7	6
43	то же	15	5
44	независимо от	5	5
45	в них	3	5
46	потому что	7	5
47	с другой	6	5
48	ни в	8	5
49	в котором	2	5
50	на почве	2	5
51	связано с	2	5
52	и это	2	5
53	а не	17	5
54	того что	3	5
55	другой стороны	5	5
56	отношения между	2	5
57	так и	21	5
58	но в	6	5
59	этом отношении	3	4
60	с тем	7	4
61	всяком случае	6	4
62	и др	2	4
63	в жизни	11	4
64	в каждом	5	4
65	этом смысле	2	4
66	была бы	2	4
67	в смысле	4	4
68	у нас	3	4
69	как и	14	4
70	но это	2	4
71	то в	2	4
72	на протяжении	2	4
73	можно сказать	3	4
74	в общем	2	4
75	если бы	12	4
76	в ней	5	4
77	и тем	3	4
78	в своей	6	4
79	в целом	4	4
80	из этого	4	4
81	отличается от	2	4
82	лишь в	9	4
83	с точки	14	4
84	и для	6	4
85	и с	3	4
86	сказать что	3	4
87	во всяком	6	4
88	действующих лиц	2	4
89	в каком	2	4
90	все же	6	4
91	ничего не	2	4
92	в эту	2	4
93	уже в	4	3
94	с его	2	3
95	и более	3	3
96	тому что	3	3
97	в какой	3	3
98	к этому	2	3
99	же время	7	3
100	всех этих	2	3
101	он был	4	3
102	и что	3	3
103	на этом	2	3
104	до конца	4	3
105	конце концов	2	3
106	все эти	6	3
107	не является	5	3
108	со стороны	4	3
109	как раз	8	3
110	в связи	4	3
111	что этот	2	3
112	уже не	3	3
113	и его	19	3
114	говорить о	2	3
115	связи с	5	3
116	так как	9	3
117	на тему	2	3
118	к которому	2	3
119	сам он	2	2
120	все время	6	2
121	не менее	7	2
122	случае в	3	2
123	никогда не	5	2
124	он может	2	2
125	в стихах	2	2
126	для этого	2	2
127	как о	2	2
128	и во	2	2
129	в одной	5	2
130	в поэзии	3	2
131	исторического процесса	3	2
132	тогда когда	4	2
133	значение он	2	2
134	вовсе не	28	2
135	в такой	2	2
136	и ее	6	2
137	что именно	5	2
138	или иной	2	2
139	к тому	4	2
140	как мы	8	2
141	не как	2	2
142	темы и	2	2
143	такой же	2	2
144	что они	5	2
145	так чтобы	2	2
146	но не	5	2
147	того же	3	2
148	в последнем	2	2
149	формы в	3	2
150	еще не	6	2
151	он считает	2	2
152	одной из	2	2
153	в самом	11	2
154	в сущности	2	2
155	во всех	3	2
156	одна из	2	2
157	слова как	2	2
158	в виду	3	2
159	существуют в	2	2
160	нет и	3	2
161	должен быть	2	2
162	тем не	2	2
163	без труда	2	2
164	вместе с	6	2
165	дело не	2	2
166	ее в	3	2
167	и тогда	2	2
168	не на	3	2
169	и только	2	2
170	в отношении	2	2
171	т д	6	2
172	с ее	2	2
173	россии и	2	2
174	к материалу	3	2
175	от того	2	2
176	самом деле	16	2
177	произведения и	3	2
178	для того	4	2
179	пришли к	3	2
180	той же	3	2
181	мы не	4	2
182	в которых	3	2
183	то он	3	2
184	слово в	2	2
185	в результате	5	2
186	могут быть	4	2
187	он и	3	2
188	произведение от	4	2
189	этого слова	2	2
190	так сказать	5	2
191	в чисто	2	2
192	произведения как	6	2
