N	2gram	Medvedev_F_3	Myslijsy
1	потому что	7	33
2	то что	8	29
3	может быть	25	26
4	таким образом	18	24
5	в том	7	23
6	и в	27	23
7	в этом	18	23
8	в слове	4	22
9	и не	30	18
10	что в	8	17
11	в языке	2	16
12	при этом	8	15
13	только в	8	15
14	для нас	3	14
15	как и	14	14
16	в себе	3	14
17	то же	15	14
18	того что	3	14
19	так как	9	14
20	если бы	12	13
21	том что	4	12
22	а не	17	12
23	по себе	4	11
24	но и	10	11
25	не в	12	11
26	не может	24	11
27	и потому	5	10
28	по отношению	3	10
29	не только	9	10
30	тем что	5	10
31	внутренней формы	3	10
32	мы можем	4	10
33	не есть	4	9
34	между тем	7	9
35	в своем	2	8
36	было бы	6	8
37	тогда когда	4	8
38	отношению к	3	8
39	мы не	4	8
40	сказать что	3	8
41	о том	4	8
42	но в	6	8
43	с тем	7	7
44	что это	3	7
45	это не	3	7
46	в нем	15	7
47	что и	2	7
48	и что	3	7
49	очевидно что	2	7
50	вовсе не	28	7
51	и т	11	7
52	могут быть	4	7
53	как в	4	7
54	этого слова	2	7
55	независимо от	5	6
56	для того	4	6
57	вместе с	6	6
58	так и	21	6
59	уже в	4	5
60	не можем	2	5
61	таким же	2	5
62	в его	7	5
63	как бы	8	5
64	бы и	3	5
65	что же	5	5
66	все это	7	5
67	допустим что	2	5
68	не менее	7	5
69	во всяком	6	5
70	говорить о	2	5
71	слова и	4	5
72	так сказать	5	5
73	и более	3	4
74	и все	8	4
75	что он	6	4
76	тем не	2	4
77	можно сказать	3	4
78	от того	2	4
79	в котором	2	4
80	и тем	3	4
81	между ними	15	4
82	да и	4	4
83	только на	4	4
84	слово в	2	4
85	в истории	5	4
86	в той	3	4
87	того чтобы	5	4
88	хотя бы	6	4
89	так же	9	4
90	в таком	2	4
91	точки зрения	16	4
92	в каком	2	4
93	в данном	6	4
94	т п	5	4
95	в то	7	4
96	же самое	3	4
97	если же	5	4
98	его в	7	4
99	и с	3	4
100	только не	2	3
101	никогда не	5	3
102	связи с	5	3
103	в этих	3	3
104	в них	3	3
105	человека и	2	3
106	из одного	2	3
107	в смысле	4	3
108	формы в	3	3
109	но это	2	3
110	же время	7	3
111	еще не	6	3
112	в действительности	9	3
113	не от	2	3
114	и из	2	3
115	мы уже	3	3
116	к тому	4	3
117	в самом	11	3
118	и следовательно	3	3
119	известной степени	2	3
120	в виду	3	3
121	всяком случае	6	3
122	в каждом	5	3
123	но уже	2	3
124	и их	5	3
125	в процессе	15	3
126	со стороны	4	3
127	так в	2	3
128	в нас	2	3
129	связь между	4	3
130	и только	2	3
131	бы не	2	3
132	т д	6	3
133	той же	3	3
134	все эти	6	3
135	те же	3	3
136	на самом	14	3
137	уже не	3	3
138	лишь в	9	3
139	самом деле	16	3
140	лишь тогда	2	3
141	и на	3	3
142	в которых	3	3
143	то в	2	3
144	их в	3	3
145	то мы	3	3
146	в искусстве	7	3
147	ту же	2	3
148	от одного	2	3
149	в поэзии	3	3
150	с точки	14	3
151	там где	7	3
152	возможно только	2	3
153	тому как	5	2
154	можно только	2	2
155	не могут	10	2
156	а что	3	2
157	и как	4	2
158	из нее	2	2
159	тому что	3	2
160	сами по	2	2
161	превращается в	2	2
162	столь же	3	2
163	но так	2	2
164	с другой	6	2
165	оно не	3	2
166	то он	3	2
167	не как	2	2
168	же что	2	2
169	из этих	2	2
170	виду что	2	2
171	в ее	4	2
172	в самой	2	2
173	у нас	3	2
174	из этого	4	2
175	мы и	3	2
176	от него	2	2
177	равно как	3	2
178	в большинстве	4	2
179	отношения между	2	2
180	она не	4	2
181	в сущности	2	2
182	в ней	5	2
183	не значит	2	2
184	и др	2	2
185	даже в	2	2
186	нам кажется	2	2
187	и это	2	2
188	проявляется в	2	2
189	и сами	2	2
190	конечно не	4	2
191	данном случае	4	2
192	что она	2	2
193	художественное произведение	11	2
194	и для	6	2
195	если мы	7	2
196	дело не	2	2
197	человека в	2	2
198	но эта	2	2
199	как мы	8	2
200	до известной	2	2
201	эта связь	2	2
202	именно на	2	2
203	поэтическом произведении	2	2
204	и даже	2	2
205	и притом	2	2
206	друг друга	5	2
207	и его	19	2
208	в своих	6	2
209	не следует	3	2
210	бы ни	4	2
211	может иметь	2	2
212	из виду	2	2
213	подобно тому	4	2
214	к его	3	2
215	это можно	2	2
216	бы в	6	2
217	мы должны	2	2
218	от его	3	2
219	большинстве случаев	5	2
220	в области	2	2
