N	3gram	Potebnia_M_3	Problema
1	тем не менее	3	12
2	в таком случае	2	10
3	то что мы	2	7
4	и т д	3	6
5	по крайней мере	5	6
6	с одной стороны	3	5
7	с другой стороны	4	5
8	более или менее	3	4
9	только в том	3	4
10	до сих пор	3	4
11	сама по себе	2	4
12	в то же	5	4
13	в том что	16	4
14	то есть не	4	3
15	можно сказать что	2	3
16	только тогда когда	7	3
17	не может быть	3	3
18	не есть ни	4	3
19	но и в	4	3
20	для того чтобы	3	2
21	но никак не	2	2
22	не только в	4	2
23	само по себе	3	2
24	может быть только	3	2
25	не только не	2	2
26	подобно тому как	2	2
27	и той же	2	2
28	одной и той	2	2
