N	2gram	Bakhtin_Pr_1	Myshleni
1	в этом	22	29
2	точки зрения	19	28
3	и в	29	26
4	не только	15	24
5	для себя	2	24
6	то что	15	24
7	таким образом	12	23
8	с точки	13	21
9	в том	8	18
10	и не	31	18
11	том что	7	17
12	потому что	8	16
13	для других	2	15
14	как и	12	15
15	так же	6	14
16	так как	6	14
17	как мы	4	14
18	что в	8	12
19	и его	14	12
20	в которой	2	11
21	но и	14	11
22	мысли и	5	11
23	не может	12	11
24	тому что	3	9
25	в самом	10	9
26	мысли в	2	9
27	в сущности	5	9
28	тем что	4	9
29	в себе	7	9
30	то же	14	8
31	что она	6	8
32	сказать что	3	8
33	что он	8	8
34	той же	5	8
35	только в	10	8
36	самого начала	2	7
37	прежде всего	7	7
38	может быть	24	7
39	и к	2	7
40	вопрос о	2	6
41	в смысле	2	6
42	по отношению	8	6
43	именно в	5	6
44	как на	3	6
45	мы должны	3	6
46	как бы	19	6
47	все что	3	6
48	и что	2	6
49	было бы	5	6
50	все эти	9	6
51	все же	9	6
52	самом деле	6	6
53	а не	22	6
54	выражение в	6	6
55	в сознании	2	6
56	на вопрос	2	5
57	с этой	2	5
58	до конца	8	5
59	если бы	9	5
60	и следовательно	4	5
61	в целом	6	5
62	данном случае	2	5
63	никак не	2	5
64	и с	4	5
65	одно из	2	5
66	могли бы	2	5
67	бы в	3	5
68	она не	7	5
69	отношению к	8	5
70	в процессе	4	5
71	и для	4	5
72	в данном	2	5
73	не могут	6	4
74	никогда не	3	4
75	с другой	3	4
76	и от	2	4
77	в конце	6	4
78	переходит к	2	4
79	так что	2	4
80	в котором	2	4
81	в свете	4	4
82	то и	2	4
83	мысль не	3	4
84	и наконец	4	4
85	друг друга	3	4
86	и во	2	4
87	в его	24	4
88	но в	7	4
89	связи с	2	4
90	чем в	2	4
91	еще не	5	4
92	не есть	2	4
93	как в	6	4
94	приводит к	3	4
95	нами в	2	4
96	это и	5	4
97	что оно	2	4
98	в той	2	4
99	не в	7	4
100	я не	3	3
101	представляется нам	2	3
102	друг другу	2	3
103	все это	6	3
104	это не	9	3
105	есть то	3	3
106	слова но	2	3
107	но это	4	3
108	для него	18	3
109	совпадает с	2	3
110	в ней	2	3
111	в основе	4	3
112	между ними	2	3
113	в первой	2	3
114	как к	3	3
115	на котором	3	3
116	этом отношении	3	3
117	в самой	6	3
118	отдельной мысли	2	3
119	он не	5	3
120	мы уже	2	3
121	с ним	5	3
122	находит свое	2	3
123	были бы	4	3
124	к другому	2	3
125	по себе	8	3
126	мы остановимся	2	3
127	в то	10	3
128	но не	9	3
129	в одной	6	3
130	до сих	2	3
131	и о	5	3
132	и потому	6	3
133	что и	4	3
134	в своей	8	3
135	сих пор	2	3
136	так и	7	3
137	как раз	6	3
138	на самом	5	3
139	и слово	3	3
140	менее всего	6	3
141	к нему	6	3
142	отличается от	3	3
143	мы видим	2	3
144	с другими	7	3
145	в этой	4	3
146	перед нами	5	2
147	уже в	3	2
148	от ее	2	2
149	себя и	2	2
150	его и	2	2
151	друг с	2	2
152	точку зрения	6	2
153	она является	2	2
154	его к	2	2
155	входит в	7	2
156	ни в	3	2
157	образом все	2	2
158	является не	2	2
159	в большинстве	2	2
160	на его	2	2
161	несмотря на	6	2
162	одним из	6	2
163	все те	2	2
164	один из	2	2
165	в нем	19	2
166	отношение к	2	2
167	в их	3	2
168	отношения к	3	2
169	как слово	3	2
170	должно быть	4	2
171	а в	7	2
172	в своих	3	2
173	в которых	2	2
174	но он	2	2
175	и есть	2	2
176	его в	6	2
177	большинстве случаев	2	2
178	с этим	2	2
179	вовсе не	7	2
180	что было	4	2
181	но эта	4	2
182	и здесь	3	2
183	этой особенности	2	2
184	идет о	4	2
185	ведь это	2	2
186	лучшем случае	2	2
187	но именно	3	2
188	о своем	3	2
189	наконец в	2	2
190	даже в	4	2
191	и до	3	2
192	благодаря этому	2	2
193	что же	4	2
194	по своим	2	2
195	находится в	2	2
196	во всей	2	2
197	в отношении	2	2
198	но с	3	2
199	из которых	2	2
200	в лучшем	2	2
201	можно было	2	2
202	во всяком	5	2
203	могут быть	6	2
204	и ее	2	2
205	если же	3	2
206	ничего не	5	2
