N	2gram	Losev_Prob_3	Myshleni
1	точки зрения	5	26
2	таким образом	9	26
3	в том	21	24
4	и в	44	23
5	том что	12	21
6	в целом	6	20
7	с точки	2	18
8	то что	23	17
9	в этом	17	17
10	так же	5	16
11	не только	14	16
12	того что	8	15
13	что в	8	14
14	может быть	28	14
15	но и	10	14
16	как и	10	14
17	в его	9	14
18	не может	7	12
19	как бы	9	11
20	сказать что	16	11
21	с другой	7	10
22	прежде всего	3	10
23	в отношении	2	10
24	в качестве	3	9
25	не является	11	9
26	другой стороны	5	9
27	и не	35	9
28	и с	9	9
29	вместе с	2	9
30	с одной	2	8
31	заключается в	4	8
32	нас к	2	8
33	в основе	2	8
34	нашего исследования	2	8
35	в процессе	2	8
36	то же	13	8
37	мы могли	4	7
38	в этой	3	7
39	в самом	3	7
40	в то	9	7
41	так как	9	7
42	с тем	5	7
43	что он	9	7
44	мы не	7	7
45	и ее	3	7
46	в другом	2	7
47	с этой	3	6
48	же как	3	6
49	и тем	9	6
50	от того	2	6
51	все это	5	6
52	именно в	2	6
53	могли бы	4	6
54	потому что	25	6
55	с этим	2	6
56	о том	6	6
57	по сравнению	2	6
58	и его	5	6
59	мы можем	6	6
60	тем что	4	6
61	в себе	8	6
62	только в	19	6
63	на действительность	2	5
64	тому что	4	5
65	перед нами	8	5
66	то время	4	5
67	из того	3	5
68	можно сказать	6	5
69	и как	3	5
70	на то	3	5
71	по себе	25	5
72	для этого	6	5
73	что для	3	5
74	что мы	8	5
75	мы должны	7	5
76	и все	3	5
77	бы в	2	5
78	если бы	3	5
79	но в	12	5
80	и более	2	5
81	сравнению с	2	5
82	и что	7	5
83	он не	8	5
84	слова и	3	5
85	так и	10	5
86	на основании	2	5
87	как мы	8	5
88	тем самым	5	5
89	тем более	3	5
90	из этого	3	5
91	но не	3	4
92	что все	2	4
93	только что	2	4
94	не в	13	4
95	при этом	4	4
96	время как	4	4
97	в котором	2	4
98	все эти	7	4
99	не столько	2	4
100	в результате	2	4
101	и к	6	4
102	по существу	2	4
103	в чем	4	4
104	было бы	8	4
105	к тому	3	4
106	для себя	2	4
107	в своей	5	4
108	сих пор	2	4
109	как в	5	4
110	во всей	3	4
111	как раз	8	4
112	а с	2	4
113	хотя бы	3	4
114	ни в	8	4
115	как на	2	4
116	этого слова	5	4
117	до сих	2	4
118	уже в	3	3
119	что это	3	3
120	в своем	5	3
121	и от	9	3
122	в наших	2	3
123	мы и	2	3
124	что они	5	3
125	смысле слова	8	3
126	на отдельные	2	3
127	в первую	3	3
128	и если	6	3
129	и следовательно	2	3
130	значение в	3	3
131	образом и	2	3
132	в их	2	3
133	который в	2	3
134	то и	5	3
135	отношения к	3	3
136	мы находим	7	3
137	его не	2	3
138	в которых	3	3
139	вовсе не	37	3
140	этот вопрос	3	3
141	же самое	9	3
142	всяком случае	6	3
143	что оно	2	3
144	об этом	3	3
145	во всех	2	3
146	друг от	2	3
147	первую очередь	3	3
148	она не	3	3
149	от друга	2	3
150	все же	6	3
151	в природе	2	3
152	если не	3	3
153	самом деле	3	3
154	а не	18	3
155	из которых	2	3
156	на этот	4	3
157	можно было	4	3
158	и то	14	3
159	во всяком	9	3
160	сам по	6	3
161	он в	2	3
162	могут быть	2	3
163	мы говорили	2	3
164	всей его	2	3
165	в каком	4	3
166	связи с	8	3
167	еще на	2	3
168	и это	9	3
169	которое мы	5	3
170	в которой	2	3
171	ничего не	3	3
172	действительность и	3	2
173	в частности	2	2
174	никогда не	6	2
175	в нашем	5	2
176	что у	3	2
177	или даже	5	2
178	в конце	5	2
179	первый план	2	2
180	отражает действительность	2	2
181	но все	3	2
182	что является	2	2
183	для него	3	2
184	о чем	2	2
185	к проблеме	2	2
186	хотя и	5	2
187	не имеет	9	2
188	мы видели	2	2
189	с той	5	2
190	жизни и	6	2
191	и до	2	2
192	данном случае	7	2
193	в слове	2	2
194	и даже	14	2
195	а в	5	2
196	это понятие	2	2
197	свою собственную	3	2
198	говорить о	3	2
199	в этих	2	2
200	как это	2	2
201	в известном	2	2
202	всех этих	2	2
203	ничего кроме	2	2
204	с собой	3	2
205	ясно что	6	2
206	есть не	5	2
207	на первый	4	2
208	в ее	4	2
209	только тогда	2	2
210	чем он	2	2
211	указывает на	7	2
212	одно и	3	2
213	за пределы	5	2
214	которые мы	3	2
215	на ее	2	2
216	и потому	7	2
217	когда он	2	2
218	с ней	5	2
219	мы только	2	2
220	слова как	2	2
221	в известной	2	2
222	нами в	2	2
223	мы начинаем	3	2
224	если мы	16	2
225	уже не	7	2
226	целое и	2	2
227	воздействовать на	2	2
228	почти всегда	2	2
229	с другими	3	2
230	в данном	9	2
231	и при	2	2
232	в виде	6	2
233	дело в	4	2
234	едва ли	5	2
235	в поисках	2	2
