N	2gram	Vygotskiy__2	Literetu
1	а не	3	20
2	и в	15	19
3	может быть	9	17
4	то же	5	12
5	и не	7	11
6	и т.п	7	10
7	в том	33	10
8	как и	6	10
9	но и	10	10
10	состоит в	3	9
11	не может	9	9
12	в этом	19	9
13	с другой	6	8
14	не только	15	8
15	и даже	5	8
16	том что	27	7
17	то что	20	7
18	так и	8	7
19	с одной	7	7
20	и т.д	12	7
21	в себе	2	6
22	одной стороны	7	6
23	при этом	3	6
24	для всех	4	5
25	конечном счете	4	5
26	столь же	2	5
27	но не	3	5
28	в качестве	4	5
29	он не	7	5
30	в конечном	4	5
31	вместе с	6	5
32	того что	17	5
33	что в	14	4
34	в частности	6	4
35	прежде всего	4	4
36	не в	8	4
37	отнюдь не	2	4
38	того же	3	4
39	для него	3	4
40	в его	2	4
41	даже в	4	4
42	и других	2	4
43	мы не	10	4
44	по отношению	6	4
45	тем что	2	4
46	точки зрения	26	4
47	едва ли	7	4
48	никогда не	8	3
49	быть может	2	3
50	в себя	2	3
51	что он	12	3
52	идет о	3	3
53	по существу	5	3
54	и как	2	3
55	в начале	4	3
56	в этой	6	3
57	в сущности	9	3
58	во всех	2	3
59	том чтобы	4	3
60	речь идет	2	3
61	и др	5	3
62	отношению к	5	3
63	данном случае	3	3
64	со стороны	3	3
65	в их	2	3
66	и для	2	3
67	этом отношении	3	3
68	так как	4	3
69	но с	2	3
70	тем самым	3	3
71	с точки	18	3
72	а в	4	3
73	и его	4	3
74	и с	4	3
75	в данном	3	3
76	в другом	2	3
77	ничего не	3	3
78	том числе	3	2
79	уже в	5	2
80	же как	2	2
81	у него	2	2
82	не является	9	2
83	для этого	3	2
84	в них	4	2
85	в противоположность	2	2
86	с этой	2	2
87	в виду	6	2
88	в одном	2	2
89	вовсе не	6	2
90	в такой	2	2
91	как уже	2	2
92	из того	4	2
93	и к	6	2
94	а также	2	2
95	для нас	4	2
96	очевидно что	3	2
97	все что	5	2
98	тот же	7	2
99	было бы	10	2
100	и сам	3	2
101	одной из	3	2
102	как бы	7	2
103	для себя	3	2
104	что и	2	2
105	как он	6	2
106	все же	4	2
107	с ее	2	2
108	в целом	10	2
109	из них	3	2
110	могут быть	2	2
111	в истории	6	2
112	и до	3	2
113	как раз	4	2
114	и только	3	2
115	той же	2	2
116	все равно	2	2
117	и что	8	2
118	он на	3	2
119	для того	10	2
120	из которых	3	2
121	за то	2	2
122	не станем	2	2
123	хотя бы	4	2
124	речь в	3	2
125	друг друга	5	2
126	в результате	3	2
127	потому что	7	2
128	в основе	3	2
129	подобно тому	2	2
130	в первый	2	2
131	ту же	2	2
132	о том	9	2
133	что нам	4	2
134	из тех	3	2
135	представляет собой	2	2
136	тому как	2	2
137	к этой	3	2
138	как это	6	2
139	с ним	3	2
140	но в	6	2
141	не надо	3	2
