N	2gram	Losev_Prob_5	FransuaR
1	и в	30	41
2	то есть	21	24
3	таким образом	13	17
4	в нем	6	16
5	и с	5	16
6	и его	6	13
7	но и	13	13
8	как мы	2	12
9	в этом	17	12
10	все эти	2	11
11	прежде всего	6	10
12	в самом	5	10
13	не только	18	10
14	так как	6	10
15	то что	18	10
16	здесь в	2	9
17	кроме того	2	9
18	и на	6	9
19	и все	9	9
20	о том	12	9
21	никогда не	7	8
22	в этой	10	8
23	но в	9	8
24	у него	11	7
25	в них	2	7
26	вовсе не	8	7
27	том что	17	7
28	этот образ	2	7
29	как бы	6	7
30	и до	2	7
31	как и	7	7
32	что в	5	7
33	в его	12	7
34	что он	7	6
35	в году	5	6
36	один из	2	6
37	вместе с	7	6
38	в эпоху	3	6
39	с помощью	2	6
40	или в	4	6
41	также и	12	6
42	сказать что	9	6
43	в то	4	6
44	то же	2	5
45	в одном	3	5
46	в ее	3	5
47	так же	5	5
48	и он	4	5
49	а также	3	5
50	из них	2	5
51	так и	7	5
52	до нас	7	5
53	в своем	11	5
54	и что	6	5
55	еще в	5	5
56	тем что	2	5
57	но он	5	5
58	в себе	4	5
59	уже в	2	4
60	все время	3	4
61	с другой	6	4
62	нового времени	4	4
63	он был	2	4
64	именно в	3	4
65	у нас	7	4
66	и как	6	4
67	не в	7	4
68	и вообще	9	4
69	все что	2	4
70	тот же	3	4
71	одной стороны	3	4
72	в большей	2	4
73	в ней	3	4
74	в котором	2	4
75	все же	9	4
76	не может	5	4
77	с одной	3	4
78	как в	2	4
79	самом деле	2	4
80	именно на	2	4
81	того чтобы	2	4
82	земли и	2	4
83	и даже	14	4
84	а в	6	4
85	в результате	7	4
86	в другом	3	4
87	о котором	3	4
88	того же	4	4
89	с ним	3	4
90	из этого	4	4
91	поэтому и	2	3
92	он сам	3	3
93	во втором	2	3
94	с этой	2	3
95	в одной	2	3
96	в духе	3	3
97	нас не	3	3
98	мы будем	2	3
99	есть в	2	3
100	до сих	2	3
101	было бы	4	3
102	и сам	4	3
103	в целях	2	3
104	в начале	3	3
105	конечно не	2	3
106	и их	5	3
107	не мог	4	3
108	никак не	8	3
109	людей в	5	3
110	жизни и	2	3
111	в первой	2	3
112	сих пор	2	3
113	и для	6	3
114	при этом	4	3
115	и не	12	3
116	они не	2	3
117	того что	3	3
118	что не	2	3
119	к нему	3	3
120	есть только	3	3
121	в данном	2	3
122	людей и	13	3
123	только в	9	3
124	в чем	2	3
125	потому что	13	3
126	не могут	2	2
127	но уже	2	2
128	это уже	2	2
129	в частности	4	2
130	борьбу с	2	2
131	в конце	8	2
132	духа в	2	2
133	человека и	4	2
134	представление о	2	2
135	что именно	2	2
136	для нас	10	2
137	в том	12	2
138	раз в	2	2
139	так что	11	2
140	в дальнейшем	7	2
141	связи с	7	2
142	в античной	2	2
143	что они	3	2
144	но не	7	2
145	из земли	4	2
146	в значительной	2	2
147	со всеми	2	2
148	человеческий род	3	2
149	может быть	7	2
150	в своей	22	2
151	хотя и	8	2
152	он не	3	2
153	в таких	2	2
154	данном случае	2	2
155	а именно	12	2
156	другой стороны	6	2
157	как раз	5	2
158	и другие	3	2
159	еще более	3	2
160	мы находим	7	2
161	и сейчас	2	2
162	а не	5	2
163	и у	5	2
164	с точки	8	2
165	внимание на	3	2
166	мы не	2	2
167	и то	5	2
168	между тем	2	2
169	землю и	2	2
170	он в	3	2
171	точки зрения	10	2
172	на его	2	2
173	мира и	2	2
174	в области	2	2
175	тогда когда	4	2
176	мира в	3	2
177	как о	4	2
