N	2gram	Bakhtin_Pr_4	Myslijsy
1	потому что	4	52
2	то есть	40	42
3	и в	46	39
4	в языке	2	33
5	может быть	23	27
6	в том	9	26
7	только в	6	25
8	что в	4	22
9	не может	19	22
10	а не	11	21
11	так как	5	21
12	не только	14	21
13	в нем	17	20
14	но и	12	20
15	и не	27	18
16	языка и	2	17
17	том что	4	16
18	так что	2	16
19	не в	10	15
20	в этом	16	15
21	если бы	3	14
22	отношению к	5	13
23	так и	4	13
24	по отношению	5	13
25	в себе	7	13
26	таким образом	4	13
27	было бы	3	12
28	мы не	4	10
29	по себе	7	10
30	то что	4	10
31	как в	4	10
32	и что	3	10
33	речи и	5	10
34	могут быть	2	9
35	для нас	2	9
36	как и	12	9
37	мысли и	2	9
38	тем что	3	9
39	но в	6	9
40	в одном	11	8
41	но не	4	8
42	вместе с	2	8
43	в слове	3	8
44	точки зрения	11	8
45	с другой	3	7
46	должно быть	4	7
47	с этим	2	7
48	это не	5	7
49	то и	2	7
50	в этих	4	7
51	не менее	2	6
52	по мере	4	6
53	и как	2	6
54	еще не	7	6
55	как бы	19	6
56	что и	3	6
57	все же	4	6
58	бы не	2	6
59	то же	6	6
60	при этом	5	6
61	и по	2	6
62	языка в	2	6
63	того как	2	6
64	вовсе не	9	5
65	но это	6	5
66	в его	9	5
67	то это	3	5
68	другой стороны	3	5
69	во всех	5	5
70	так же	3	5
71	а в	2	5
72	и для	3	5
73	друг друга	6	5
74	и его	6	5
75	между тем	2	5
76	если же	5	5
77	не могут	3	4
78	никогда не	6	4
79	вопрос о	2	4
80	с нею	2	4
81	этом смысле	2	4
82	прежде всего	9	4
83	бы ни	2	4
84	же время	5	4
85	для него	2	4
86	слов и	3	4
87	к тому	2	4
88	увидим что	2	4
89	в каждом	6	4
90	не было	2	4
91	и других	4	4
92	и даже	3	4
93	из этих	3	4
94	во всем	4	4
95	в то	5	4
96	что мы	2	4
97	слова и	7	4
98	там где	2	4
99	бы в	3	4
100	в самой	5	3
101	сама по	2	3
102	и во	3	3
103	не могло	2	3
104	и это	3	3
105	бытия и	3	3
106	в жизни	5	3
107	из одного	2	3
108	со словом	2	3
109	о котором	2	3
110	есть уже	2	3
111	слова мы	2	3
112	в этой	3	3
113	оно и	2	3
114	в своем	3	3
115	того же	3	3
116	если мы	5	3
117	мы увидим	6	3
118	она не	3	3
119	эти явления	3	3
120	только на	3	3
121	в своей	3	3
122	и их	3	3
123	и тем	2	3
124	в мире	3	3
125	в самом	9	3
126	на него	3	3
127	в словах	4	3
128	но при	3	3
129	той же	3	3
130	с ним	2	3
131	должна быть	2	3
132	тем как	2	3
133	сказать что	2	3
134	во всяком	2	3
135	хотя и	6	3
136	он не	4	3
137	и при	3	3
138	эти отношения	3	3
139	с точки	9	3
140	могло бы	2	3
141	и все	9	3
142	а между	2	3
143	и с	7	3
144	слова в	13	2
145	мы будем	2	2
146	но на	2	2
147	в единстве	3	2
148	но он	3	2
149	но с	2	2
150	на все	2	2
151	стороны и	2	2
152	на то	3	2
153	а как	2	2
154	к одному	6	2
155	слова но	4	2
156	но если	3	2
157	как мы	12	2
158	о которых	2	2
159	жизни и	5	2
160	уже не	4	2
161	следовательно и	2	2
162	у нас	2	2
163	переходим к	2	2
164	но все	2	2
165	все что	2	2
166	и слова	2	2
167	слова то	3	2
168	в сущности	7	2
169	за пределы	5	2
170	и о	3	2
171	словом и	3	2
172	одним из	3	2
173	к другим	2	2
174	никак не	3	2
175	и следовательно	2	2
176	к ней	2	2
177	в виду	4	2
178	оно должно	2	2
179	с ее	3	2
180	слова не	2	2
181	но эти	4	2
182	образом и	3	2
183	что же	3	2
184	в их	4	2
185	но дело	2	2
186	для этого	2	2
187	и только	3	2
188	времени и	2	2
189	еще более	3	2
190	связи между	2	2
191	этот вопрос	2	2
192	в одно	2	2
193	есть если	2	2
194	на этот	2	2
195	тем же	3	2
196	речь и	2	2
197	или в	8	2
198	хотя бы	2	2
199	том же	4	2
200	к ним	4	2
201	влияние на	2	2
202	он есть	2	2
203	его к	2	2
204	все в	2	2
205	о том	5	2
206	дело в	3	2
207	есть в	6	2
208	так сказать	5	2
209	не могли	2	2
210	в других	2	2
211	мы можем	4	2
