N	2gram	Trubetskoy_1	Istorich
1	и в	26	26
2	так как	9	18
3	мы имеем	2	14
4	никогда не	5	13
5	потому что	7	13
6	что в	9	12
7	таким образом	22	12
8	в том	11	12
9	и на	2	12
10	в этом	15	12
11	связь с	2	11
12	мы видели	2	11
13	может быть	10	11
14	с другой	8	10
15	в образе	2	10
16	том что	7	10
17	и не	8	10
18	не только	10	10
19	представление о	6	9
20	что он	4	9
21	еще не	2	9
22	но и	9	9
23	в нем	4	8
24	все же	6	8
25	вместе с	15	8
26	все эти	6	8
27	и это	2	8
28	превращается в	2	7
29	уже не	3	7
30	с одной	7	7
31	мы можем	2	7
32	одной стороны	7	7
33	о том	6	7
34	но в	7	7
35	то что	7	6
36	не может	4	6
37	в виде	4	6
38	связан с	2	6
39	и с	10	6
40	за собой	3	5
41	на небе	2	5
42	в его	5	5
43	так и	6	5
44	то же	4	5
45	и что	4	5
46	в то	4	5
47	только в	4	5
48	с тем	18	4
49	из этих	10	4
50	в китае	2	4
51	прежде всего	2	4
52	не всегда	2	4
53	с его	2	4
54	до сих	5	4
55	все что	2	4
56	связано с	2	4
57	как бы	12	4
58	что и	6	4
59	сих пор	5	4
60	что оно	4	4
61	и по	4	4
62	а также	2	4
63	в других	3	4
64	у них	3	4
65	связана с	2	3
66	или иное	2	3
67	и другие	3	3
68	если бы	3	3
69	в них	2	3
70	попадает в	4	3
71	и от	4	3
72	в одном	3	3
73	к этому	3	3
74	так что	3	3
75	не в	2	3
76	же как	3	3
77	к концу	3	3
78	в качестве	3	3
79	так например	2	3
80	в индии	8	3
81	главным образом	8	3
82	один из	2	3
83	когда он	3	3
84	из этого	2	3
85	а в	4	3
86	при этом	3	3
87	из которых	4	3
88	и наконец	2	3
89	как на	8	3
90	сказать что	2	3
91	и только	4	3
92	в себе	6	3
93	не было	2	3
94	далеко не	4	3
95	не потому	2	3
96	и действительно	2	3
97	с этой	3	2
98	и как	3	2
99	в этих	4	2
100	в эту	2	2
101	в своем	3	2
102	того же	6	2
103	отличается от	2	2
104	влечет за	2	2
105	после смерти	10	2
106	утверждать что	2	2
107	на то	2	2
108	можно сказать	3	2
109	к тому	6	2
110	но все	7	2
111	но не	8	2
112	так же	5	2
113	на западе	3	2
114	что мы	2	2
115	уже давно	2	2
116	большей частью	3	2
117	относится к	2	2
118	всяком случае	6	2
119	не могло	2	2
120	что эти	3	2
121	отношению к	3	2
122	не имеет	5	2
123	жизни и	2	2
124	целый ряд	4	2
125	точно так	3	2
126	он не	4	2
127	только что	2	2
128	а с	7	2
129	и сейчас	2	2
130	в одно	2	2
131	а не	5	2
132	того что	3	2
133	и больше	2	2
134	то или	2	2
135	его не	2	2
136	и те	3	2
137	людей и	2	2
138	во всяком	6	2
139	в которых	4	2
140	представляет собой	3	2
141	о котором	2	2
142	мы должны	6	2
143	в этой	4	2
144	которые в	2	2
145	что это	3	2
146	из него	2	2
147	не вполне	3	2
148	но при	2	2
