N	2gram	Propp_Isto_3	Hudozhes
1	том что	8	16
2	и в	22	14
3	так и	2	13
4	а не	6	12
5	в том	9	12
6	не только	14	12
7	при этом	2	12
8	о том	3	12
9	прежде всего	3	11
10	и т	16	11
11	в этом	17	11
12	у него	3	9
13	что он	9	9
14	как и	3	9
15	в качестве	2	9
16	то же	6	9
17	как в	2	8
18	то что	7	8
19	отношению к	2	8
20	по отношению	2	8
21	между тем	2	8
22	в этой	5	8
23	в то	2	8
24	в его	3	8
25	ничего не	6	8
26	это не	6	7
27	к тому	3	7
28	уже не	7	7
29	не в	4	7
30	еще не	10	7
31	не может	4	7
32	а в	6	7
33	никогда не	3	6
34	что в	15	6
35	было бы	3	6
36	как правило	2	6
37	не менее	5	5
38	к жизни	2	5
39	в частности	5	5
40	в этих	11	5
41	может быть	11	5
42	только в	4	5
43	и он	2	5
44	но и	12	5
45	жизни и	2	5
46	друг друга	6	5
47	и его	4	5
48	потому что	3	5
49	ни в	2	5
50	точки зрения	2	5
51	но в	10	5
52	связи с	6	4
53	в своем	2	4
54	т е	16	4
55	и от	3	4
56	и все	3	4
57	можно сказать	2	4
58	и к	3	4
59	тем не	5	4
60	она не	4	4
61	мы уже	6	4
62	и о	2	4
63	в ней	2	4
64	один из	5	4
65	что она	5	4
66	из них	7	4
67	не было	2	4
68	того что	5	4
69	он не	5	4
70	как будто	2	4
71	в русской	3	4
72	и это	2	4
73	и с	4	4
74	но не	7	3
75	если бы	6	3
76	что у	3	3
77	превращается в	3	3
78	но он	4	3
79	с этим	8	3
80	же в	2	3
81	как мы	8	3
82	от него	2	3
83	на этом	4	3
84	в пределах	4	3
85	не имеют	2	3
86	даже в	2	3
87	в нем	9	3
88	все же	5	3
89	со стороны	3	3
90	то и	6	3
91	в связи	3	3
92	т д	15	3
93	и для	2	3
94	все эти	4	3
95	и даже	2	3
96	или не	2	3
97	тем что	4	3
98	такой же	2	3
99	и на	4	3
100	его в	3	3
101	а также	2	3
102	все еще	6	2
103	уже знаем	2	2
104	так в	6	2
105	матери и	2	2
106	и так	2	2
107	в одной	3	2
108	и потому	2	2
109	вопрос о	2	2
110	на столе	2	2
111	что на	4	2
112	мы знаем	2	2
113	состоит в	3	2
114	да и	2	2
115	живет в	5	2
116	так что	5	2
117	в другом	2	2
118	же как	2	2
119	одна из	2	2
120	и что	2	2
121	а то	2	2
122	в целом	3	2
123	у нее	2	2
124	они в	2	2
125	себе и	2	2
126	например в	2	2
127	на его	3	2
128	только на	2	2
129	хотя и	2	2
130	в него	2	2
131	для нее	2	2
132	вот тебе	2	2
133	на том	3	2
134	сих пор	5	2
135	приходит в	3	2
136	все равно	3	2
137	и не	12	2
138	на самом	2	2
139	там же	2	2
140	они не	4	2
141	что не	2	2
142	и герой	2	2
143	не имеет	2	2
144	той же	2	2
145	с ними	3	2
146	и потом	2	2
147	за ним	3	2
148	видно что	2	2
149	с того	2	2
150	представляют собой	4	2
151	нет ничего	2	2
152	здесь не	3	2
153	не раз	2	2
154	до сих	5	2
