N	2gram	Propp_Isto_3	Formalny
1	т е	16	32
2	и не	12	30
3	вовсе не	2	28
4	и в	22	27
5	может быть	11	25
6	не может	4	24
7	так и	2	21
8	и его	4	19
9	таким образом	10	18
10	в этом	17	18
11	а не	6	17
12	точки зрения	2	16
13	и пр	11	15
14	в нем	9	15
15	то же	6	15
16	на самом	2	14
17	как и	3	14
18	не в	4	12
19	если бы	6	12
20	и от	3	11
21	в жизни	2	11
22	и т	16	11
23	но и	12	10
24	так как	7	9
25	не только	14	9
26	так же	3	9
27	что в	15	8
28	ни в	2	8
29	при этом	2	8
30	в пределах	4	8
31	и все	3	8
32	то что	7	8
33	как мы	8	8
34	только в	4	8
35	не менее	5	7
36	в том	9	7
37	потому что	3	7
38	в то	2	7
39	его в	3	7
40	между тем	2	7
41	с тем	2	7
42	для них	3	7
43	совершенно не	2	7
44	в его	3	7
45	там где	7	7
46	все время	2	6
47	с другой	7	6
48	всяком случае	2	6
49	т д	15	6
50	все эти	4	6
51	здесь и	2	6
52	но в	10	6
53	что он	9	6
54	еще не	10	6
55	было бы	3	6
56	все же	5	6
57	и для	2	6
58	в данном	4	6
59	во всяком	2	6
60	и ее	3	6
61	вместе с	9	6
62	независимо от	2	5
63	никогда не	3	5
64	в дальнейшем	4	5
65	что они	8	5
66	друг друга	6	5
67	другой стороны	7	5
68	в одной	3	5
69	в ней	2	5
70	большинстве случаев	2	5
71	именно так	2	5
72	но не	7	5
73	и потому	2	5
74	тем что	4	5
75	связи с	6	5
76	прежде всего	3	4
77	к тому	3	4
78	мы знаем	2	4
79	да и	2	4
80	и как	3	4
81	мы видели	13	4
82	в целом	3	4
83	жизни и	2	4
84	данном случае	3	4
85	со стороны	3	4
86	в связи	3	4
87	они не	4	4
88	о том	3	4
89	как это	4	4
90	мы можем	6	4
91	том что	8	4
92	она не	4	4
93	как в	2	4
94	только на	2	4
95	роль в	2	4
96	могут быть	5	4
97	же как	2	3
98	в этих	11	3
99	его и	4	3
100	это не	6	3
101	можно сказать	2	3
102	как таковой	2	3
103	для нас	4	3
104	того что	5	3
105	одним из	4	3
106	в него	2	3
107	по отношению	2	3
108	той же	2	3
109	и что	2	3
110	в которых	2	3
111	и на	4	3
112	их в	3	3
113	сказать что	3	3
114	и с	4	3
115	он и	3	3
116	и более	2	3
117	в них	6	3
118	у нас	4	3
119	они и	3	3
120	равно как	3	3
121	мы уже	6	3
122	отношению к	2	3
123	ее в	3	3
124	дело с	2	3
125	уже не	7	3
126	то мы	2	3
127	случае в	2	3
128	в сторону	2	2
129	мы еще	3	2
130	друг другу	2	2
131	на все	2	2
132	всех этих	2	2
133	но это	3	2
134	такой же	2	2
135	в этой	5	2
136	на этом	4	2
137	как следует	2	2
138	нам важно	2	2
139	в котором	2	2
140	и др	2	2
141	из них	7	2
142	что она	5	2
143	за счет	2	2
144	в своем	2	2
145	можно только	3	2
146	и даже	2	2
147	такое предположение	2	2
148	знаем что	2	2
149	уже знаем	2	2
150	из этих	3	2
151	и действительно	2	2
152	видели что	4	2
153	только не	2	2
154	к более	2	2
155	превращается в	3	2
156	к этому	7	2
157	нет никаких	2	2
158	стороны и	3	2
159	одна из	2	2
160	от него	2	2
161	связано с	4	2
162	мы увидим	3	2
163	мы должны	7	2
164	даже в	2	2
165	что и	9	2
166	тем не	5	2
167	который был	2	2
168	так в	6	2
169	ту же	2	2
170	и это	2	2
171	здесь не	3	2
172	ничего не	6	2
