N	2gram	Bakhtin_Pr_3	Hudozhes
1	и в	34	28
2	том что	3	19
3	в ее	3	18
4	и не	29	18
5	своего рода	2	16
6	в том	3	15
7	а не	9	14
8	не в	9	13
9	в этом	16	13
10	о том	2	12
11	как и	18	11
12	при этом	4	11
13	в его	22	11
14	не только	10	11
15	уже не	2	10
16	но и	12	9
17	в себе	6	9
18	в душе	2	8
19	о чем	2	8
20	в жизни	2	8
21	что он	23	8
22	может быть	19	8
23	так и	6	8
24	между тем	3	8
25	я не	7	7
26	и все	19	7
27	к тому	5	7
28	в мире	4	7
29	отношению к	6	7
30	по отношению	5	7
31	с ним	8	7
32	это не	5	6
33	в котором	3	6
34	то что	11	6
35	жизни и	3	6
36	в своей	3	6
37	если бы	4	6
38	то же	14	6
39	не было	2	6
40	сводится к	3	6
41	а в	5	6
42	и с	15	6
43	тем что	4	6
44	для себя	6	6
45	в то	12	6
46	я и	2	6
47	с его	6	5
48	что это	5	5
49	не менее	3	5
50	у него	4	5
51	в своем	2	5
52	как бы	27	5
53	как в	4	5
54	да и	4	5
55	с ее	3	5
56	что в	7	5
57	и сам	5	5
58	в самом	8	5
59	никогда не	8	5
60	только на	4	5
61	и его	16	5
62	рядом с	4	5
63	для него	13	5
64	ничего не	4	5
65	бы и	4	4
66	тому что	2	4
67	у вас	2	4
68	внутренней жизни	2	4
69	тем не	2	4
70	говорит о	2	4
71	то в	2	4
72	но не	4	4
73	что они	6	4
74	же время	12	4
75	он не	15	4
76	что и	5	4
77	и т	8	4
78	рассказа в	8	4
79	как раз	4	4
80	не может	19	4
81	подобно тому	2	4
82	как будто	7	4
83	только в	6	4
84	тому как	2	4
85	а между	3	4
86	бы не	2	3
87	в человеке	2	3
88	все время	5	3
89	человек в	2	3
90	в них	2	3
91	о них	2	3
92	столь же	2	3
93	с другой	4	3
94	о себе	18	3
95	в одном	5	3
96	к себе	17	3
97	что все	4	3
98	прежде всего	15	3
99	в нем	19	3
100	и ее	2	3
101	самом деле	13	3
102	еще не	4	3
103	было бы	2	3
104	раз в	2	3
105	среди других	2	3
106	в ней	3	3
107	мы уже	6	3
108	на него	7	3
109	все это	16	3
110	не могу	3	3
111	а с	3	3
112	и он	2	3
113	так же	8	3
114	с другими	4	3
115	для других	3	3
116	с ними	6	3
117	и на	6	3
118	пока еще	2	3
119	теперь же	2	3
120	к чужому	4	3
121	что у	6	3
122	и ему	2	3
123	будто бы	2	3
124	как он	3	3
125	и это	4	3
126	героя и	9	3
127	к нему	14	3
128	все его	2	3
129	он знает	2	2
130	он сам	5	2
131	т е	12	2
132	себя и	8	2
133	отнюдь не	2	2
134	однако в	2	2
135	мысли о	2	2
136	его и	3	2
137	не как	3	2
138	и от	5	2
139	вовсе не	11	2
140	а как	2	2
141	или иной	2	2
142	не с	2	2
143	знает и	7	2
144	как мы	7	2
145	она в	2	2
146	мы знаем	2	2
147	тому же	2	2
148	что я	15	2
149	на этом	4	2
150	ибо в	2	2
151	это уже	2	2
152	но именно	2	2
153	бы с	2	2
154	что не	7	2
155	и к	12	2
156	того или	2	2
157	он уже	3	2
158	же и	2	2
159	к ней	2	2
160	о нем	2	2
161	все те	2	2
162	сам не	3	2
163	не является	2	2
164	один из	2	2
165	это было	3	2
166	тогда в	2	2
167	все же	7	2
168	отношение к	6	2
169	из них	5	2
170	вместе с	4	2
171	что же	8	2
172	и внутренне	2	2
173	как на	2	2
174	т п	6	2
175	т д	2	2
176	те же	2	2
177	лишь в	5	2
178	и у	5	2
179	ни одного	5	2
180	хотя бы	5	2
181	и для	8	2
182	с точки	4	2
183	той же	2	2
184	же я	3	2
185	с такою	2	2
186	характер и	3	2
187	и то	3	2
188	сказать что	2	2
189	потому что	12	2
190	в виде	4	2
191	и об	2	2
192	нуждается в	3	2
193	точки зрения	8	2
194	самим собою	9	2
195	с самим	14	2
196	говорить о	3	2
197	в другом	8	2
198	что даже	2	2
199	и только	2	2
200	его в	4	2
201	та же	2	2
202	но в	16	2
203	же не	2	2
