N	2gram	Propp_Isto_3	FransuaR
1	и в	22	56
2	в его	3	18
3	таким образом	10	17
4	все эти	4	15
5	в этом	17	14
6	в том	9	13
7	так и	2	13
8	и его	4	12
9	в то	2	12
10	в этих	11	11
11	в них	6	11
12	то же	6	11
13	еще не	10	10
14	мы уже	6	10
15	только в	4	9
16	но и	12	9
17	и не	12	9
18	том что	8	8
19	не только	14	8
20	и др	2	8
21	в нем	9	8
22	сих пор	5	8
23	и даже	2	8
24	до сих	5	8
25	и с	4	8
26	в частности	5	7
27	у него	3	7
28	как мы	8	7
29	и на	4	7
30	прежде всего	3	6
31	вовсе не	2	6
32	мы видим	8	6
33	в этой	5	6
34	той же	2	6
35	потому что	3	6
36	на его	3	6
37	точки зрения	2	6
38	связи с	6	6
39	и все	3	6
40	большинстве случаев	2	6
41	но в	10	6
42	но не	7	5
43	никогда не	3	5
44	в пределах	4	5
45	как и	3	5
46	есть и	5	5
47	и другие	4	5
48	одним из	4	5
49	он не	5	5
50	один из	5	5
51	мы видели	13	5
52	что в	15	5
53	не было	2	5
54	роль в	2	5
55	во время	6	5
56	такой же	2	5
57	они не	4	5
58	и более	2	4
59	и ее	3	4
60	в качестве	2	4
61	например в	2	4
62	и к	3	4
63	в ней	2	4
64	и потому	2	4
65	даже в	2	4
66	с одной	2	4
67	при этом	2	4
68	в свете	5	4
69	их в	3	4
70	ту же	2	4
71	о том	3	4
72	в особенности	2	4
73	так как	7	4
74	одна из	2	4
75	но по	3	4
76	всех этих	2	3
77	видели что	4	3
78	в своем	2	3
79	и здесь	7	3
80	так что	5	3
81	может быть	11	3
82	не мог	2	3
83	в некоторых	5	3
84	и о	2	3
85	а также	2	3
86	что и	9	3
87	то что	7	3
88	образом и	2	3
89	связь с	6	3
90	в связи	3	3
91	там где	7	3
92	здесь мы	5	3
93	здесь есть	2	3
94	уже не	7	3
95	не в	4	3
96	сказать что	3	3
97	между тем	2	3
98	можно видеть	2	3
99	но он	4	3
100	в другом	2	3
101	во все	2	3
102	только не	2	2
103	если бы	6	2
104	в виде	2	2
105	с братьями	2	2
106	видим что	4	2
107	о себе	3	2
108	друг другу	2	2
109	с другой	7	2
110	это не	6	2
111	в других	4	2
112	так часто	2	2
113	в одном	2	2
114	на самом	2	2
115	к этому	7	2
116	что он	9	2
117	можно сказать	2	2
118	и эти	3	2
119	ни в	2	2
120	мы найдем	2	2
121	и как	3	2
122	но это	3	2
123	то время	2	2
124	одной стороны	2	2
125	было бы	3	2
126	из них	7	2
127	себе и	2	2
128	а в	6	2
129	очень много	2	2
130	хотя и	2	2
131	что на	4	2
132	в котором	2	2
133	все же	5	2
134	вместе с	9	2
135	данном случае	3	2
136	что она	5	2
137	только на	2	2
138	другой стороны	7	2
139	целый ряд	3	2
140	так же	3	2
141	не может	4	2
142	образом в	2	2
143	и некоторые	2	2
144	возможно что	6	2
145	а не	6	2
146	с собой	2	2
147	с одним	2	2
148	к нему	5	2
149	и для	2	2
150	его в	3	2
151	в данном	4	2
152	и то	2	2
153	в которых	2	2
154	связан с	2	2
155	их и	3	2
156	он и	3	2
157	что они	8	2
158	далеко не	3	2
159	за это	2	2
160	с тем	2	2
