N	3gram	Losev_Prob_2	Myshleni
1	в том что	4	21
2	для того чтобы	2	10
3	с одной стороны	5	7
4	заключается в том	2	7
5	на то что	4	6
6	в связи с	5	6
7	во всяком случае	10	6
8	не может быть	3	6
9	можно было бы	2	5
10	в самом деле	2	4
11	о том что	14	4
12	в том числе	2	3
13	том числе и	2	3
14	в данном случае	5	3
15	по этому поводу	2	3
16	между знаком и	5	3
17	том что в	2	2
18	более или менее	4	2
19	то же самое	5	2
20	одной стороны и	3	2
21	должны были бы	2	2
22	друг от друга	2	2
23	само по себе	2	2
24	хотя бы и	3	2
25	сама по себе	4	2
26	только тогда когда	3	2
27	в этом смысле	5	2
28	на самом деле	2	2
29	подобно тому как	2	2
30	вопрос о том	2	2
