N	2gram	Vygotskiy__7	VerxiiNi
1	и в	26	26
2	таким образом	23	22
3	с тем	5	18
4	вместе с	12	15
5	в этом	29	15
6	точки зрения	28	13
7	как бы	6	12
8	в том	18	11
9	может быть	7	10
10	не только	24	10
11	и с	5	10
12	из этих	3	10
13	связи с	4	9
14	что в	12	9
15	но и	11	9
16	в области	4	9
17	так как	14	9
18	с другой	4	8
19	но не	3	8
20	и не	18	8
21	как на	6	8
22	том что	17	7
23	одной стороны	5	7
24	к нему	3	7
25	то что	24	7
26	с одной	5	7
27	потому что	16	7
28	но в	4	7
29	в конце	4	6
30	представление о	7	6
31	к тому	7	6
32	и потому	3	6
33	несмотря на	2	6
34	что и	3	6
35	все же	6	6
36	так и	3	6
37	все это	3	6
38	в отношении	2	6
39	все эти	6	6
40	с точки	21	6
41	во всяком	2	6
42	в себе	9	6
43	мы должны	6	6
44	о том	4	6
45	образом в	2	5
46	и к	7	5
47	отношение к	2	5
48	до сих	3	5
49	одной из	4	5
50	друг с	2	5
51	в его	4	5
52	никогда не	4	5
53	с другом	2	5
54	сих пор	3	5
55	так же	14	5
56	лишь в	2	5
57	а не	6	5
58	того чтобы	19	5
59	для того	18	5
60	не имеет	2	5
61	в силу	5	5
62	и для	5	5
63	учение о	3	4
64	в этих	2	4
65	и от	4	4
66	что все	2	4
67	и вместе	2	4
68	что он	8	4
69	в нем	2	4
70	в смысле	6	4
71	из которых	2	4
72	в самом	9	4
73	в котором	4	4
74	целый ряд	4	4
75	не может	11	4
76	и только	4	4
77	а в	2	4
78	то же	8	4
79	что оно	4	4
80	и что	6	4
81	и по	3	4
82	с другими	3	4
83	в которых	2	4
84	во время	2	4
85	он не	3	4
86	в то	3	4
87	только в	8	4
88	в этой	3	4
89	не менее	4	3
90	же как	8	3
91	что это	6	3
92	если бы	5	3
93	точно так	2	3
94	к этому	2	3
95	можно сказать	5	3
96	для него	3	3
97	с самого	7	3
98	так что	4	3
99	из всех	5	3
100	и при	2	3
101	представляет собой	19	3
102	в качестве	5	3
103	случае не	2	3
104	и о	3	3
105	если в	4	3
106	тем не	3	3
107	отношению к	5	3
108	с ней	2	3
109	оказывается что	2	3
110	но с	2	3
111	того что	14	3
112	в которой	11	3
113	с этой	5	3
114	что эти	3	3
115	признать что	2	2
116	уже в	2	2
117	не могут	4	2
118	самого начала	7	2
119	только не	11	2
120	именно в	6	2
121	состоит в	3	2
122	одно из	5	2
123	связана с	3	2
124	сравнению с	8	2
125	тогда когда	5	2
126	прежде всего	7	2
127	в свою	2	2
128	на то	4	2
129	исторического развития	3	2
130	в пользу	4	2
131	к его	2	2
132	и здесь	2	2
133	его от	2	2
134	мы видели	3	2
135	в начале	5	2
136	по своему	9	2
137	все что	6	2
138	этот период	2	2
139	и другой	3	2
140	что мы	9	2
141	еще не	4	2
142	со всеми	2	2
143	и больше	2	2
144	должно было	2	2
145	но если	2	2
146	и является	3	2
147	один из	2	2
148	благодаря этому	2	2
149	во всех	6	2
150	никем не	2	2
151	к другу	2	2
152	в процессе	5	2
153	по своим	2	2
154	приводит к	4	2
155	только что	5	2
156	отличается от	3	2
157	для этого	3	2
158	этом отношении	3	2
159	одновременно и	2	2
160	этой точки	4	2
161	в самой	3	2
162	ко всему	2	2
163	одним из	2	2
164	наконец в	2	2
165	сказать что	8	2
166	не в	4	2
167	мы можем	3	2
168	и наконец	4	2
169	по своей	10	2
170	по сравнению	9	2
171	не могла	2	2
172	же самое	5	2
173	этот факт	2	2
174	которые в	2	2
175	из этого	2	2
176	относится к	2	2
177	в виду	5	2
