N	2gram	Vinokur_Vv_1	StatiiOP
1	и в	27	25
2	в этом	34	24
3	в том	31	20
4	что в	11	19
5	что он	4	19
6	может быть	24	19
7	тем что	6	19
8	что это	3	16
9	том что	26	15
10	в этой	3	14
11	в г	5	12
12	в его	10	12
13	то что	17	12
14	не только	21	12
15	в этих	3	11
16	так что	5	11
17	прежде всего	8	10
18	таким образом	19	10
19	и не	13	10
20	но и	5	9
21	и т	43	8
22	все это	6	8
23	как например	5	8
24	т е	38	8
25	в своих	2	8
26	о том	15	8
27	это не	8	7
28	было бы	5	7
29	с этим	2	7
30	не может	13	7
31	что такое	10	7
32	точки зрения	7	7
33	из его	2	7
34	в то	5	7
35	из этих	5	6
36	в конце	3	6
37	не в	8	6
38	только в	13	6
39	как бы	5	6
40	как на	11	6
41	а в	5	6
42	и на	3	6
43	т п	5	6
44	в области	4	6
45	между тем	8	6
46	то же	8	5
47	независимо от	3	5
48	в них	4	5
49	потому что	14	5
50	с другой	8	5
51	об этом	5	5
52	такого рода	2	5
53	в котором	4	5
54	на почве	5	5
55	и это	6	5
56	ответ на	3	5
57	а не	3	5
58	того что	12	5
59	другой стороны	5	5
60	мы имеем	3	5
61	но в	10	5
62	этом отношении	3	4
63	с тем	6	4
64	всяком случае	3	4
65	состоит в	2	4
66	и др	2	4
67	связана с	4	4
68	по крайней	4	4
69	в каждом	4	4
70	этом смысле	11	4
71	это в	2	4
72	а как	3	4
73	крайней мере	4	4
74	у нас	2	4
75	как и	5	4
76	это есть	2	4
77	в начале	3	4
78	на протяжении	2	4
79	должна была	2	4
80	что здесь	2	4
81	в качестве	7	4
82	можно сказать	3	4
83	в общем	12	4
84	если бы	2	4
85	например в	2	4
86	в ней	3	4
87	а также	3	4
88	и тем	5	4
89	в своей	4	4
90	в целом	5	4
91	отношение к	3	4
92	в центре	4	4
93	в особенности	4	4
94	в течение	5	4
95	из которых	2	4
96	с точки	2	4
97	в чем	4	4
98	к нему	2	4
99	и для	4	4
100	и с	2	4
101	сказать что	5	4
102	во всяком	3	4
103	все же	8	4
104	ничего не	2	4
105	на вопрос	6	3
106	уже в	5	3
107	тому что	2	3
108	в какой	4	3
109	раньше чем	3	3
110	начале xix	2	3
111	к этому	3	3
112	же время	5	3
113	работа над	2	3
114	с этой	4	3
115	тем более	2	3
116	и что	4	3
117	на этом	3	3
118	до конца	3	3
119	одной стороны	4	3
120	xviii в	6	3
121	несмотря на	2	3
122	о которых	2	3
123	конце концов	2	3
124	все эти	3	3
125	своего рода	3	3
126	со стороны	12	3
127	по этому	2	3
128	в их	11	3
129	как раз	4	3
130	и далее	2	3
131	в связи	2	3
132	в в	3	3
133	уже не	5	3
134	что мы	2	3
135	нельзя не	4	3
136	другое дело	3	3
137	и его	5	3
138	в виде	4	3
139	этого рода	8	3
140	говорить о	3	3
141	в другом	3	3
142	связи с	3	3
143	так как	13	3
144	на тему	2	3
145	при помощи	2	2
146	не менее	8	2
147	должен был	4	2
148	все более	3	2
149	никогда не	3	2
150	для этого	3	2
151	в интересах	3	2
152	как о	4	2
153	не столько	2	2
154	тогда когда	3	2
155	но также	14	2
156	вовсе не	6	2
157	его к	2	2
158	и ее	4	2
159	что именно	2	2
160	к тому	4	2
161	как мы	9	2
162	на котором	2	2
163	не как	3	2
164	сказалось в	2	2
165	но все	3	2
166	так чтобы	3	2
167	что если	2	2
168	но не	7	2
169	времени и	4	2
170	того же	3	2
171	до сих	5	2
172	еще не	4	2
173	одной из	3	2
174	в самом	12	2
175	в сущности	3	2
176	во всех	2	2
177	в прямом	2	2
178	одна из	2	2
179	том чтобы	6	2
180	в ряде	2	2
181	слова как	2	2
182	в виду	4	2
183	речь идет	2	2
184	гораздо более	3	2
185	один из	6	2
186	должен быть	4	2
187	здесь нет	4	2
188	работы над	6	2
189	тем не	8	2
190	отчет в	3	2
191	вместе с	6	2
192	дело не	3	2
193	сих пор	5	2
194	в форме	2	2
195	до нас	3	2
196	и тогда	3	2
197	только что	4	2
198	внимание на	4	2
199	этому поводу	2	2
200	в отношении	2	2
201	т д	37	2
202	с одной	4	2
203	и других	3	2
204	не просто	4	2
205	которые были	2	2
206	на нее	2	2
207	от того	3	2
208	а потому	3	2
209	этой области	3	2
210	о которой	2	2
211	этого термина	2	2
212	не мог	2	2
213	заключается в	4	2
214	самом деле	6	2
215	во втором	2	2
216	произведения и	2	2
217	для того	21	2
218	что не	5	2
219	к историческим	2	2
220	той же	4	2
221	мы не	2	2
222	в которых	6	2
223	в результате	3	2
224	одно из	5	2
225	могут быть	4	2
226	он и	2	2
227	но как	2	2
228	этого слова	2	2
229	не имеет	4	2
230	в каждой	2	2
231	в чисто	4	2
232	по языку	5	2
