N	2gram	Bakhtin_Pr_3	Formalny
1	и не	15	30
2	вовсе не	3	28
3	и в	53	27
4	может быть	12	25
5	не может	2	24
6	так и	6	21
7	и его	10	19
8	таким образом	6	18
9	в этом	8	18
10	а не	11	17
11	точки зрения	4	16
12	в нем	10	15
13	то же	6	15
14	между ними	2	15
15	как и	11	14
16	с точки	2	14
17	не в	2	12
18	и от	3	11
19	в самом	2	11
20	в жизни	8	11
21	место в	2	10
22	но и	7	10
23	так как	7	9
24	не только	4	9
25	что в	2	8
26	при этом	3	8
27	как бы	14	8
28	и все	10	8
29	то что	9	8
30	как мы	5	8
31	только в	4	8
32	не менее	3	7
33	в том	14	7
34	же время	5	7
35	все это	8	7
36	потому что	5	7
37	в то	5	7
38	его в	2	7
39	между тем	2	7
40	в его	8	7
41	с другой	2	6
42	все эти	9	6
43	здесь и	4	6
44	в своих	2	6
45	но в	5	6
46	в литературе	5	6
47	что он	4	6
48	более того	6	6
49	еще не	5	6
50	было бы	5	6
51	действительности и	2	6
52	в своей	3	6
53	хотя бы	2	6
54	и для	4	6
55	и ее	6	6
56	вместе с	2	6
57	никогда не	2	5
58	в каждом	4	5
59	что именно	2	5
60	зависимости от	2	5
61	в дальнейшем	7	5
62	и их	2	5
63	в одной	2	5
64	в ней	7	5
65	в литературу	4	5
66	в истории	3	5
67	большинстве случаев	4	5
68	в зависимости	2	5
69	но не	5	5
70	и потому	5	5
71	тем что	2	5
72	так сказать	5	5
73	уже в	2	4
74	прежде всего	15	4
75	в смысле	2	4
76	да и	2	4
77	в большинстве	4	4
78	мы видели	2	4
79	жизни и	9	4
80	в связи	2	4
81	они не	3	4
82	о том	2	4
83	как это	2	4
84	мы можем	5	4
85	в ее	3	4
86	том что	5	4
87	конечно не	4	4
88	на ее	2	4
89	как в	7	4
90	менее всего	2	4
91	мы не	4	4
92	могут быть	4	4
93	слова и	3	4
94	что это	2	3
95	в этих	5	3
96	это не	6	3
97	формы и	3	3
98	в конце	3	3
99	можно сказать	8	3
100	мы и	2	3
101	между людьми	3	3
102	одним из	3	3
103	не о	2	3
104	и тем	2	3
105	в эпоху	10	3
106	по отношению	2	3
107	той же	5	3
108	и на	18	3
109	их в	2	3
110	сказать что	10	3
111	и с	6	3
112	в основе	5	3
113	и более	2	3
114	жизни в	3	3
115	в них	2	3
116	в условиях	4	3
117	литературы и	2	3
118	они и	2	3
119	того же	2	3
120	мы уже	5	3
121	во всех	12	3
122	жанра и	2	3
123	ее в	3	3
124	в той	2	3
125	всех других	2	3
126	в себе	5	3
127	темы и	4	2
128	мы еще	3	2
129	характерно что	2	2
130	человека и	7	2
131	не касаемся	2	2
132	главным образом	3	2
133	на все	2	2
134	пародии на	2	2
135	но это	3	2
136	xviii века	3	2
137	и др	14	2
138	традиция в	2	2
139	проявляется в	4	2
140	из них	4	2
141	в самое	3	2
142	ведь если	2	2
143	и даже	2	2
144	как он	2	2
145	в чисто	2	2
146	слово в	2	2
147	с его	2	2
148	видели что	2	2
149	жанра в	2	2
150	смысле этого	2	2
151	и во	4	2
152	к этому	4	2
153	что уже	2	2
154	говорить о	2	2
155	одна из	7	2
156	от него	3	2
157	не знают	2	2
158	мы должны	4	2
159	одной из	4	2
160	и из	3	2
161	или на	2	2
162	в сущности	10	2
163	что и	3	2
164	тем не	2	2
165	продолжает жить	2	2
166	к самому	4	2
167	и самый	5	2
168	на земле	14	2
169	человека в	3	2
170	в таком	2	2
171	быть только	2	2
172	правда в	2	2
173	на протяжении	5	2
174	связаны с	3	2
175	и это	3	2
176	здесь не	4	2
177	в области	3	2
178	ничего не	6	2
179	в эту	3	2
