N	2gram	Vygotskiy__3	Problema
1	в его	15	43
2	и не	10	42
3	и в	25	38
4	не может	6	27
5	может быть	13	26
6	как бы	10	22
7	по отношению	3	21
8	отнюдь не	4	19
9	отношению к	2	19
10	и его	2	16
11	в нем	2	15
12	в этом	14	15
13	независимо от	4	13
14	прежде всего	4	13
15	только в	10	13
16	но не	6	12
17	ни в	9	11
18	и для	2	11
19	в области	7	11
20	таким образом	17	10
21	но и	4	9
22	его в	3	9
23	не только	6	9
24	имеет дело	2	9
25	место в	2	8
26	в том	23	8
27	и как	5	8
28	точки зрения	6	8
29	было бы	10	8
30	то что	15	8
31	входит в	5	8
32	слова в	2	7
33	что в	17	7
34	с другой	6	7
35	с помощью	42	7
36	не в	6	7
37	в самом	3	7
38	между тем	3	7
39	как и	15	7
40	еще не	4	7
41	в своей	2	7
42	как мы	8	7
43	в плане	2	7
44	а в	4	6
45	на основе	22	6
46	не есть	3	6
47	все же	6	6
48	дело с	3	6
49	мы можем	7	6
50	там где	4	6
51	то же	2	5
52	все они	2	5
53	в своем	4	5
54	высшей степени	6	5
55	при этом	5	5
56	имеет место	3	5
57	никогда не	4	5
58	все эти	7	5
59	должно быть	2	5
60	в основе	16	5
61	с ним	4	5
62	в них	2	5
63	в высшей	6	5
64	так и	5	5
65	в отличие	6	5
66	могут быть	5	5
67	отличие от	6	5
68	не менее	6	4
69	другой стороны	3	4
70	и только	2	4
71	которых мы	2	4
72	от всех	2	4
73	с ними	3	4
74	сказать что	4	4
75	в то	4	4
76	о том	5	4
77	и потому	2	4
78	к которому	3	4
79	значение слова	4	4
80	но они	2	4
81	как в	9	4
82	тем самым	2	4
83	между ними	3	4
84	можно было	6	4
85	в себе	2	4
86	направленной на	2	4
87	мы будем	2	3
88	и от	2	3
89	в тех	2	3
90	тем не	5	3
91	но это	5	3
92	имеем дело	2	3
93	одной стороны	5	3
94	хотя и	2	3
95	связи и	3	3
96	не является	8	3
97	в целом	13	3
98	все это	6	3
99	и другими	2	3
100	с одной	5	3
101	которую мы	5	3
102	и на	6	3
103	а как	2	3
104	ни было	2	3
105	если бы	5	3
106	и все	4	3
107	этом смысле	2	3
108	ясно что	2	3
109	и к	5	3
110	том что	20	3
111	все что	2	3
112	мы увидим	4	3
113	со всеми	6	3
114	мы в	2	3
115	он не	4	3
116	оно не	2	3
117	слова не	2	3
118	связь с	3	3
119	приводит к	4	3
120	в мире	2	3
121	в таком	2	3
122	с другими	2	3
123	слова и	6	3
124	и это	4	3
125	едва ли	2	3
126	на этом	3	2
127	не могут	4	2
128	в частности	4	2
129	в этих	2	2
130	в какой	4	2
131	столь же	7	2
132	первый план	2	2
133	на то	4	2
134	или иной	3	2
135	что оно	4	2
136	в нашей	2	2
137	связаны с	3	2
138	связь и	2	2
139	смысле слова	2	2
140	не можем	3	2
141	в свою	3	2
142	что это	5	2
143	при решении	2	2
144	и у	6	2
145	совпадает с	6	2
146	той или	2	2
147	в котором	3	2
148	отнесено к	2	2
149	задачи и	5	2
150	отличается от	3	2
151	в связи	6	2
152	этом отношении	3	2
153	и других	2	2
154	здесь мы	2	2
155	и что	10	2
156	того что	10	2
157	и здесь	2	2
158	в своих	2	2
159	только при	2	2
160	но как	3	2
161	в начале	2	2
162	во всем	3	2
163	о котором	2	2
164	мы должны	6	2
165	того или	2	2
166	как это	7	2
167	в него	3	2
168	мы имеем	4	2
169	и которые	3	2
170	цели и	2	2
171	с его	2	2
172	следовательно не	2	2
173	находит свое	2	2
174	поэтому в	2	2
175	и во	2	2
176	к этому	3	2
177	или иного	2	2
178	на первый	2	2
179	что он	6	2
180	этот момент	2	2
181	связи с	9	2
182	одна из	2	2
183	в корне	2	2
184	что и	10	2
185	нами в	2	2
186	момента в	2	2
187	в себя	3	2
188	того чтобы	8	2
189	для того	7	2
190	из которых	5	2
191	и эта	2	2
192	или в	2	2
193	тем что	8	2
194	в виде	3	2
195	в чем	2	2
196	не могли	3	2
197	понятий и	7	2
