N	2gram	Voloshinov_1	Problemy
1	и не	4	31
2	и в	16	29
3	в его	4	24
4	может быть	17	24
5	в этом	9	22
6	как бы	5	19
7	в нем	4	19
8	точки зрения	8	19
9	для него	6	18
10	не только	7	15
11	то что	3	15
12	но и	4	14
13	и его	8	14
14	то же	2	14
15	в пределах	2	13
16	с точки	6	13
17	как и	2	12
18	не может	8	12
19	таким образом	9	12
20	в одном	3	10
21	этом смысле	3	10
22	в самом	2	10
23	только в	4	10
24	с его	7	9
25	все эти	5	9
26	что он	2	8
27	что в	3	8
28	как не	2	8
29	в своей	2	8
30	в том	3	8
31	прежде всего	9	7
32	том что	3	7
33	за пределы	2	7
34	так и	4	7
35	и как	3	7
36	а в	3	7
37	с другими	3	7
38	и на	4	7
39	мира и	3	7
40	но в	4	7
41	все это	4	6
42	не могут	2	6
43	его целом	2	6
44	самом деле	6	6
45	так же	2	6
46	могут быть	3	6
47	его в	4	6
48	и потому	3	6
49	так как	4	6
50	сознания и	2	5
51	и др	3	5
52	было бы	2	5
53	еще не	5	5
54	и о	2	5
55	у него	2	5
56	он не	2	5
57	мысли и	4	5
58	на самом	4	5
59	с их	3	5
60	во всяком	3	5
61	сознание и	5	5
62	и это	6	5
63	с ним	2	5
64	поэтому и	2	4
65	все то	2	4
66	что и	2	4
67	но это	2	4
68	и с	8	4
69	не на	2	4
70	и для	2	4
71	как мы	4	4
72	они не	2	4
73	и наконец	4	4
74	их в	3	4
75	в основе	3	4
76	в этой	4	4
77	никогда не	2	3
78	в них	2	3
79	ни в	5	3
80	художественного творчества	4	3
81	все что	4	3
82	и пр	12	3
83	всяком случае	3	3
84	оно не	2	3
85	только то	2	3
86	сказать что	7	3
87	но как	2	3
88	не знает	2	3
89	и этим	2	3
90	отношения к	3	3
91	в мир	2	3
92	самого начала	4	2
93	себя и	2	2
94	хотя бы	4	2
95	с этой	2	2
96	те же	3	2
97	в жизни	2	2
98	и ее	4	2
99	мир по	2	2
100	и к	6	2
101	не есть	2	2
102	жизни и	3	2
103	ту сторону	5	2
104	мы видим	2	2
105	при этом	6	2
106	есть и	2	2
107	только как	3	2
108	кажется что	2	2
109	если б	3	2
110	конечно не	6	2
111	до сих	3	2
112	один из	2	2
113	в большинстве	3	2
114	в один	4	2
115	нам кажется	2	2
116	по ту	4	2
117	войти в	2	2
118	отношение к	5	2
119	сих пор	3	2
120	мы уже	2	2
121	ни было	2	2
122	находится в	2	2
123	во всей	2	2
124	и даже	4	2
125	что оно	2	2
126	а потому	4	2
127	к себе	3	2
128	между ними	3	2
129	и есть	3	2
130	из тех	2	2
131	большинстве случаев	3	2
132	с этим	2	2
