N	2gram	Voloshinov_1	slovoVRo
1	и в	19	41
2	в нем	10	30
3	в романе	2	21
4	могут быть	2	19
5	во всех	7	17
6	но и	8	16
7	и не	26	16
8	точки зрения	34	16
9	языка в	14	16
10	не только	8	16
11	а не	7	15
12	то же	7	14
13	в пределах	6	14
14	может быть	26	14
15	и др	2	14
16	не может	24	14
17	и его	19	14
18	и на	4	14
19	в то	3	14
20	в сущности	3	13
21	в его	6	13
22	слова и	3	13
23	же время	3	12
24	до конца	5	12
25	как бы	15	12
26	языка и	13	12
27	в этом	16	12
28	так и	11	11
29	в большинстве	3	10
30	в узком	2	10
31	язык и	2	10
32	слово в	3	10
33	узком смысле	2	10
34	или иной	3	9
35	таким образом	17	9
36	все эти	7	9
37	прежде всего	13	8
38	точка зрения	7	8
39	но в	7	8
40	как в	4	8
41	как мы	13	8
42	с точки	20	8
43	или в	2	8
44	не в	5	7
45	и следовательно	3	7
46	вовсе не	5	7
47	в своей	3	7
48	все же	8	7
49	в слове	10	7
50	во всяком	5	7
51	в отношении	4	6
52	того же	6	6
53	при этом	8	6
54	и даже	2	6
55	а в	4	6
56	большинстве случаев	3	6
57	слова как	7	6
58	к своему	2	6
59	только в	9	6
60	отношении к	4	6
61	с другой	5	5
62	в самом	10	5
63	всяком случае	2	5
64	слово как	4	5
65	все это	3	5
66	в основе	2	5
67	и к	3	5
68	с другими	3	5
69	в языке	4	5
70	далеко не	4	5
71	так сказать	6	5
72	и от	3	4
73	в каждом	7	4
74	системы языка	3	4
75	кроме того	6	4
76	одним из	2	4
77	в ней	4	4
78	с ее	2	4
79	за пределы	5	4
80	лишь в	9	4
81	рядом с	5	4
82	языку как	5	4
83	и формы	3	4
84	и с	2	4
85	в которой	3	4
86	и все	5	4
87	не как	2	4
88	языка как	17	4
89	данный момент	2	4
90	как и	12	4
91	языковой системы	3	4
92	в смысле	6	4
93	здесь в	3	4
94	еще не	4	4
95	но именно	3	4
96	по преимуществу	5	4
97	и потому	5	4
98	на почве	6	4
99	в процессе	14	4
100	быть и	3	4
101	входит в	5	4
102	язык в	4	4
103	другой стороны	6	4
104	речи в	3	4
105	и для	11	4
106	ту же	2	4
107	там где	2	4
108	ничего не	6	4
109	и стилистики	2	3
110	не могут	3	3
111	никогда не	2	3
112	точку зрения	2	3
113	хотя бы	5	3
114	или к	2	3
115	формы и	3	3
116	из этих	2	3
117	язык как	7	3
118	является лишь	3	3
119	к тому	2	3
120	словом и	2	3
121	в том	6	3
122	следовательно и	2	3
123	в свою	2	3
124	для него	9	3
125	философии языка	29	3
126	из них	3	3
127	в понимании	2	3
128	в своем	2	3
129	именно в	5	3
130	и других	2	3
131	форм и	4	3
132	того что	3	3
133	речь и	2	3
134	друг друга	8	3
135	в результате	9	3
136	и здесь	6	3
137	не было	3	3
138	в истории	3	3
139	о том	2	3
140	его в	3	3
141	в первом	3	3
142	так как	2	3
143	философия языка	3	3
144	и во	2	3
145	с этим	4	3
146	не могло	2	3
147	языка а	3	3
148	в себе	2	3
149	с этой	2	3
150	зависимости от	2	3
151	в качестве	2	3
152	она не	2	3
153	было бы	4	3
154	одной из	3	3
155	конечно не	5	3
156	он не	3	3
157	в основном	6	3
158	внутренней речи	9	3
159	из этого	2	3
160	бы и	2	3
161	к языку	2	3
162	в данном	4	3
163	более того	3	3
164	и ее	3	3
165	выражение в	4	3
166	как оно	2	3
167	свою очередь	2	2
168	связана с	2	2
169	же как	2	2
170	в частности	2	2
171	тому что	2	2
172	одного из	3	2
173	что все	2	2
174	этом случае	3	2
175	можно сказать	3	2
176	войти в	3	2
177	ни было	10	2
178	система языка	8	2
179	это отношение	2	2
180	и той	2	2
181	на язык	3	2
182	для того	4	2
183	в контексте	8	2
184	между ними	4	2
185	со всею	2	2
186	зрения и	2	2
187	система нормативных	2	2
188	где они	2	2
189	как к	2	2
190	точке зрения	2	2
191	те же	5	2
192	между этими	2	2
193	должно быть	2	2
194	так же	7	2
195	и те	7	2
196	сказать что	4	2
197	же и	2	2
198	и идеологической	2	2
199	свое выражение	2	2
200	между тем	3	2
201	оно может	4	2
202	не является	4	2
203	в сознании	2	2
204	за пределами	2	2
205	а как	3	2
206	в котором	3	2
207	вне его	4	2
208	для них	2	2
209	он может	3	2
210	между собой	2	2
211	и всякое	2	2
212	первом случае	3	2
213	к этому	5	2
214	в условиях	4	2
215	у нас	2	2
216	том что	3	2
217	то в	2	2
218	одна из	2	2
219	в рамки	4	2
220	до сих	8	2
221	мы уже	2	2
222	совершенно не	3	2
223	ни о	2	2
224	и иных	2	2
225	как вещь	2	2
226	одним словом	2	2
227	зрения не	2	2
228	сих пор	8	2
229	языке и	2	2
230	в ее	7	2
231	и речи	2	2
232	как раз	2	2
233	на самом	3	2
234	если мы	11	2
235	себя от	2	2
236	только на	4	2
237	и эта	4	2
238	не есть	3	2
239	той же	2	2
240	мы не	6	2
241	говорящего и	2	2
242	можно было	2	2
243	исторического становления	5	2
244	от этого	2	2
245	в другом	2	2
246	связи с	11	2
247	и вообще	2	2
248	жизни но	2	2
249	в единство	4	2
250	направления и	2	2
251	из него	2	2
