N	2gram	Voloshinov_1	Dialekti
1	не есть	3	54
2	и не	26	27
3	а не	7	26
4	точки зрения	34	25
5	и в	19	24
6	не только	8	23
7	что такое	2	21
8	по себе	4	20
9	не может	24	19
10	не просто	2	18
11	ничего не	6	17
12	и есть	3	16
13	это –	4	16
14	допустим что	2	16
15	что все	2	14
16	в таком	2	14
17	то что	8	14
18	с точки	20	14
19	может быть	26	13
20	таким образом	17	13
21	и даже	2	13
22	что он	2	13
23	вовсе не	5	13
24	того что	3	12
25	не менее	4	11
26	не имеет	3	11
27	что же	4	11
28	тем не	2	10
29	отнюдь не	6	10
30	таком случае	2	10
31	не существует	3	10
32	в сущности	3	10
33	ни в	2	9
34	но и	8	9
35	нет ничего	3	9
36	прежде всего	13	8
37	и как	3	8
38	том что	3	8
39	в этом	16	8
40	что в	4	7
41	никогда не	2	7
42	он –	3	7
43	в самом	10	7
44	другими словами	2	7
45	в виду	2	7
46	ясно что	5	7
47	это и	3	7
48	как и	12	7
49	только на	4	7
50	как раз	2	7
51	– не	6	7
52	должна быть	2	6
53	кроме того	6	6
54	но если	2	6
55	все это	3	6
56	и только	2	6
57	и с	2	6
58	о том	2	6
59	так как	2	6
60	если бы	2	6
61	– в	10	6
62	и все	5	6
63	что и	2	6
64	– это	8	6
65	то же	7	6
66	самом деле	10	6
67	и пр	12	6
68	с этой	2	5
69	как же	4	5
70	в том	6	5
71	точка зрения	7	5
72	жизни и	2	5
73	и его	19	5
74	в то	3	5
75	вопрос о	4	5
76	и к	3	5
77	было бы	4	5
78	он не	3	5
79	так и	11	5
80	и сама	2	5
81	что не	2	5
82	мы не	6	5
83	только в	9	5
84	тому что	2	4
85	с другой	5	4
86	первый план	2	4
87	не могут	3	4
88	или иной	3	4
89	сама по	2	4
90	к тому	2	4
91	все остальное	2	4
92	есть объект	3	4
93	хотя бы	5	4
94	так же	7	4
95	сказать что	4	4
96	нет никакой	2	4
97	сознания и	3	4
98	нет и	4	4
99	на первый	2	4
100	у нас	2	4
101	– и	4	4
102	в истории	3	4
103	конечно не	5	4
104	от того	4	4
105	в чем	2	4
106	и это	3	4
107	для него	9	4
108	не было	3	3
109	все же	8	3
110	за пределы	5	3
111	в своем	2	3
112	в одной	2	3
113	и от	3	3
114	мы знаем	5	3
115	не в	5	3
116	она не	2	3
117	же время	3	3
118	в основе	2	3
119	в нем	10	3
120	из них	3	3
121	– как	2	3
122	все эти	7	3
123	должно быть	2	3
124	друг друга	8	3
125	и на	4	3
126	с этим	4	3
127	мы уже	2	3
128	ни к	2	3
129	тем что	2	3
130	и сознание	2	3
131	мира и	2	3
132	зависимости от	2	3
133	одна из	2	3
134	ни о	2	3
135	не будет	4	3
136	как бы	15	3
137	быть и	3	3
138	– что	2	3
139	и прежде	2	3
140	– все	3	3
141	для того	4	3
142	из которых	2	3
143	должны быть	3	3
144	той же	2	3
145	в слове	10	3
146	в каком	3	3
147	и ее	3	3
148	не знает	2	3
149	зависит от	2	2
150	слово –	4	2
151	же как	2	2
152	в частности	2	2
153	из этих	2	2
154	следовательно не	2	2
155	в смысле	6	2
156	еще не	4	2
157	при этом	8	2
158	но для	2	2
159	и следовательно	3	2
160	и является	2	2
161	всяком случае	2	2
162	совершенно не	3	2
163	то как	2	2
164	не имеют	3	2
165	другой стороны	6	2
166	целый ряд	3	2
167	именно в	5	2
168	а в	4	2
169	же и	2	2
170	в своих	2	2
171	с первым	2	2
172	и формы	3	2
173	в ней	4	2
174	и здесь	6	2
175	в первом	3	2
176	и потому	5	2
177	бы в	2	2
178	к этой	2	2
179	слово в	3	2
180	нет ни	2	2
181	но в	7	2
182	нового времени	2	2
183	и во	2	2
184	в условиях	4	2
185	же они	2	2
186	то в	2	2
187	или процесс	2	2
188	может существовать	2	2
189	однако не	2	2
190	тех пор	2	2
191	бытия в	7	2
192	следовательно и	2	2
193	бытие –	2	2
194	или к	2	2
195	как мы	13	2
196	на стадии	2	2
197	и он	2	2
198	и для	11	2
199	или в	2	2
200	или иначе	2	2
201	в данном	4	2
202	бы то	8	2
203	во всяком	5	2
204	могут быть	2	2
205	как с	2	2
206	в себе	2	2
207	и вообще	2	2
208	из этого	2	2
209	в его	6	2
210	этом вопросе	2	2
