N	2gram	Vygotskiy__7	Literetu
1	а не	6	20
2	и в	26	19
3	может быть	7	17
4	то же	8	12
5	и не	18	11
6	в том	18	10
7	как и	15	10
8	но и	11	10
9	состоит в	3	9
10	не может	11	9
11	в этом	29	9
12	в то	3	9
13	с другой	4	8
14	не только	24	8
15	том что	17	7
16	то что	24	7
17	так и	3	7
18	с одной	5	7
19	слова и	10	7
20	не менее	4	6
21	в себе	9	6
22	одной стороны	5	6
23	конечном счете	2	5
24	столь же	2	5
25	я не	3	5
26	у нас	2	5
27	но не	3	5
28	в качестве	5	5
29	он не	3	5
30	в конечном	2	5
31	вместе с	12	5
32	того что	14	5
33	что в	12	4
34	прежде всего	7	4
35	не в	4	4
36	для него	3	4
37	в ней	3	4
38	в его	4	4
39	даже в	2	4
40	один из	2	4
41	ли не	2	4
42	и других	2	4
43	так что	4	4
44	мы не	7	4
45	по отношению	6	4
46	тем что	9	4
47	точки зрения	28	4
48	едва ли	4	4
49	в области	4	4
50	никогда не	4	3
51	что он	8	3
52	идет о	2	3
53	в нем	2	3
54	одним из	2	3
55	но это	3	3
56	в начале	5	3
57	такой же	3	3
58	в этой	3	3
59	и он	2	3
60	в сущности	9	3
61	во всех	6	3
62	отношению к	5	3
63	данном случае	5	3
64	в их	2	3
65	то и	4	3
66	и для	5	3
67	этом отношении	3	3
68	так как	14	3
69	но с	2	3
70	тем самым	8	3
71	тем же	5	3
72	с точки	21	3
73	от слова	6	3
74	как на	6	3
75	а в	2	3
76	и его	12	3
77	и то	7	3
78	и с	5	3
79	в данном	5	3
80	как к	3	3
81	ничего не	2	3
82	как феномен	2	2
83	уже в	2	2
84	же как	8	2
85	с тем	5	2
86	себя и	2	2
87	в нашем	4	2
88	не является	3	2
89	для этого	3	2
90	в какой	6	2
91	было сказано	3	2
92	с этой	5	2
93	в конце	4	2
94	в виду	5	2
95	вовсе не	2	2
96	что было	2	2
97	в такой	4	2
98	из того	3	2
99	и к	7	2
100	слово не	2	2
101	для нас	2	2
102	этом случае	14	2
103	в ее	6	2
104	а затем	2	2
105	тем не	3	2
106	в ситуации	7	2
107	и столь	3	2
108	очевидно что	3	2
109	ко всему	2	2
110	все что	6	2
111	ведь это	2	2
112	одно и	3	2
113	до конца	5	2
114	еще не	4	2
115	было бы	6	2
116	одной из	4	2
117	наконец в	2	2
118	не по	4	2
119	как бы	6	2
120	если в	4	2
121	для себя	24	2
122	что и	3	2
123	все же	6	2
124	с ее	2	2
125	в целом	5	2
126	могут быть	2	2
127	то как	2	2
128	и до	2	2
129	мысли и	11	2
130	как раз	3	2
131	и только	4	2
132	не раз	2	2
133	той же	8	2
134	но только	3	2
135	на первом	2	2
136	и что	6	2
137	для того	18	2
138	что не	2	2
139	из которых	2	2
140	и наконец	4	2
141	речь в	4	2
142	друг друга	4	2
143	в своих	2	2
144	то в	2	2
145	потому что	16	2
146	в основе	3	2
147	одно из	5	2
148	с другим	2	2
149	ту же	2	2
150	о том	4	2
151	представляет собой	19	2
152	к этой	2	2
153	как это	5	2
154	с ним	3	2
155	поэзии и	2	2
156	но в	4	2
