N	2gram	Bakhtin_Pr_3	Literetu
1	а не	11	20
2	и в	53	19
3	может быть	12	17
4	своего рода	3	13
5	то же	6	12
6	и не	15	11
7	и т.п	31	10
8	в том	14	10
9	как и	11	10
10	но и	7	10
11	же время	5	9
12	не может	2	9
13	в мире	5	9
14	в этом	8	9
15	в то	5	9
16	с другой	2	8
17	не только	4	8
18	и даже	2	8
19	том что	5	7
20	то что	9	7
21	так и	6	7
22	и т.д	2	7
23	слова и	3	7
24	не менее	3	6
25	в себе	5	6
26	при этом	3	6
27	и на	18	6
28	для всех	2	5
29	я не	4	5
30	одна из	7	5
31	но не	5	5
32	он не	3	5
33	вместе с	2	5
34	то есть	48	5
35	что в	2	4
36	жизни в	3	4
37	прежде всего	15	4
38	не в	2	4
39	того же	2	4
40	в ней	7	4
41	в его	8	4
42	один из	6	4
43	жизни и	9	4
44	и других	9	4
45	человека в	3	4
46	мы не	4	4
47	по отношению	2	4
48	тем что	2	4
49	точки зрения	4	4
50	в области	3	4
51	никогда не	2	3
52	о себе	2	3
53	в себя	6	3
54	что он	4	3
55	в нем	10	3
56	по существу	5	3
57	одним из	3	3
58	но это	3	3
59	в начале	2	3
60	в сущности	10	3
61	во всех	12	3
62	вплоть до	4	3
63	и др	14	3
64	в их	2	3
65	и для	4	3
66	так как	7	3
67	с точки	2	3
68	а в	2	3
69	и его	10	3
70	и с	6	3
71	всей своей	2	3
72	и жизни	2	3
73	ничего не	6	3
74	том числе	11	2
75	уже в	2	2
76	не было	4	2
77	себя и	2	2
78	в них	2	2
79	в конце	3	2
80	в жизни	8	2
81	в каждом	4	2
82	все еще	3	2
83	вовсе не	3	2
84	и к	5	2
85	а также	4	2
86	жизни как	4	2
87	в ее	3	2
88	а затем	4	2
89	тем не	2	2
90	и без	3	2
91	выше и	2	2
92	тот же	2	2
93	еще не	5	2
94	было бы	5	2
95	одной из	4	2
96	не могу	3	2
97	при всей	2	2
98	наконец в	2	2
99	где в	2	2
100	как бы	14	2
101	что и	3	2
102	как он	2	2
103	из ведущих	5	2
104	из них	4	2
105	могут быть	4	2
106	в истории	3	2
107	и до	5	2
108	и одновременно	4	2
109	той же	5	2
110	жизни на	2	2
111	все равно	4	2
112	и наконец	2	2
113	хотя бы	2	2
114	на свете	2	2
115	не знает	4	2
116	в своих	2	2
117	потому что	5	2
118	в основе	5	2
119	даже и	2	2
120	соответствии с	2	2
121	что я	2	2
122	о том	2	2
123	как это	2	2
124	с ним	2	2
125	но в	5	2
