N	2gram	Vinokur_Ku_3	Komedia
1	и в	23	26
2	и не	10	14
3	к тому	3	12
4	так и	6	12
5	в том	22	11
6	тому же	3	11
7	может быть	14	11
8	но и	3	10
9	на протяжении	2	10
10	в этом	16	10
11	что в	13	9
12	столь же	4	9
13	том что	11	9
14	если бы	8	9
15	вместе с	2	9
16	ясно что	4	8
17	было бы	16	8
18	не только	17	7
19	что и	6	7
20	на себя	2	7
21	в своем	4	6
22	то что	4	6
23	еще не	9	6
24	в двух	2	6
25	того чтобы	11	6
26	потому что	12	6
27	и здесь	2	6
28	в то	3	6
29	о том	6	6
30	таким образом	9	6
31	с тем	6	5
32	независимо от	5	5
33	что он	6	5
34	в качестве	2	5
35	один из	4	5
36	себя внимание	2	5
37	ни в	3	5
38	для того	12	5
39	и с	3	5
40	уже в	3	4
41	не менее	12	4
42	в частности	2	4
43	в этих	2	4
44	тому что	4	4
45	прежде всего	9	4
46	из этих	5	4
47	сразу же	2	4
48	как мы	5	4
49	как и	5	4
50	в целом	4	4
51	хотя и	5	4
52	в его	11	4
53	все же	5	4
54	не по	3	4
55	в самом	13	4
56	более чем	2	4
57	можно было	11	4
58	точки зрения	23	4
59	только в	6	4
60	что это	3	4
61	так как	9	4
62	на этот	2	4
63	как это	7	4
64	по адресу	2	4
65	его в	2	4
66	между тем	4	4
67	том числе	2	3
68	о чем	2	3
69	до тех	4	3
70	с этой	3	3
71	вопрос о	11	3
72	в тех	2	3
73	что на	3	3
74	но если	3	3
75	мы найдем	2	3
76	отношению к	2	3
77	но все	2	3
78	связи с	6	3
79	но не	3	3
80	того же	4	3
81	первую очередь	3	3
82	для нас	4	3
83	по поводу	3	3
84	в первую	3	3
85	в ней	3	3
86	в котором	2	3
87	речь идет	3	3
88	не имеет	3	3
89	тех пор	4	3
90	в своей	4	3
91	в их	6	3
92	все это	2	3
93	по отношению	3	3
94	в связи	5	3
95	того как	7	3
96	той же	3	3
97	то же	6	3
98	не было	4	3
99	как в	4	3
100	а в	5	3
101	тем что	5	3
102	не может	6	3
103	как он	2	3
104	тех же	4	3
105	но в	2	3
106	и есть	5	2
107	отнюдь не	3	2
108	однако в	2	2
109	в нашем	7	2
110	в какой	3	2
111	с другой	7	2
112	это не	3	2
113	в одном	2	2
114	вовсе не	5	2
115	и я	2	2
116	что именно	3	2
117	то это	3	2
118	и к	3	2
119	в ее	4	2
120	не в	5	2
121	до сих	8	2
122	в силу	6	2
123	тот же	6	2
124	чем в	2	2
125	на этом	2	2
126	по своему	2	2
127	после того	6	2
128	когда в	2	2
129	одной стороны	4	2
130	и если	2	2
131	каждой из	2	2
132	от того	5	2
133	он не	3	2
134	как бы	5	2
135	которые в	4	2
136	чем это	2	2
137	говоря уже	2	2
138	хотя бы	9	2
139	и т	54	2
140	отношение к	3	2
141	не говоря	2	2
142	сих пор	8	2
143	что она	5	2
144	уже о	2	2
145	целый ряд	4	2
146	в отличие	2	2
147	так в	2	2
148	т п	41	2
149	с одной	4	2
150	еще более	2	2
151	мы находим	3	2
152	в той	4	2
153	и что	7	2
154	не более	2	2
155	бы и	3	2
156	также что	2	2
157	такая же	2	2
158	отличие от	2	2
159	мы не	3	2
160	имеет в	2	2
161	во всяком	2	2
162	к его	2	2
163	говорить о	6	2
164	в первом	5	2
165	мы имеем	2	2
166	в виду	8	2
