N	2gram	Tiupa_Hudo_1	Istorich
1	и в	19	25
2	что он	3	22
3	может быть	14	17
4	мы имеем	6	14
5	не только	16	13
6	но и	10	13
7	в его	9	12
8	и не	15	11
9	уже не	4	11
10	в этом	11	10
11	с другой	7	9
12	его в	2	9
13	и его	12	9
14	таким образом	3	9
15	что в	6	8
16	том что	8	8
17	еще не	3	8
18	другой стороны	5	8
19	все эти	2	8
20	и что	3	8
21	и на	2	8
22	в частности	13	7
23	в качестве	24	7
24	тот кто	2	7
25	как и	2	7
26	то что	4	7
27	одной стороны	2	7
28	в нем	5	7
29	с одной	2	7
30	превращается в	2	7
31	потому что	3	7
32	представляет собой	10	7
33	только в	5	7
34	о том	2	7
35	в этих	3	6
36	это не	2	6
37	прежде всего	4	6
38	что и	2	6
39	себя в	7	6
40	как в	2	6
41	не может	7	6
42	не в	7	6
43	или в	2	6
44	могут быть	4	6
45	в том	18	6
46	но не	11	5
47	например в	3	5
48	так же	2	5
49	входит в	4	5
50	не менее	3	4
51	не как	2	4
52	и тем	2	4
53	с другими	4	4
54	тем не	3	4
55	в ее	5	4
56	в пределах	3	4
57	а именно	2	4
58	все это	2	4
59	то же	10	4
60	он не	4	4
61	и это	2	4
62	в которой	2	4
63	с ним	2	4
64	никогда не	2	3
65	и как	3	3
66	в целом	3	3
67	в свою	3	3
68	в этой	2	3
69	в то	6	3
70	в себя	2	3
71	того чтобы	2	3
72	в роли	3	3
73	и др	2	3
74	в форме	4	3
75	для того	2	3
76	к нему	3	3
77	а в	12	3
78	в данном	4	3
79	их в	3	3
80	никто не	2	3
81	в русской	3	3
82	героя и	5	3
83	герой не	3	3
84	вовсе не	2	2
85	по себе	2	2
86	таких случаях	2	2
87	можно сказать	5	2
88	об этом	2	2
89	мы легко	2	2
90	одна из	2	2
91	а на	5	2
92	того же	2	2
93	в формах	2	2
94	если бы	3	2
95	от себя	3	2
96	как бы	9	2
97	и потому	2	2
98	даже в	3	2
99	один из	2	2
100	в своей	5	2
101	отношению к	9	2
102	еще один	2	2
103	во всех	3	2
104	ее в	2	2
105	со стороны	2	2
106	по отношению	9	2
107	и для	2	2
108	в одно	2	2
109	а не	9	2
110	того что	4	2
111	и по	2	2
112	так в	4	2
113	то в	2	2
114	сказать что	4	2
115	но он	3	2
116	точки зрения	10	2
117	к его	2	2
118	о чем	2	2
