N	2gram	Medvedev_F_2	Myshleni
1	и речи	5	38
2	речи и	3	28
3	точки зрения	8	26
4	таким образом	20	26
5	в том	11	24
6	и в	38	23
7	том что	2	21
8	в целом	3	20
9	с точки	7	18
10	того чтобы	3	17
11	то что	6	17
12	в этом	27	17
13	не только	9	16
14	того что	3	15
15	говорит он	5	15
16	для того	3	15
17	что в	7	14
18	может быть	23	14
19	но и	13	14
20	как и	9	14
21	в его	10	14
22	с помощью	10	13
23	не может	14	12
24	в развитии	2	12
25	как бы	4	11
26	сказать что	2	11
27	с другой	3	10
28	прежде всего	15	10
29	в качестве	2	9
30	не является	3	9
31	другой стороны	4	9
32	и не	20	9
33	между тем	2	9
34	и с	9	9
35	вместе с	6	9
36	самого начала	2	8
37	с самого	2	8
38	и на	3	8
39	в основе	5	8
40	в процессе	9	8
41	то же	6	8
42	в этой	6	7
43	в самом	16	7
44	в то	5	7
45	так как	4	7
46	с тем	11	7
47	что он	5	7
48	мы не	3	7
49	и ее	6	7
50	все время	6	6
51	независимо от	4	6
52	столь же	2	6
53	же как	3	6
54	между этими	3	6
55	и тем	2	6
56	все это	3	6
57	именно в	5	6
58	лишь в	7	6
59	потому что	2	6
60	с этим	5	6
61	в сущности	4	6
62	и его	21	6
63	тем что	8	6
64	только в	6	6
65	тому что	2	5
66	в какой	3	5
67	перед нами	2	5
68	и как	3	5
69	по себе	7	5
70	для этого	2	5
71	что для	2	5
72	и все	3	5
73	бы в	5	5
74	если бы	5	5
75	но в	4	5
76	значение слова	2	5
77	и более	2	5
78	он не	6	5
79	слова и	7	5
80	так и	8	5
81	как мы	7	5
82	тем самым	2	5
83	из этого	2	5
84	к действительности	3	5
85	но не	2	4
86	в теории	4	4
87	не в	15	4
88	высшей степени	4	4
89	при этом	9	4
90	и функции	2	4
91	в котором	2	4
92	все эти	6	4
93	в высшей	4	4
94	все остальные	2	4
95	не столько	4	4
96	этом отношении	7	4
97	в результате	6	4
98	их в	2	4
99	с его	11	4
100	это положение	2	4
101	к этому	4	4
102	и к	4	4
103	по существу	7	4
104	в чем	2	4
105	было бы	6	4
106	к тому	4	4
107	в своей	7	4
108	как в	4	4
109	приводит к	2	4
110	во всей	2	4
111	как раз	6	4
112	хотя бы	6	4
113	исследования в	2	4
114	функции в	2	4
115	ни в	2	4
116	понятий и	3	4
117	уже в	2	3
118	что это	3	3
119	все более	2	3
120	и от	2	3
121	из этих	3	3
122	одного из	3	3
123	в такой	2	3
124	что именно	2	3
125	что они	4	3
126	в общем	5	3
127	общения и	2	3
128	в их	6	3
129	то и	3	3
130	и других	2	3
131	его не	2	3
132	от всех	2	3
133	вовсе не	11	3
134	в одной	2	3
135	этот вопрос	2	3
136	всяком случае	5	3
137	речи но	2	3
138	превращается в	2	3
139	этих двух	2	3
140	этого факта	2	3
141	что оно	4	3
142	тем и	2	3
143	такой же	3	3
144	во всех	5	3
145	она не	2	3
146	все же	8	3
147	должны были	2	3
148	самом деле	8	3
149	а не	6	3
150	и то	2	3
151	во всяком	5	3
152	сам по	3	3
153	он в	2	3
154	могут быть	6	3
155	связи с	13	3
156	и это	2	3
157	в которой	2	3
158	в области	3	3
159	ничего не	4	3
160	в основу	2	2
161	никогда не	2	2
162	или даже	2	2
163	в конце	2	2
164	представление о	2	2
165	первый план	2	2
166	является для	2	2
167	как таковой	3	2
168	в зависимости	3	2
169	но все	3	2
170	на этом	2	2
171	же время	5	2
172	для него	7	2
173	хотя и	3	2
174	какой мере	2	2
175	не имеет	2	2
176	один из	2	2
177	мы видели	4	2
178	не к	2	2
179	жизни и	3	2
180	значения и	2	2
181	и до	3	2
182	значительной степени	3	2
183	звук и	2	2
184	нигде не	2	2
185	в слове	5	2
186	и наконец	4	2
187	и даже	4	2
188	как такового	6	2
189	должно быть	2	2
190	а в	6	2
191	речи именно	2	2
192	к его	2	2
193	говорить о	5	2
194	в науку	2	2
195	в первом	7	2
196	в этих	2	2
197	как это	2	2
198	от этого	3	2
199	звуком и	5	2
200	всех этих	3	2
201	главным образом	3	2
202	своих работах	2	2
203	к сожалению	2	2
204	идет о	2	2
205	на первый	2	2
206	в ее	2	2
207	чтобы показать	3	2
208	в значительной	3	2
209	зависимости от	3	2
210	чем он	4	2
211	даже в	2	2
212	всего в	2	2
213	ее в	2	2
214	слова как	2	2
215	в известной	2	2
216	если мы	5	2
217	уже не	7	2
218	и пр	21	2
219	между ними	2	2
220	с другими	10	2
221	между двумя	2	2
222	как таковая	2	2
223	вопроса о	2	2
224	что эта	2	2
225	этими двумя	2	2
226	там где	4	2
227	едва ли	2	2
228	не могли	2	2
229	если это	2	2
