N	2gram	Propp_Isto_3	FransuaR
1	и в	22	29
2	таким образом	10	20
3	и не	12	16
4	и все	3	13
5	в этой	5	13
6	как и	3	12
7	но в	10	12
8	так и	2	11
9	и на	4	11
10	в этом	17	11
11	то же	6	10
12	во время	6	10
13	как мы	8	10
14	мы уже	6	10
15	в то	2	10
16	не только	14	10
17	вовсе не	2	9
18	но и	12	9
19	все эти	4	9
20	и с	4	9
21	его в	3	9
22	прежде всего	3	8
23	в его	3	8
24	и его	4	8
25	в них	6	7
26	мы видели	13	7
27	так же	3	7
28	в том	9	7
29	так как	7	7
30	из них	7	6
31	но он	4	6
32	у него	3	5
33	это не	6	5
34	и о	2	5
35	далеко не	3	5
36	в нем	9	5
37	большинстве случаев	2	5
38	сказать что	3	5
39	он и	3	5
40	но они	2	4
41	что он	9	4
42	но это	3	4
43	есть и	5	4
44	еще не	10	4
45	этой системы	2	4
46	и есть	2	4
47	и др	2	4
48	один из	5	4
49	то что	7	4
50	жизни и	2	4
51	на самом	2	4
52	с другой	7	4
53	связана с	3	4
54	связан с	2	4
55	тем что	4	4
56	точки зрения	2	4
57	в доме	12	3
58	все время	2	3
59	всех этих	2	3
60	в частности	5	3
61	в качестве	2	3
62	в своем	2	3
63	превращается в	3	3
64	и так	2	3
65	и здесь	7	3
66	что у	3	3
67	а затем	3	3
68	все же	5	3
69	том что	8	3
70	и как	3	3
71	в дальнейшем	4	3
72	мы видим	8	3
73	такой же	2	3
74	что здесь	6	3
75	мы можем	6	3
76	того что	5	3
77	здесь и	2	3
78	той же	2	3
79	он не	5	3
80	видели как	3	3
81	к нему	5	3
82	здесь не	3	3
83	образом и	2	3
84	но конечно	2	3
85	другой стороны	7	3
86	за счет	2	3
87	при этом	2	3
88	и они	4	3
89	и вот	2	3
90	там же	2	3
91	образом в	2	3
92	и даже	2	3
93	роль в	2	3
94	с ними	3	3
95	в ней	2	3
96	там где	7	3
97	в чем	3	3
98	связи с	6	2
99	связанных с	2	2
100	и другие	4	2
101	в другой	4	2
102	к этому	7	2
103	в этих	11	2
104	в жизни	2	2
105	вследствие чего	2	2
106	со своими	2	2
107	к тому	3	2
108	и к	3	2
109	уже давно	2	2
110	ни в	2	2
111	да и	2	2
112	что они	8	2
113	мы увидим	3	2
114	на этом	4	2
115	но не	7	2
116	то время	2	2
117	одной стороны	2	2
118	не может	4	2
119	на его	3	2
120	может быть	11	2
121	между прочим	3	2
122	хотя и	2	2
123	у меня	5	2
124	никогда не	3	2
125	уже не	7	2
126	а также	2	2
127	в котором	2	2
128	со стороны	3	2
129	и для	2	2
130	после этого	2	2
131	но она	2	2
132	его и	4	2
133	как в	2	2
134	где они	2	2
135	в особенности	2	2
136	в других	4	2
137	с одной	2	2
138	они не	4	2
139	мы здесь	4	2
140	и у	3	2
141	друг друга	6	2
142	или в	11	2
143	не мог	2	2
144	и то	2	2
145	их в	3	2
146	в одной	3	2
147	как будто	2	2
148	только в	4	2
149	но этот	2	2
150	о том	3	2
151	и это	2	2
152	нет ничего	2	2
153	же не	2	2
