N	2gram	Propp_Isto_2	StatiiOP
1	и в	15	29
2	том что	7	27
3	в том	6	27
4	в этом	11	21
5	но и	14	19
6	что в	12	19
7	не только	18	19
8	о том	3	17
9	что он	24	13
10	в его	6	13
11	между прочим	3	12
12	то что	12	11
13	все это	3	11
14	в которой	2	11
15	к тому	5	10
16	таким образом	7	10
17	т е	29	10
18	и т	19	9
19	так и	5	9
20	и не	11	9
21	потому что	9	9
22	он не	8	9
23	и пр	7	8
24	но в	6	8
25	но все	5	7
26	с тем	9	7
27	в ней	4	7
28	в виду	2	7
29	в котором	5	7
30	я не	2	7
31	вместе с	7	7
32	того как	4	7
33	не столько	2	7
34	об этом	11	6
35	в одном	5	6
36	вопрос о	4	6
37	до сих	6	6
38	все же	9	6
39	т д	18	6
40	и что	6	6
41	того чтобы	2	6
42	и его	3	6
43	и на	4	6
44	прежде всего	5	5
45	в качестве	3	5
46	было бы	5	5
47	как бы	6	5
48	сих пор	7	5
49	а не	5	5
50	того что	3	5
51	в русской	5	5
52	именно в	2	4
53	должен был	3	4
54	что у	2	4
55	с другой	2	4
56	но с	2	4
57	раньше чем	3	4
58	не в	7	4
59	после того	3	4
60	кроме того	2	4
61	в нем	7	4
62	ничего не	7	4
63	при помощи	2	4
64	в другом	9	4
65	связи с	8	4
66	еще до	2	4
67	и с	4	4
68	на вопрос	2	3
69	самого начала	2	3
70	же как	5	3
71	что это	6	3
72	в этих	11	3
73	но он	4	3
74	с этим	5	3
75	ни в	2	3
76	не мог	3	3
77	тому же	2	3
78	так что	6	3
79	но это	4	3
80	интересно что	2	3
81	но не	2	3
82	одной из	4	3
83	например в	2	3
84	и именно	2	3
85	должно было	3	3
86	никогда не	15	3
87	из них	2	3
88	другой стороны	2	3
89	самом деле	2	3
90	как в	5	3
91	в их	3	3
92	а с	2	3
93	не было	2	3
94	тем что	4	3
95	с самого	2	3
96	на самом	2	3
97	и по	2	3
98	хотя бы	2	3
99	так же	13	3
100	его не	2	3
101	действующие лица	2	3
102	связан с	5	3
103	и здесь	9	3
104	что эта	2	3
105	иметь в	2	3
106	на нее	2	3
107	в эту	2	3
108	но они	4	2
109	во время	2	2
110	и более	2	2
111	и другие	4	2
112	и др	4	2
113	в одной	4	2
114	связь с	4	2
115	в тех	2	2
116	что и	6	2
117	не должен	4	2
118	он был	3	2
119	а затем	2	2
120	по существу	2	2
121	как и	2	2
122	в этой	4	2
123	другом месте	2	2
124	что они	10	2
125	о своей	2	2
126	говорят что	5	2
127	на его	2	2
128	может быть	17	2
129	в силе	2	2
130	они говорят	2	2
131	а также	2	2
132	на то	3	2
133	только в	6	2
134	ее в	2	2
135	в некоторых	2	2
136	за него	2	2
137	дело не	4	2
138	не может	5	2
139	нигде не	2	2
140	в особенности	2	2
141	то же	10	2
142	все эти	4	2
143	при этом	4	2
144	они не	4	2
145	что этот	3	2
146	сказать что	2	2
147	эти слова	3	2
148	в себе	4	2
149	его в	10	2
150	как он	3	2
151	и это	3	2
152	так как	14	2
153	только с	2	2
154	как это	3	2
