N	2gram	Voloshinov_1	Literetu
1	и не	8	22
2	и в	13	16
3	при этом	2	15
4	не только	6	14
5	но и	3	14
6	в этом	2	14
7	а не	2	12
8	то что	6	12
9	может быть	8	12
10	в том	2	12
11	не в	3	10
12	своего рода	2	10
13	то же	4	9
14	так и	3	9
15	том что	2	8
16	не может	8	8
17	как бы	6	8
18	в своей	4	7
19	точки зрения	7	7
20	только в	6	7
21	с другой	2	6
22	к тому	2	6
23	эстетического объекта	5	6
24	в его	7	6
25	и т.п	7	6
26	и его	12	6
27	в себе	3	6
28	в другом	2	6
29	в ее	3	5
30	как и	3	5
31	соответствии с	2	5
32	лишь в	4	5
33	в целом	2	5
34	как в	2	5
35	а в	2	5
36	в поэзии	5	5
37	никогда не	3	4
38	одной стороны	2	4
39	и для	3	4
40	отношению к	3	4
41	данном случае	2	4
42	по отношению	3	4
43	входит в	2	4
44	с одной	2	4
45	а также	2	4
46	в данном	2	4
47	в одном	3	4
48	прежде всего	9	3
49	более того	2	3
50	в г	2	3
51	и к	2	3
52	в самом	2	3
53	вслед за	2	3
54	наконец в	2	3
55	еще в	2	3
56	и тем	2	3
57	самом деле	3	3
58	и наконец	5	3
59	с точки	5	3
60	эстетический объект	7	3
61	там где	2	3
62	в области	2	3
63	но в	4	3
64	между тем	2	3
65	художественного произведения	5	2
66	к предмету	2	2
67	полном соответствии	2	2
68	сознания и	2	2
69	что в	3	2
70	не менее	2	2
71	если бы	2	2
72	в полном	2	2
73	с этой	2	2
74	не как	3	2
75	со всей	3	2
76	в нем	2	2
77	и ее	2	2
78	и при	2	2
79	для него	2	2
80	было бы	4	2
81	несмотря на	2	2
82	для себя	2	2
83	все же	5	2
84	во всей	2	2
85	так же	2	2
86	художественное произведение	2	2
87	еще и	4	2
88	другой стороны	2	2
89	объект и	2	2
90	с ними	2	2
91	в своих	2	2
92	тем что	2	2
93	ее в	2	2
