N	2gram	Ircho_Kome_2	Analitik
1	не только	7	22
2	и в	26	18
3	как и	4	14
4	так и	12	14
5	в этом	10	14
6	но и	10	13
7	и его	12	13
8	в частности	4	12
9	том что	9	12
10	в качестве	5	12
11	и не	14	12
12	а в	3	10
13	как бы	2	10
14	может быть	11	9
15	со стороны	2	9
16	что в	9	9
17	в том	11	9
18	с его	5	8
19	со своей	3	8
20	с другой	2	7
21	но не	3	7
22	в его	4	7
23	отношению к	3	7
24	по отношению	3	7
25	к тому	12	6
26	не в	2	6
27	в начале	4	6
28	еще не	6	6
29	в этой	3	6
30	он не	2	6
31	в их	3	6
32	о том	6	6
33	однако в	2	5
34	не является	2	5
35	в конце	2	5
36	прежде всего	4	5
37	того же	3	5
38	в самом	4	5
39	как правило	3	5
40	что и	7	5
41	в мире	2	5
42	той же	3	5
43	между тем	4	5
44	мы имеем	2	5
45	не менее	4	4
46	о чем	3	4
47	отнюдь не	2	4
48	в своем	6	4
49	столь же	9	4
50	в одном	2	4
51	что он	5	4
52	и к	2	4
53	себя в	3	4
54	и сам	3	4
55	все же	4	4
56	ли не	7	4
57	таким образом	6	4
58	и на	7	4
59	что по	2	4
60	уже в	4	3
61	в каждом	3	3
62	восходит к	4	3
63	из этих	4	3
64	к этому	5	3
65	не всегда	2	3
66	в ее	2	3
67	тому же	11	3
68	было бы	8	3
69	же время	3	3
70	с их	4	3
71	по поводу	3	3
72	если в	2	3
73	в целом	4	3
74	как в	3	3
75	все это	3	3
76	так в	2	3
77	дело с	3	3
78	то же	3	3
79	не было	3	3
80	роль в	2	3
81	мы не	2	3
82	с этим	5	3
83	следует признать	2	3
84	точки зрения	4	3
85	что касается	3	3
86	говорить о	2	3
87	в то	6	3
88	его в	4	3
89	ответ на	3	3
90	едва ли	14	3
91	как это	4	3
92	военную службу	2	2
93	в ответ	2	2
94	бы и	2	2
95	для всех	3	2
96	в них	4	2
97	это не	2	2
98	и от	4	2
99	в нем	6	2
100	то ли	2	2
101	и ее	2	2
102	в тех	3	2
103	о его	4	2
104	же в	4	2
105	да и	3	2
106	одна из	2	2
107	с тем	5	2
108	по своему	2	2
109	не более	2	2
110	тех пор	3	2
111	одной стороны	2	2
112	например в	3	2
113	хотя и	4	2
114	в ней	3	2
115	об этом	2	2
116	всяком случае	2	2
117	даже в	2	2
118	один из	5	2
119	то что	6	2
120	в первом	2	2
121	во всех	3	2
122	вместе с	9	2
123	судя по	4	2
124	что она	2	2
125	не может	3	2
126	в отличие	2	2
127	с одной	2	2
128	не для	2	2
129	в той	2	2
130	более чем	4	2
131	в принципе	2	2
132	и для	4	2
133	в глазах	2	2
134	на пути	2	2
135	во всяком	2	2
136	мы можем	3	2
137	тем что	3	2
138	на себя	7	2
139	и здесь	6	2
140	могла бы	3	2
141	только в	4	2
142	и все	2	2
143	отличие от	2	2
144	но в	3	2
