N	3gram	Losev_Dial_4	Vladivir
1	в том что	9	10
2	тем не менее	2	9
3	с точки зрения	9	6
4	не может быть	6	6
5	это значит что	7	6
6	и в этом	3	5
7	точно так же	2	4
8	ничего не говорит	4	4
9	в этом смысле	4	3
10	никакого отношения к	2	3
11	само по себе	4	3
12	хотя бы и	2	3
13	в то же	6	3
14	то же время	6	2
15	что это есть	3	2
16	не имеет ничего	2	2
17	иметь в виду	2	2
18	сам по себе	2	2
19	ни в каком	4	2
20	и в то	2	2
21	ничего общего с	2	2
22	на то что	3	2
23	это учение о	2	2
24	не говорит о	3	2
25	в сравнении с	2	2
26	имеет ничего общего	2	2
27	есть прежде всего	3	2
