N	2gram	Vygotskiy__7	Hudozhes
1	и в	26	28
2	том что	17	19
3	в ее	6	18
4	и не	18	18
5	в том	18	15
6	а не	6	14
7	не в	4	13
8	в этом	29	13
9	о том	4	12
10	перед нами	2	11
11	как и	15	11
12	в его	4	11
13	не только	24	11
14	у нее	5	10
15	но и	11	9
16	в себе	9	9
17	о чем	4	8
18	что он	8	8
19	может быть	7	8
20	так и	3	8
21	я не	3	7
22	к тому	7	7
23	об этом	3	7
24	отношению к	5	7
25	что она	8	7
26	по отношению	6	7
27	с ним	3	7
28	состоит в	3	7
29	как это	5	7
30	казалось бы	2	6
31	это не	3	6
32	можно сказать	5	6
33	в котором	4	6
34	то что	24	6
35	в своей	3	6
36	если бы	5	6
37	то же	8	6
38	а в	2	6
39	и с	5	6
40	тем что	9	6
41	для себя	24	6
42	в то	3	6
43	что это	6	5
44	не менее	4	5
45	как бы	6	5
46	как в	4	5
47	с ее	2	5
48	в этой	3	5
49	что в	12	5
50	она не	5	5
51	в самом	9	5
52	наряду с	2	5
53	никогда не	4	5
54	только на	3	5
55	не могла	2	5
56	и его	12	5
57	одно из	5	5
58	для него	3	5
59	ничего не	2	5
60	тому что	9	4
61	тем не	3	4
62	то в	2	4
63	но не	3	4
64	что они	10	4
65	в качестве	5	4
66	для того	18	4
67	о своем	2	4
68	и о	3	4
69	он не	3	4
70	в конечном	2	4
71	для нее	3	4
72	что и	3	4
73	как раз	3	4
74	то и	4	4
75	не может	11	4
76	того чтобы	19	4
77	только в	8	4
78	конечном счете	2	3
79	столь же	2	3
80	с другой	4	3
81	что все	2	3
82	прежде всего	7	3
83	что было	2	3
84	в нем	2	3
85	и ее	2	3
86	что на	2	3
87	для нас	2	3
88	самом деле	6	3
89	все что	6	3
90	в памяти	2	3
91	еще не	4	3
92	одной стороны	5	3
93	было бы	6	3
94	несмотря на	2	3
95	одной из	4	3
96	раз в	2	3
97	в ней	3	3
98	мы уже	3	3
99	этом и	2	3
100	в этих	2	3
101	все это	3	3
102	с одной	5	3
103	и состоит	3	3
104	едва ли	4	3
105	и он	2	3
106	внимание на	2	3
107	так же	14	3
108	или в	2	3
109	можно было	2	3
110	с другими	3	3
111	для других	15	3
112	во внешней	4	3
113	что у	4	3
114	же самое	5	3
115	на ее	2	3
116	к нему	3	3
117	в основе	3	2
118	представляется в	2	2
119	прежде чем	2	2
120	говорится в	4	2
121	представляется нам	3	2
122	только не	11	2
123	себя и	2	2
124	нельзя было	2	2
125	его и	2	2
126	именно в	6	2
127	и от	4	2
128	из этих	3	2
129	гораздо более	4	2
130	с собой	3	2
131	вовсе не	2	2
132	о его	3	2
133	как мы	14	2
134	о которых	2	2
135	она в	2	2
136	мы знаем	2	2
137	а по	2	2
138	же как	8	2
139	на пороге	4	2
140	противоречие между	2	2
141	но именно	2	2
142	бы с	2	2
143	что не	2	2
144	в мыслях	3	2
145	поэтому она	4	2
146	и к	7	2
147	не по	4	2
148	к ней	2	2
149	все те	2	2
150	до сих	3	2
151	обратимся к	3	2
152	если в	4	2
153	не является	3	2
154	один из	2	2
155	в нашем	4	2
156	все же	6	2
157	в первом	3	2
158	отношение к	2	2
159	во второй	5	2
160	вместе с	12	2
161	сих пор	3	2
162	данном случае	5	2
163	что же	2	2
164	мысли и	11	2
165	приводит к	4	2
166	с внешней	5	2
167	как на	6	2
168	того как	2	2
169	лишь в	2	2
170	во втором	3	2
171	тем самым	8	2
172	между ними	3	2
173	и для	5	2
174	с точки	21	2
175	той же	8	2
176	самое что	2	2
177	в данном	5	2
178	и то	7	2
179	в любви	2	2
180	сказать что	8	2
181	потому что	16	2
182	нуждается в	3	2
183	точки зрения	28	2
184	себе в	5	2
185	и только	4	2
186	его в	2	2
187	ответ на	2	2
188	она может	2	2
189	но в	4	2
