N	2gram	Trubetskoy_1	EvropaiE
1	и в	14	37
2	точки зрения	11	23
3	что в	4	21
4	не только	9	18
5	с точки	9	17
6	в то	10	16
7	хотя бы	5	15
8	то же	11	15
9	отношении к	2	15
10	в своем	6	14
11	в качестве	3	14
12	же время	10	14
13	но и	10	14
14	и не	19	14
15	но в	2	14
16	в этом	17	12
17	в их	4	11
18	в том	17	11
19	в области	2	11
20	отнюдь не	7	9
21	прежде всего	8	9
22	не может	22	9
23	в себе	9	9
24	только в	5	9
25	так же	2	9
26	к тому	7	8
27	было бы	5	8
28	в своей	5	8
29	между тем	5	8
30	как и	4	7
31	того что	3	7
32	так как	4	7
33	том что	9	6
34	может быть	9	6
35	для того	6	6
36	на то	5	6
37	как бы	4	6
38	в последние	5	6
39	то что	13	6
40	во всех	5	6
41	того чтобы	8	6
42	и даже	2	6
43	и на	5	6
44	в частности	2	5
45	не в	4	5
46	но не	4	5
47	одной из	3	5
48	но если	3	5
49	со стороны	4	5
50	в течение	2	5
51	тем самым	2	5
52	и по	3	5
53	в виде	3	5
54	в россии	6	5
55	и потому	3	5
56	но даже	2	4
57	то ни	4	4
58	именно в	3	4
59	вопрос о	5	4
60	или иного	2	4
61	или иной	5	4
62	бы то	4	4
63	несмотря на	3	4
64	в самом	3	4
65	то в	3	4
66	в ней	2	4
67	той или	3	4
68	по себе	2	4
69	для нас	2	4
70	россии в	7	4
71	романо-германцев и	4	4
72	во многих	2	4
73	культуры в	3	4
74	культурной жизни	2	4
75	того или	2	4
76	европейской цивилизации	2	4
77	место в	2	3
78	и к	6	3
79	с тем	6	3
80	можно ли	3	3
81	никогда не	5	3
82	жизни в	5	3
83	и от	2	3
84	на себя	2	3
85	с другом	14	3
86	европейской культуры	2	3
87	россии к	2	3
88	из всех	2	3
89	ли это	4	3
90	мы можем	2	3
91	в культурном	2	3
92	бы ни	2	3
93	друг с	14	3
94	из них	3	3
95	всяком случае	6	3
96	и тем	2	3
97	что и	3	3
98	не будет	7	3
99	время в	2	3
100	ее в	2	3
101	и только	5	3
102	и для	6	3
103	как на	8	3
104	в таком	2	3
105	можно было	4	3
106	в результате	2	3
107	потому что	5	3
108	во всяком	9	3
109	тем что	3	3
110	в будущем	3	3
111	в данном	7	3
112	россии и	3	3
113	народов и	2	3
114	о том	7	3
115	данного народа	5	3
116	большинстве случаев	2	3
117	отметить что	2	3
118	в порядке	2	2
119	этой культуры	2	2
120	что все	3	2
121	он сам	3	2
122	не могут	4	2
123	и более	2	2
124	для них	3	2
125	а не	2	2
126	в этих	2	2
127	культуры с	2	2
128	и во	3	2
129	с этим	2	2
130	в большинстве	3	2
131	к нему	2	2
132	главным образом	3	2
133	совершенно очевидно	2	2
134	при условии	3	2
135	будет ли	2	2
136	то которое	2	2
137	и как	3	2
138	в силу	2	2
139	культуру в	2	2
140	должна быть	2	2
141	не можем	2	2
142	участие в	2	2
143	что это	3	2
144	и если	7	2
145	она не	2	2
146	не к	2	2
147	от друга	2	2
148	он не	5	2
149	в его	4	2
150	помнить что	2	2
151	и этот	3	2
152	в котором	2	2
153	только к	3	2
154	если в	6	2
155	не есть	3	2
156	в мире	4	2
157	друг от	2	2
158	жизни и	4	2
159	в некоторых	2	2
160	вместе с	4	2
161	данном случае	3	2
162	на основании	2	2
163	целый ряд	2	2
164	что же	4	2
165	а в	5	2
166	таким образом	11	2
167	если бы	6	2
168	россию в	3	2
169	культуры и	2	2
170	и сейчас	3	2
171	и что	2	2
172	в значительной	3	2
173	и наконец	2	2
174	тому чтобы	4	2
175	в других	2	2
176	или в	3	2
177	в своих	6	2
178	этот вопрос	2	2
179	и с	7	2
180	к той	2	2
181	в этой	4	2
182	и то	4	2
183	как будто	2	2
184	мы должны	7	2
185	между собой	5	2
186	тогда когда	4	2
