N	3gram	Losev_Dial_2	Problema
1	с точки зрения	8	11
2	тем не менее	2	10
3	содержит в себе	3	8
4	в том что	6	8
5	в той или	2	7
6	это значит что	8	7
7	по крайней мере	9	6
8	сам по себе	3	6
9	то же самое	2	6
10	с другой стороны	4	6
11	в данном случае	2	5
12	ни в каком	3	5
13	не только в	2	4
14	ни в какой	2	4
15	во всяком случае	2	4
16	о том что	4	3
17	той или другой	3	3
18	в каком случае	2	3
19	и т д	15	3
20	в зависимости от	2	3
21	в связи с	4	3
22	как будто бы	3	2
23	и в частности	2	2
24	в то время	3	2
25	потому что она	5	2
26	более или менее	2	2
27	в то же	3	2
28	не говоря уже	2	2
29	сами по себе	3	2
30	сама по себе	7	2
31	есть не что	2	2
32	вовсе не есть	2	2
33	не что иное	3	2
34	что иное как	3	2
35	и прежде всего	2	2
36	не есть ни	6	2
37	в том смысле	4	2
38	то время как	3	2
39	или по крайней	2	2
40	потому что он	2	2
