N	2gram	Potebnia_M_4	Hudozhes
1	в мире	2	23
2	то есть	34	18
3	состоит в	2	16
4	и не	18	16
5	в том	23	15
6	и в	23	15
7	не только	10	15
8	может быть	26	13
9	тогда как	4	13
10	при этом	15	12
11	а в	5	12
12	и его	2	12
13	в этом	23	11
14	в себе	14	11
15	я в	2	11
16	как бы	5	10
17	отношению к	8	10
18	но и	11	10
19	так и	6	10
20	по отношению	10	10
21	то же	14	10
22	а не	12	10
23	в его	5	9
24	точки зрения	4	9
25	с другой	2	7
26	в искусстве	3	7
27	в то	4	7
28	но в	8	7
29	что в	17	6
30	в ее	2	6
31	том что	12	6
32	не в	11	6
33	же время	3	6
34	отношение к	2	6
35	не может	11	6
36	могут быть	7	5
37	можно сказать	4	5
38	только в	15	5
39	тем самым	4	5
40	в самом	3	5
41	того что	14	5
42	в нем	7	5
43	то что	29	5
44	между ними	4	5
45	уже не	3	5
46	говоря словами	2	4
47	в этих	3	4
48	к тому	3	4
49	кто говорит	2	4
50	и как	2	4
51	для него	5	4
52	еще не	3	4
53	например в	3	4
54	хотя и	5	4
55	он не	2	4
56	и тем	4	4
57	со стороны	3	4
58	в слове	22	4
59	и то	5	4
60	сказать что	8	4
61	между тем	9	4
62	мы имеем	4	4
63	говорить о	5	4
64	не менее	5	3
65	если бы	13	3
66	это не	7	3
67	что он	4	3
68	и к	6	3
69	к его	2	3
70	тем не	4	3
71	по своему	2	3
72	в свою	2	3
73	к нему	5	3
74	не будет	3	3
75	так в	3	3
76	таким образом	24	3
77	и состоит	3	3
78	как и	14	3
79	в той	4	3
80	лишь в	3	3
81	и что	7	3
82	с точки	3	3
83	и для	2	3
84	в таком	4	3
85	не следует	2	3
86	их в	3	3
87	потому что	33	3
88	в данном	4	3
89	его в	4	3
90	в которой	6	3
91	в области	2	3
92	на деле	2	3
93	в виду	3	3
94	слова в	3	2
95	я не	2	2
96	том и	2	2
97	и более	4	2
98	таком случае	2	2
99	ни к	2	2
100	ни был	3	2
101	так или	2	2
102	в нашем	2	2
103	тому что	2	2
104	в своем	8	2
105	в них	3	2
106	превращается в	2	2
107	не как	2	2
108	в одном	4	2
109	человека и	3	2
110	вовсе не	7	2
111	по себе	11	2
112	для понимания	2	2
113	только о	2	2
114	что может	2	2
115	об этом	2	2
116	тем более	5	2
117	есть в	5	2
118	слова не	3	2
119	имеем дело	2	2
120	никто не	2	2
121	значительной степени	2	2
122	и о	4	2
123	и потому	10	2
124	не вполне	2	2
125	даже в	2	2
126	оно не	2	2
127	и др	2	2
128	дело не	2	2
129	художественное произведение	2	2
130	как в	7	2
131	а именно	4	2
132	было и	2	2
133	и прежде	2	2
134	и притом	2	2
135	именно в	3	2
136	все эти	3	2
137	до известной	2	2
138	того чтобы	4	2
139	для того	6	2
140	из которых	2	2
141	и по	3	2
142	сводятся к	2	2
143	так же	4	2
144	с ним	5	2
145	ведет к	3	2
146	или иначе	2	2
147	с другими	4	2
148	и на	3	2
149	в силу	7	2
150	языка в	2	2
151	с языком	2	2
152	известной степени	3	2
153	о том	8	2
154	и это	2	2
155	из этого	2	2
156	бы не	3	2
157	для меня	10	2
