N	2gram	Bakhtin_fo_1	Problemy
1	и не	14	31
2	и в	50	29
3	в его	13	24
4	может быть	11	24
5	а не	3	22
6	в этом	25	22
7	как бы	2	19
8	в нем	24	19
9	точки зрения	5	19
10	для него	2	18
11	не только	9	15
12	то что	6	15
13	не как	2	14
14	но и	8	14
15	и его	16	14
16	то же	11	14
17	рядом с	2	14
18	в пределах	5	13
19	уже не	2	13
20	с точки	2	13
21	как и	8	12
22	не может	6	12
23	таким образом	11	12
24	в одном	3	10
25	в самом	8	10
26	в то	9	10
27	только в	4	10
28	видения и	2	10
29	героя и	7	10
30	там где	2	10
31	с его	9	9
32	это не	6	9
33	все же	6	9
34	в романе	32	9
35	но не	5	9
36	же время	9	9
37	все эти	9	9
38	если бы	5	9
39	в своем	4	8
40	до конца	4	8
41	по себе	2	8
42	что в	5	8
43	отношению к	5	8
44	в своей	2	8
45	по отношению	3	8
46	потому что	4	8
47	в том	9	8
48	прежде всего	15	7
49	вовсе не	13	7
50	а как	3	7
51	том что	4	7
52	не в	5	7
53	лишь как	2	7
54	и изображения	2	7
55	так и	12	7
56	в форме	3	7
57	входит в	3	7
58	и как	10	7
59	а в	3	7
60	с другими	3	7
61	и на	8	7
62	в себе	3	7
63	в романах	2	7
64	но в	10	7
65	все это	4	6
66	точку зрения	2	6
67	в конце	9	6
68	не могут	3	6
69	его целом	2	6
70	выражение в	2	6
71	в целом	2	6
72	был бы	3	6
73	как в	6	6
74	как раз	13	6
75	в самой	2	6
76	так же	6	6
77	могут быть	5	6
78	этого мира	4	6
79	его в	3	6
80	и потому	3	6
81	так как	6	6
82	и др	9	5
83	именно в	3	5
84	же что	2	5
85	было бы	2	5
86	но все	5	5
87	сочетается с	2	5
88	более того	3	5
89	еще не	5	5
90	в сущности	3	5
91	у него	6	5
92	он не	5	5
93	той же	2	5
94	мир и	2	5
95	с их	2	5
96	во всяком	3	5
97	автора и	2	5
98	и это	4	5
99	с ним	2	5
100	ничего не	9	5
101	или как	4	5
102	мира в	3	5
103	поэтому и	3	4
104	все то	2	4
105	в результате	6	4
106	романа не	2	4
107	раз и	2	4
108	что было	3	4
109	в литературе	16	4
110	что и	3	4
111	и с	4	4
112	и следовательно	4	4
113	в процессе	4	4
114	и т	8	4
115	и для	4	4
116	не было	7	4
117	тем что	2	4
118	но эта	3	4
119	как мы	14	4
120	они не	3	4
121	их в	3	4
122	в основе	5	4
123	человека в	17	4
124	так сказать	7	4
125	уже в	2	3
126	была бы	2	3
127	никогда не	2	3
128	в них	4	3
129	с другой	2	3
130	в пространстве	5	3
131	романа в	5	3
132	на материале	2	3
133	романа и	3	3
134	ни в	8	3
135	по существу	12	3
136	одна из	2	3
137	кроме того	4	3
138	себе и	3	3
139	на почве	2	3
140	оно не	2	3
141	романа как	3	3
142	и до	5	3
143	в их	6	3
144	во времени	3	3
145	мир в	2	3
146	т п	8	3
147	этом отношении	3	3
148	например в	6	3
149	себе самому	4	3
150	и у	5	3
151	друг друга	3	3
152	не входит	2	3
153	сказать что	3	3
154	героев и	3	3
155	время не	2	3
156	не знает	3	3
157	мы должны	2	3
158	далеко не	2	3
159	отношения к	3	3
160	все его	3	3
161	жизни не	3	2
162	и уже	3	2
163	самого начала	2	2
164	всех этих	5	2
165	связи с	6	2
166	себя и	3	2
167	человек и	2	2
168	друг другу	2	2
169	его и	2	2
170	нем в	2	2
171	хотя бы	2	2
172	но они	3	2
173	и во	7	2
174	те же	2	2
175	в жизни	6	2
176	вследствие этого	3	2
177	вопрос о	2	2
178	и нет	2	2
179	в условиях	7	2
180	и ее	3	2
181	и к	2	2
182	нового типа	2	2
183	жизни и	8	2
184	же в	3	2
185	раскрытия и	3	2
186	мы видим	3	2
187	чем в	2	2
188	лишь один	2	2
189	при этом	3	2
190	эта форма	2	2
191	вне его	2	2
192	на себя	2	2
193	отсюда и	2	2
194	европейского романа	4	2
195	конечно не	4	2
196	пределах отдельных	2	2
197	не о	2	2
198	до сих	3	2
199	его мире	2	2
200	в котором	4	2
201	один из	3	2
202	отношение к	2	2
203	сих пор	3	2
204	момент его	2	2
205	мы уже	11	2
206	во всей	3	2
207	в отношении	3	2
208	здесь конечно	2	2
209	и даже	2	2
210	в той	4	2
211	к себе	4	2
212	между ними	3	2
213	к другому	2	2
214	для других	4	2
215	конечно и	4	2
216	в данном	2	2
217	в которых	2	2
218	в ней	4	2
219	одно из	3	2
220	но он	2	2
221	самим собою	3	2
222	для себя	7	2
223	в истории	2	2
224	во все	2	2
225	его на	2	2
226	всей его	2	2
227	в которой	2	2
228	же и	2	2
229	с этим	6	2
230	по преимуществу	3	2
