N	2gram	Bakhtin_Pr_2	Istorich
1	и в	43	25
2	что он	13	22
3	и т	13	20
4	т д	4	18
5	может быть	23	17
6	т е	26	16
7	не только	11	13
8	но и	14	13
9	в его	10	12
10	и не	29	11
11	уже не	3	11
12	так как	4	11
13	все же	3	10
14	в этом	13	10
15	тем что	3	10
16	с другой	4	9
17	его в	3	9
18	и его	8	9
19	таким образом	5	9
20	героя в	3	9
21	в виде	3	9
22	что в	4	8
23	этих случаях	2	8
24	том что	2	8
25	еще не	9	8
26	на него	3	8
27	другой стороны	3	8
28	все эти	5	8
29	и что	5	8
30	и на	10	8
31	во время	4	7
32	а затем	2	7
33	как и	14	7
34	но это	4	7
35	то что	7	7
36	в нем	12	7
37	превращается в	2	7
38	и здесь	3	7
39	только в	4	7
40	о том	5	7
41	в этих	6	6
42	это не	3	6
43	прежде всего	10	6
44	что и	3	6
45	себя в	3	6
46	как в	2	6
47	не может	18	6
48	и он	5	6
49	не в	11	6
50	или в	8	6
51	могут быть	3	6
52	в том	6	6
53	там где	4	6
54	что это	2	5
55	с этим	2	5
56	в образе	2	5
57	как мы	10	5
58	для нас	2	5
59	но все	2	5
60	здесь мы	2	5
61	но не	5	5
62	мы увидим	5	5
63	например в	2	5
64	в него	7	5
65	так же	2	5
66	входит в	2	5
67	мы не	4	5
68	не менее	3	4
69	что у	2	4
70	не как	6	4
71	тем не	2	4
72	мы уже	3	4
73	в пределах	16	4
74	все это	5	4
75	то же	8	4
76	мы здесь	2	4
77	он не	9	4
78	и это	4	4
79	с ним	3	4
80	того как	2	4
81	имеется и	2	3
82	никогда не	9	3
83	и как	2	3
84	и все	6	3
85	в целом	2	3
86	в то	7	3
87	в себя	3	3
88	и пр	2	3
89	но эти	4	3
90	на том	2	3
91	о нем	6	3
92	как человек	2	3
93	и др	2	3
94	на себя	2	3
95	то это	2	3
96	в форме	2	3
97	к нему	5	3
98	а в	5	3
99	его к	2	3
100	в которых	2	3
101	их в	4	3
102	и с	5	3
103	человека в	4	3
104	героя и	5	3
105	герой не	2	3
106	вид что	2	3
107	уже после	2	2
108	перед нами	7	2
109	уже в	2	2
110	уже и	2	2
111	у него	6	2
112	его и	2	2
113	но так	2	2
114	человека и	2	2
115	вовсе не	5	2
116	а как	4	2
117	вопрос о	2	2
118	по себе	11	2
119	на то	5	2
120	в различных	3	2
121	от них	2	2
122	так что	5	2
123	об этом	2	2
124	по существу	3	2
125	мы и	2	2
126	и при	2	2
127	такой же	3	2
128	одна из	2	2
129	того же	3	2
130	в формах	3	2
131	до сих	7	2
132	она не	3	2
133	и сам	7	2
134	друг с	4	2
135	если бы	3	2
136	но для	3	2
137	как бы	22	2
138	по мере	4	2
139	даже в	3	2
140	сих пор	7	2
141	в своей	4	2
142	отношению к	5	2
143	еще один	3	2
144	когда он	3	2
145	во всех	4	2
146	ее в	2	2
147	совершенно не	4	2
148	по отношению	5	2
149	и для	3	2
150	в голове	2	2
151	и они	2	2
152	в одно	3	2
153	самом деле	5	2
154	а не	7	2
155	того что	2	2
156	и герой	2	2
157	что этот	2	2
158	сказать что	2	2
159	но он	4	2
160	точки зрения	13	2
161	во всем	3	2
162	ту же	2	2
163	из них	2	2
164	с другом	4	2
165	особенно в	2	2
166	и этим	3	2
167	героя но	2	2
168	ничего не	3	2
169	все его	2	2
170	или как	4	2
171	мы можем	2	2
