N	2gram	Vygotskiy__2	Myslijsy
1	потому что	21	46
2	то есть	21	34
3	в том	37	32
4	и в	32	30
5	может быть	18	28
6	то же	13	23
7	не только	12	21
8	только в	7	21
9	для нас	2	20
10	но и	10	19
11	том что	21	18
12	то что	21	18
13	того что	8	18
14	что в	20	17
15	по себе	12	16
16	в себе	2	16
17	в сознании	4	15
18	не в	8	15
19	и не	10	15
20	а не	7	15
21	таким образом	21	14
22	что и	17	13
23	так как	12	13
24	точно так	3	12
25	вместе с	2	12
26	а в	4	12
27	если бы	6	12
28	так и	3	11
29	что оно	2	11
30	как и	10	10
31	как в	9	10
32	и что	22	10
33	в этом	13	10
34	в то	5	10
35	было бы	11	9
36	в нем	4	9
37	мы не	3	9
38	между тем	4	9
39	тогда когда	3	9
40	в самом	12	8
41	от того	4	8
42	в ней	5	8
43	что не	3	8
44	и то	3	8
45	слова в	2	7
46	и без	2	7
47	с другой	3	7
48	вовсе не	2	7
49	к тому	7	7
50	так что	3	7
51	с тем	11	7
52	но не	2	7
53	есть не	4	7
54	в языке	4	7
55	тем что	9	7
56	в сознание	2	7
57	зависит от	2	6
58	имеет значение	2	6
59	же что	2	6
60	а потому	2	6
61	что он	13	6
62	но это	2	6
63	с этим	4	6
64	из них	4	6
65	например в	3	6
66	душевной жизни	2	6
67	то это	3	6
68	те же	6	6
69	указывает на	3	6
70	художественное произведение	6	6
71	не может	17	6
72	не имеет	4	6
73	же с	2	6
74	не могут	3	5
75	в них	2	5
76	думать что	3	5
77	в каком	3	5
78	художественного произведения	5	5
79	и как	7	5
80	же время	2	5
81	очевидно что	2	5
82	еще не	2	5
83	только как	3	5
84	в действительности	4	5
85	и тем	4	5
86	заключает в	2	5
87	не менее	8	5
88	к одному	4	5
89	есть только	5	5
90	как на	5	5
91	с другими	2	5
92	тому как	3	5
93	сказать что	7	5
94	сам по	4	5
95	и т	10	5
96	на деле	8	5
97	что это	8	4
98	столь же	4	4
99	оно не	2	4
100	и от	2	4
101	одной и	4	4
102	форма в	2	4
103	что именно	3	4
104	в смысле	3	4
105	все это	5	4
106	все что	2	4
107	то время	3	4
108	в его	2	4
109	относится к	3	4
110	была бы	2	4
111	тем более	2	4
112	один из	3	4
113	не к	3	4
114	другой стороны	2	4
115	есть нечто	2	4
116	на это	3	4
117	бы не	2	4
118	и его	7	4
119	или же	3	4
120	он не	6	4
121	не было	2	4
122	и наоборот	2	4
123	для того	13	4
124	и по	4	4
125	что для	7	4
126	того как	4	4
127	мы должны	3	4
128	далеко не	5	4
129	и это	4	4
130	и при	2	4
131	место в	2	3
132	не существует	2	3
133	могут быть	4	3
134	тому что	4	3
135	или что	3	3
136	и все	4	3
137	что все	9	3
138	представить себе	3	3
139	а только	3	3
140	тем не	4	3
141	а к	2	3
142	свою очередь	2	3
143	мы можем	3	3
144	само по	3	3
145	что при	9	3
146	в свою	3	3
147	такое же	2	3
148	до сих	5	3
149	при этом	13	3
150	вслед за	5	3
151	никак не	4	3
152	только потому	2	3
153	и следовательно	2	3
154	что она	16	3
155	как бы	6	3
156	искусства и	9	3
157	в целом	4	3
158	чувства и	2	3
159	образом и	4	3
160	с и	12	3
161	на него	2	3
162	только на	5	3
163	художественном произведении	5	3
164	т д	2	3
165	тем и	2	3
166	того чтобы	14	3
167	к нему	2	3
168	так же	18	3
169	в таком	2	3
170	в каждом	2	3
171	и на	5	3
172	это можно	2	3
173	с но	2	3
174	образом в	3	3
175	в искусстве	21	3
176	и вообще	2	3
177	в произведении	4	3
178	ответ на	2	3
179	там где	2	3
180	заметить что	2	3
181	в чем	4	3
182	в которой	2	3
183	это было	3	3
184	том как	2	3
185	сих пор	5	3
186	об этом	3	2
187	из себя	2	2
188	на нас	3	2
189	в какой	2	2
190	его с	2	2
191	та же	3	2
192	не как	3	2
193	в одном	2	2
194	это в	2	2
195	на все	5	2
196	показывает что	3	2
197	на то	11	2
198	отношение к	2	2
199	что с	3	2
200	искусства а	2	2
201	в ее	2	2
202	сознании и	2	2
203	поэтического произведения	3	2
204	мы видим	4	2
205	в этой	6	2
206	что они	7	2
207	по своему	3	2
208	но как	3	2
209	но что	2	2
210	художника и	3	2
211	она не	2	2
212	и тот	2	2
213	смотрит на	2	2
214	несмотря на	4	2
215	и мы	6	2
216	возможны только	2	2
217	на его	2	2
218	и той	4	2
219	он говорит	5	2
220	том чтобы	3	2
221	том же	2	2
222	в свое	2	2
223	с таким	8	2
224	его жизни	2	2
225	все же	4	2
226	жизни и	4	2
227	то или	2	2
228	в своей	3	2
229	и до	4	2
230	что же	3	2
231	в их	3	2
232	целый ряд	6	2
233	так в	2	2
234	в нас	3	2
235	т п	8	2
236	и содержание	2	2
237	в других	2	2
238	а с	2	2
239	этом отношении	5	2
240	из того	2	2
241	к своему	2	2
242	но только	4	2
243	самом деле	16	2
244	и даже	5	2
245	той же	8	2
246	отказаться от	3	2
247	в поэтическом	2	2
248	в которых	3	2
249	что по	2	2
250	с этой	4	2
251	их в	2	2
252	ни в	2	2
253	с в	2	2
254	точки зрения	17	2
255	подобно тому	2	2
256	ему только	2	2
257	отношении к	3	2
258	явлений и	2	2
259	о том	6	2
260	произведения искусства	4	2
261	когда мы	2	2
262	которая не	2	2
263	входящих в	2	2
264	и с	4	2
