N	2gram	Vygotskiy__1	Vladivir
1	и в	23	40
2	то что	17	28
3	и не	9	25
4	не только	16	25
5	учение о	3	24
6	но и	14	18
7	в том	24	18
8	том что	21	18
9	что в	14	17
10	в этом	17	16
11	в его	14	14
12	не может	12	14
13	точки зрения	26	13
14	вовсе не	3	13
15	в виде	2	13
16	только в	6	13
17	сказать что	11	12
18	в конце	2	12
19	никогда не	2	11
20	таким образом	26	11
21	потому что	6	11
22	о том	6	11
23	едва ли	2	11
24	прежде всего	10	10
25	ни в	4	10
26	и потому	2	10
27	как раз	4	10
28	и его	6	10
29	что это	3	9
30	уже не	2	9
31	и с	9	9
32	и то	3	9
33	в своей	4	9
34	в себе	6	9
35	в своем	3	8
36	в этой	7	8
37	для него	2	8
38	может быть	14	8
39	так же	16	8
40	и что	5	8
41	он не	5	8
42	как мы	5	8
43	а не	3	8
44	что все	4	7
45	к тому	4	7
46	и как	5	7
47	несмотря на	2	7
48	и если	3	7
49	хотя и	2	7
50	а в	2	7
51	в своих	5	7
52	так как	7	7
53	с тем	7	7
54	того что	15	7
55	в то	7	7
56	вместе с	9	7
57	как и	14	7
58	оно есть	2	6
59	смысле слова	3	6
60	и даже	2	6
61	и на	8	6
62	и от	3	6
63	по себе	5	6
64	об этом	3	6
65	во всем	3	6
66	в смысле	2	6
67	так и	5	6
68	если не	3	6
69	хотя бы	4	6
70	с точки	18	6
71	и это	3	6
72	с другой	10	5
73	эти три	2	5
74	должно быть	2	5
75	отношения к	3	5
76	в отношении	10	5
77	все эти	4	5
78	в одном	4	5
79	что он	7	5
80	для себя	4	5
81	можно было	3	5
82	в данном	2	5
83	тем что	6	5
84	дело в	2	5
85	ничего не	3	5
86	тому что	5	4
87	вопрос о	7	4
88	на то	5	4
89	такой же	3	4
90	что если	2	4
91	в самом	7	4
92	есть все	2	4
93	в котором	4	4
94	от того	6	4
95	не имеет	2	4
96	бы и	2	4
97	в результате	4	4
98	мы должны	5	4
99	как это	2	4
100	и все	5	4
101	не с	2	4
102	по существу	4	4
103	но не	4	4
104	то время	5	4
105	было бы	4	4
106	даже в	2	4
107	то же	8	4
108	а с	4	4
109	в течение	2	4
110	если мы	2	4
111	учения о	6	4
112	в каком	3	4
113	все же	3	4
114	но в	5	4
115	перед нами	5	3
116	уже в	3	3
117	я не	3	3
118	же как	6	3
119	независимо от	6	3
120	в качестве	9	3
121	из этих	3	3
122	человека и	3	3
123	но все	2	3
124	одной стороны	9	3
125	при этом	4	3
126	как бы	11	3
127	всяком случае	3	3
128	был бы	2	3
129	и тем	6	3
130	мы видели	2	3
131	с одной	8	3
132	именно в	6	3
133	как на	4	3
134	не столько	4	3
135	же самое	3	3
136	если бы	5	3
137	за пределы	2	3
138	ее в	2	3
139	того чтобы	17	3
140	не в	4	3
141	что этот	2	3
142	во всяком	3	3
143	в чем	4	3
144	она должна	4	2
145	в нашем	2	2
146	в этих	2	2
147	в какой	5	2
148	с этой	6	2
149	что является	2	2
150	является для	2	2
151	что его	2	2
152	мы и	3	2
153	с такой	2	2
154	же время	2	2
155	есть прежде	2	2
156	а скорее	2	2
157	и наконец	2	2
158	на эти	3	2
159	себе и	2	2
160	не является	9	2
161	в целом	20	2
162	является как	2	2
163	что она	4	2
164	в их	3	2
165	который в	3	2
166	другой стороны	9	2
167	то и	3	2
168	которых мы	2	2
169	в теории	4	2
170	мы находим	3	2
171	время как	4	2
172	этом отношении	4	2
173	к его	2	2
174	по своей	5	2
175	что мы	5	2
176	бы в	5	2
177	с его	4	2
178	и более	5	2
179	первый план	2	2
180	которая в	2	2
181	с этим	6	2
182	к этому	4	2
183	этого факта	3	2
184	с таким	3	2
185	есть не	2	2
186	и к	4	2
187	на первый	2	2
188	в силу	6	2
189	не к	2	2
190	одно и	2	2
191	она не	3	2
192	также еще	2	2
193	в сущности	6	2
194	как говорит	2	2
195	всей этой	2	2
196	данном случае	2	2
197	из этого	5	2
198	на него	2	2
199	и речи	38	2
200	только что	4	2
201	на отдельные	3	2
202	тем самым	5	2
203	заметить что	2	2
204	для того	15	2
205	эта речь	2	2
206	мы не	7	2
207	от этого	2	2
208	сам по	3	2
209	потому и	2	2
210	в другом	7	2
211	связи с	3	2
212	об этой	3	2
213	об отношении	12	2
214	что эта	2	2
215	в которой	3	2
216	которые не	3	2
