N	2gram	Bakhtin_Fr_6	Istorich
1	что он	6	24
2	не только	10	18
3	может быть	2	17
4	никогда не	8	15
5	и в	41	15
6	но и	13	14
7	так как	10	14
8	так же	5	13
9	что в	7	12
10	а в	4	12
11	то что	10	12
12	в этих	2	11
13	и не	3	11
14	в этом	12	11
15	что они	2	10
16	то же	5	10
17	все же	4	9
18	в другом	4	9
19	потому что	3	9
20	связи с	2	8
21	мы увидим	3	8
22	один из	6	8
23	он не	2	8
24	мы видим	6	8
25	том что	7	7
26	в нем	16	7
27	вместе с	6	7
28	сих пор	3	7
29	таким образом	17	7
30	не в	4	7
31	связана с	2	6
32	так что	2	6
33	до сих	3	6
34	мы уже	18	6
35	что это	5	6
36	в его	7	6
37	как бы	7	6
38	вход в	3	6
39	и что	5	6
40	в том	2	6
41	только в	3	6
42	но в	8	6
43	с этим	3	5
44	прежде всего	10	5
45	в одном	5	5
46	как в	4	5
47	было бы	3	5
48	в котором	4	5
49	так и	5	5
50	не может	4	5
51	а не	2	5
52	и наконец	4	5
53	к нему	3	5
54	с одной	4	4
55	и другие	2	4
56	и др	10	4
57	но они	4	4
58	у него	7	4
59	для нас	2	4
60	но это	3	4
61	в этой	8	4
62	в одной	3	4
63	при этом	3	4
64	одной из	3	4
65	но он	5	4
66	в ней	4	4
67	не будем	2	4
68	они не	3	4
69	и с	16	4
70	тем что	5	4
71	и на	9	4
72	в себе	5	4
73	все эти	11	4
74	как она	2	4
75	всех этих	2	3
76	не мог	3	3
77	и его	13	3
78	из этих	2	3
79	он был	4	3
80	как это	2	3
81	с мотивом	2	3
82	из тела	2	3
83	одной стороны	4	3
84	но если	2	3
85	о том	9	3
86	а именно	2	3
87	все это	11	3
88	страх перед	2	3
89	того что	3	3
90	роль в	4	3
91	мы не	2	3
92	он в	2	3
93	что мы	2	3
94	как он	2	3
95	он является	2	2
96	уже в	4	2
97	во время	9	2
98	они были	3	2
99	перед нами	3	2
100	с другой	4	2
101	но с	2	2
102	к себе	2	2
103	представление о	2	2
104	человеческого тела	5	2
105	а затем	4	2
106	также как	2	2
107	именно в	4	2
108	как и	7	2
109	мы видели	2	2
110	но не	2	2
111	возможно что	2	2
112	есть и	2	2
113	здесь в	9	2
114	кроме того	9	2
115	того чтобы	4	2
116	и часто	2	2
117	вместо того	3	2
118	например в	6	2
119	на его	2	2
120	и для	3	2
121	в сущности	8	2
122	и когда	2	2
123	а также	5	2
124	был бы	2	2
125	из них	5	2
126	во всех	17	2
127	и их	3	2
128	другой стороны	2	2
129	той же	5	2
130	с образом	2	2
131	превращается в	2	2
132	самом деле	4	2
133	дает нам	2	2
134	другом месте	4	2
135	на которой	2	2
136	он стал	2	2
137	или в	6	2
138	с другими	3	2
139	и то	2	2
140	сказать что	6	2
141	также что	3	2
142	говорили что	3	2
143	в таких	2	2
144	так сказать	2	2
145	в особенности	7	2
146	их в	2	2
147	только с	3	2
148	в него	3	2
149	в эту	2	2
