N	2gram	Vygotskiy__3	Problemy
1	и не	10	31
2	и в	38	29
3	в его	5	24
4	может быть	19	24
5	а не	7	22
6	в этом	13	22
7	как бы	14	19
8	в нем	4	19
9	точки зрения	16	19
10	для него	2	18
11	не только	12	15
12	то что	35	15
13	но и	5	14
14	и его	6	14
15	то же	10	14
16	уже не	2	13
17	с точки	9	13
18	как и	8	12
19	не может	7	12
20	таким образом	12	12
21	в одном	8	10
22	в самом	25	10
23	в то	3	10
24	только в	4	10
25	там где	6	10
26	все же	8	9
27	все эти	4	9
28	если бы	14	9
29	в своем	5	8
30	до конца	2	8
31	что он	11	8
32	что в	20	8
33	в своей	5	8
34	потому что	14	8
35	в том	25	8
36	вовсе не	8	7
37	том что	14	7
38	не в	12	7
39	она не	6	7
40	и как	8	7
41	а в	7	7
42	и на	6	7
43	в себе	4	7
44	но в	3	7
45	все это	3	6
46	в одной	2	6
47	в конце	2	6
48	не могут	2	6
49	о мире	2	6
50	в целом	4	6
51	несмотря на	5	6
52	был бы	3	6
53	что она	16	6
54	как в	4	6
55	как раз	8	6
56	в самой	4	6
57	самом деле	21	6
58	так же	2	6
59	говорит он	2	6
60	его в	3	6
61	так как	6	6
62	перед нами	8	5
63	должна быть	5	5
64	было бы	12	5
65	в сущности	10	5
66	и о	3	5
67	у него	4	5
68	он не	6	5
69	той же	2	5
70	на самом	2	5
71	во всяком	2	5
72	между тем	7	5
73	автора и	2	5
74	и это	8	5
75	с ним	2	5
76	ничего не	2	5
77	в плане	3	5
78	все то	7	4
79	были бы	3	4
80	из одного	3	4
81	идет о	4	4
82	что и	4	4
83	но это	3	4
84	и следовательно	2	4
85	и т	14	4
86	и для	4	4
87	тем что	3	4
88	как же	2	4
89	как мы	7	4
90	они не	2	4
91	и наконец	2	4
92	их в	2	4
93	в основе	3	4
94	в этой	13	4
95	так сказать	5	4
96	что же	2	4
97	я не	5	3
98	была бы	2	3
99	никогда не	4	3
100	дано в	3	3
101	и одновременно	2	3
102	в них	3	3
103	с другой	7	3
104	ни в	3	3
105	по существу	2	3
106	героев в	2	3
107	одна из	4	3
108	всяком случае	2	3
109	он может	2	3
110	только то	2	3
111	другой стороны	5	3
112	тому что	6	3
113	как на	3	3
114	т п	5	3
115	например в	2	3
116	здесь с	2	3
117	и здесь	6	3
118	в своих	4	3
119	сказать что	4	3
120	он в	2	3
121	как к	2	3
122	но как	2	3
123	как будто	4	3
124	далеко не	3	3
125	бы в	3	3
126	отношения к	2	3
127	и уже	2	2
128	самого начала	6	2
129	все время	30	2
130	всех этих	2	2
131	друг другу	2	2
132	хотя бы	2	2
133	с этой	2	2
134	но они	2	2
135	и во	2	2
136	он все	2	2
137	своих героев	2	2
138	его к	2	2
139	и ее	2	2
140	и к	3	2
141	же в	2	2
142	так что	8	2
143	мы видим	12	2
144	при этом	4	2
145	благодаря этому	2	2
146	лучшем случае	2	2
147	тот же	3	2
148	конечно не	4	2
149	никак не	7	2
150	все те	2	2
151	до сих	6	2
152	в котором	6	2
153	один из	6	2
154	в один	3	2
155	в первой	2	2
156	сих пор	5	2
157	данном случае	2	2
158	мы уже	7	2
159	то и	3	2
160	и даже	4	2
161	нами в	2	2
162	что оно	2	2
163	в той	5	2
164	здесь мы	4	2
165	и что	18	2
166	к себе	2	2
167	весь этот	3	2
168	из которых	4	2
169	заставляет его	2	2
170	в лучшем	2	2
171	в данном	2	2
172	в которых	6	2
173	себя как	2	2
174	в ней	15	2
175	одно из	2	2
176	но он	2	2
177	в истории	2	2
178	могли бы	5	2
179	заметить что	2	2
180	в которой	5	2
181	совпадает с	2	2
182	с этим	8	2
183	по преимуществу	2	2
