N	2gram	Bakhtin_Fr_3	Myslijsy
1	потому что	2	49
2	то есть	18	30
3	и в	40	24
4	может быть	9	23
5	то что	5	20
6	и не	13	19
7	а не	5	18
8	в том	8	18
9	что в	12	16
10	не только	13	15
11	того же	2	14
12	при этом	3	13
13	было бы	4	13
14	но не	2	12
15	не может	3	12
16	то же	7	12
17	если бы	3	11
18	что и	3	11
19	вместе с	3	11
20	мы не	2	11
21	только в	3	11
22	таким образом	10	11
23	для него	5	10
24	в себе	3	10
25	как в	3	10
26	так как	4	10
27	вовсе не	12	9
28	в нем	5	9
29	как бы	3	9
30	но и	11	9
31	а в	3	8
32	том что	4	8
33	и на	8	8
34	в этом	15	8
35	прежде всего	16	7
36	во всех	6	7
37	или же	2	7
38	как и	11	7
39	тем что	3	7
40	с этим	2	7
41	в состоянии	2	6
42	связи с	6	6
43	с другой	2	6
44	в одном	7	6
45	и как	3	6
46	не было	5	6
47	между тем	3	6
48	в то	6	6
49	этого слова	2	6
50	слова в	2	5
51	уже в	2	5
52	не менее	2	5
53	представляется нам	2	5
54	о том	4	5
55	так и	3	5
56	в них	9	5
57	для того	3	5
58	из них	4	5
59	только для	3	5
60	все же	2	5
61	в которой	2	5
62	во время	8	4
63	из этих	2	4
64	образом в	2	4
65	что он	2	4
66	одна из	3	4
67	до сих	4	4
68	еще не	3	4
69	и если	2	4
70	должны быть	2	4
71	в самом	6	4
72	в котором	2	4
73	сих пор	4	4
74	так в	4	4
75	влияние на	2	4
76	они не	3	4
77	как он	2	4
78	там где	3	4
79	так сказать	5	4
80	одном из	2	4
81	в других	3	4
82	но в	8	4
83	это не	2	3
84	и от	3	3
85	и все	9	3
86	мы чувствуем	3	3
87	думать что	2	3
88	все что	2	3
89	но это	3	3
90	например в	2	3
91	в ней	4	3
92	и во	4	3
93	слова и	2	3
94	в целом	2	3
95	в языке	2	3
96	те же	5	3
97	и у	2	3
98	тем же	2	3
99	не так	3	3
100	и для	5	3
101	той же	8	3
102	что для	2	3
103	рядом с	2	3
104	одно из	3	3
105	далеко не	2	3
106	в этих	6	3
107	в эту	4	3
108	и той	2	2
109	всех этих	3	2
110	и есть	3	2
111	с в	2	2
112	в нашем	4	2
113	связанные с	3	2
114	и его	17	2
115	но он	2	2
116	хотя бы	2	2
117	и это	2	2
118	одной и	2	2
119	с нею	2	2
120	между ними	3	2
121	к этому	6	2
122	с его	3	2
123	мы знаем	2	2
124	у нас	4	2
125	но все	3	2
126	все эти	8	2
127	у него	8	2
128	перехода от	2	2
129	же время	6	2
130	в нашей	2	2
131	связь между	3	2
132	и следовательно	3	2
133	в его	13	2
134	и потому	4	2
135	один из	4	2
136	все это	4	2
137	в связи	5	2
138	и других	6	2
139	и они	2	2
140	на самом	3	2
141	мы находим	3	2
142	самом деле	3	2
143	того чтобы	4	2
144	мы видим	5	2
145	ко всем	3	2
146	это самое	2	2
147	по отношению	3	2
148	и здесь	4	2
149	нас в	2	2
150	их в	3	2
151	сказать что	3	2
152	даже и	2	2
153	в другом	3	2
154	во всем	3	2
155	во все	3	2
156	на этом	2	2
