N	2gram	Bakhtin_Pr_3	Dialekti
1	и не	15	30
2	может быть	12	20
3	и в	53	19
4	не только	4	19
5	а не	11	16
6	в себе	5	15
7	то что	9	14
8	и даже	2	14
9	в том	14	14
10	как бы	14	14
11	так как	7	14
12	потому что	5	14
13	вовсе не	3	13
14	но и	7	12
15	то же	6	12
16	точки зрения	4	12
17	и все	10	12
18	что это	2	10
19	как и	11	10
20	в нем	10	10
21	так и	6	10
22	том что	5	10
23	это не	6	10
24	сказать что	10	10
25	времени и	2	9
26	никогда не	2	9
27	не может	2	9
28	прежде всего	15	8
29	мы уже	5	8
30	с точки	2	8
31	не в	2	8
32	в этом	8	8
33	в своей	3	8
34	как это	2	7
35	но это	3	7
36	и к	5	7
37	что в	2	7
38	как будто	2	7
39	я не	4	6
40	что он	4	6
41	да и	2	6
42	в то	5	6
43	но не	5	6
44	есть и	2	6
45	конечно не	4	6
46	не могу	3	6
47	жизни и	9	6
48	и вообще	3	6
49	с другой	2	5
50	же время	5	5
51	по своему	6	5
52	можно сказать	8	5
53	в самом	2	5
54	и потому	5	5
55	что и	3	5
56	и это	3	5
57	все равно	4	5
58	в смысле	2	5
59	на свете	2	5
60	и его	10	5
61	говорить о	2	5
62	только в	4	5
63	о том	2	5
64	не то	3	5
65	и с	6	5
66	уже в	2	4
67	в ее	3	4
68	при этом	3	4
69	еще не	5	4
70	и если	3	4
71	он не	3	4
72	хотя бы	2	4
73	быть и	2	4
74	все это	8	4
75	в связи	2	4
76	таким образом	6	4
77	и по	3	4
78	а в	2	4
79	в таком	2	4
80	в одной	2	4
81	могут быть	4	4
82	но он	2	4
83	по своей	9	4
84	как он	2	4
85	с ним	2	4
86	это конечно	2	4
87	не менее	3	3
88	и уже	2	3
89	и более	2	3
90	в этих	5	3
91	и от	3	3
92	и почти	2	3
93	как мы	5	3
94	кроме того	3	3
95	было бы	5	3
96	и из	3	3
97	из них	4	3
98	и их	2	3
99	с этим	2	3
100	в разных	4	3
101	не было	4	3
102	мы находим	2	3
103	в той	2	3
104	они не	3	3
105	в один	2	3
106	его в	2	3
107	ничего не	6	3
108	нет ни	2	3
109	все его	2	3
110	это было	3	3
111	связана с	2	2
112	быть только	2	2
113	самого начала	4	2
114	в зависимости	2	2
115	перед нами	5	2
116	в конце	3	2
117	человека и	7	2
118	именно в	2	2
119	тем не	2	2
120	что уже	2	2
121	это еще	2	2
122	с самого	3	2
123	а я	2	2
124	мы видим	2	2
125	эти два	2	2
126	что я	2	2
127	зависимости от	2	2
128	в истории	3	2
129	или менее	3	2
130	и идеи	4	2
131	до сих	5	2
132	и прежде	6	2
133	на его	3	2
134	в сущности	10	2
135	несмотря на	2	2
136	в ней	7	2
137	сих пор	5	2
138	в мире	5	2
139	на все	2	2
140	во всех	12	2
141	в некоторых	4	2
142	ее в	3	2
143	в каждом	4	2
144	в их	2	2
145	например в	5	2
146	как в	7	2
147	форм и	2	2
148	и они	2	2
149	жизнь в	2	2
150	более или	3	2
151	человеческой жизни	3	2
152	в своих	2	2
153	также и	4	2
154	их в	2	2
155	между тем	2	2
156	тем что	2	2
157	или на	2	2
158	во все	5	2
159	или по	3	2
160	мы должны	4	2
161	все эти	9	2
162	есть в	3	2
163	в которой	2	2
164	в области	3	2
165	которые не	2	2
166	но в	5	2
167	мире и	2	2
168	в жизни	8	2
169	вместе с	2	2
