N	2gram	Losev_Prob_1	FransuaR
1	и в	32	45
2	то есть	33	25
3	и не	31	15
4	не только	17	14
5	в этом	19	14
6	но в	14	14
7	в его	6	13
8	во всех	7	13
9	и его	3	13
10	как бы	14	12
11	что в	12	12
12	в своем	5	11
13	то же	10	11
14	в то	6	11
15	прежде всего	10	10
16	в том	9	10
17	в нем	13	10
18	но и	9	10
19	как и	3	10
20	и с	2	10
21	вовсе не	35	8
22	как мы	7	8
23	таким образом	6	8
24	в самой	3	8
25	так же	9	8
26	с его	2	7
27	в конце	6	7
28	том что	12	7
29	не в	4	7
30	все это	7	7
31	также и	11	7
32	потому что	16	7
33	и все	7	7
34	всех этих	7	6
35	что он	7	6
36	в этой	10	6
37	он не	3	6
38	здесь не	7	6
39	так и	12	6
40	того чтобы	9	6
41	для того	8	6
42	связи с	5	6
43	так как	11	6
44	в них	7	6
45	есть и	3	5
46	с ним	3	5
47	мы видим	2	5
48	но это	8	5
49	со всеми	2	5
50	например в	2	5
51	хотя и	6	5
52	от всех	2	5
53	как раз	13	5
54	не может	8	5
55	в связи	4	5
56	все эти	8	5
57	на самом	6	5
58	самом деле	6	5
59	и как	6	5
60	и на	8	5
61	его в	6	5
62	перед нами	5	4
63	же как	2	4
64	об этом	10	4
65	и во	3	4
66	мы не	2	4
67	и здесь	6	4
68	его как	2	4
69	но не	9	4
70	по своему	9	4
71	здесь в	3	4
72	ничего не	10	4
73	кроме того	2	4
74	по поводу	4	4
75	в самом	6	4
76	в сущности	2	4
77	и о	8	4
78	между собою	7	4
79	мы уже	5	4
80	известной степени	2	4
81	а также	4	4
82	в их	4	4
83	мы находим	2	4
84	а не	15	4
85	и даже	11	4
86	а в	4	4
87	можно было	3	4
88	сказать что	13	4
89	чем же	2	4
90	с этим	3	4
91	точки зрения	3	4
92	только в	7	4
93	о том	11	4
94	и это	9	4
95	как это	6	4
96	это было	2	4
97	не менее	19	3
98	поэтому и	2	3
99	нисколько не	3	3
100	и ни	4	3
101	как в	4	3
102	вообще не	2	3
103	это не	6	3
104	из этих	2	3
105	ни в	7	3
106	по существу	2	3
107	есть в	5	3
108	того же	3	3
109	для него	2	3
110	в своей	8	3
111	как они	2	3
112	до сих	3	3
113	здесь нет	2	3
114	вместе с	2	3
115	но она	3	3
116	сих пор	3	3
117	что она	5	3
118	не было	4	3
119	еще и	5	3
120	именно в	4	3
121	того что	7	3
122	на этот	3	3
123	не имеет	2	3
124	и для	4	3
125	и внутреннее	2	3
126	в которых	3	3
127	но он	3	3
128	он и	8	3
129	как он	4	3
130	дело в	3	3
131	о чем	6	3
132	его для	2	2
133	только для	3	2
134	не могут	2	2
135	делает его	2	2
136	если мы	11	2
137	с тем	5	2
138	здесь перед	3	2
139	и есть	6	2
140	говорить о	6	2
141	хотя бы	3	2
142	он должен	2	2
143	чтобы его	2	2
144	нам о	2	2
145	что все	3	2
146	всеми своими	2	2
147	можно сказать	5	2
148	к тому	3	2
149	в отношении	3	2
150	конечно в	2	2
151	то что	42	2
152	в качестве	2	2
153	ведь это	2	2
154	для них	2	2
155	но именно	3	2
156	было бы	8	2
157	что это	3	2
158	несмотря на	3	2
159	и если	6	2
160	не хочет	3	2
161	может быть	14	2
162	нужно сказать	3	2
163	нет и	2	2
164	один из	4	2
165	на том	4	2
166	не будем	2	2
167	и до	2	2
168	данном случае	8	2
169	здесь только	2	2
170	мы говорили	4	2
171	а именно	12	2
172	они вовсе	2	2
173	и только	4	2
174	при этом	6	2
175	в истории	4	2
176	в одно	4	2
177	и что	9	2
178	с точки	3	2
179	и притом	4	2
180	к нему	3	2
181	нас в	2	2
182	в данном	9	2
183	больше чем	2	2
184	между тем	2	2
185	говорили что	2	2
186	мы можем	4	2
187	эти последние	2	2
188	он в	2	2
189	одно из	2	2
190	и вообще	4	2
191	же самое	9	2
192	уже и	3	2
193	в чем	3	2
194	в эту	2	2
195	говорит и	3	2
196	том как	2	2
