N	2gram	Vygotskiy__3	Mirosoze
1	может быть	19	30
2	не только	12	29
3	и в	38	28
4	не может	7	28
5	но и	5	25
6	а не	7	25
7	он не	6	24
8	о человеке	2	23
9	в этом	13	20
10	у него	4	17
11	не в	12	16
12	потому что	14	16
13	в ней	15	15
14	в своей	5	15
15	никогда не	4	14
16	он был	3	14
17	до конца	2	14
18	в нем	4	13
19	и это	8	12
20	для него	2	11
21	в самом	25	11
22	и не	10	11
23	что в	20	10
24	в своем	5	10
25	был бы	3	10
26	и все	10	10
27	что он	11	10
28	было бы	12	10
29	но он	2	9
30	с тем	8	9
31	в его	5	9
32	и его	6	9
33	человеке и	2	8
34	в котором	6	8
35	в самой	4	7
36	того что	4	7
37	в конце	2	7
38	но в	3	7
39	в себе	4	7
40	должна быть	5	6
41	в том	25	6
42	в этой	13	6
43	все это	3	6
44	и на	6	6
45	вместе с	5	6
46	только в	4	6
47	в которой	5	6
48	не могут	2	5
49	и я	2	5
50	если он	4	5
51	у нас	2	5
52	как и	8	5
53	то что	35	5
54	в этих	2	4
55	с этой	2	4
56	и вместе	2	4
57	хотел бы	2	4
58	не к	3	4
59	отношения к	2	4
60	и по	2	4
61	а в	7	4
62	увидим что	9	4
63	в которых	6	4
64	точки зрения	16	4
65	и этот	3	4
66	должен был	2	4
67	в них	3	4
68	один из	6	4
69	к концу	3	4
70	она не	6	4
71	к ней	2	4
72	что и	4	4
73	уже не	2	4
74	тем что	3	4
75	и вот	2	3
76	к тому	6	3
77	для нас	8	3
78	это есть	2	3
79	не мог	4	3
80	но если	4	3
81	не имеет	6	3
82	не так	3	3
83	с этим	8	3
84	его в	3	3
85	так как	6	3
86	то есть	15	3
87	на этом	5	3
88	одно из	2	3
89	в ее	7	3
90	том что	14	3
91	ничего не	2	3
92	мы увидим	12	3
93	конечно не	4	3
94	когда он	4	3
95	он до	2	3
96	хотя бы	2	3
97	место в	3	2
98	по своему	4	2
99	своих героев	2	2
100	этот случай	2	2
101	в свою	4	2
102	для того	8	2
103	и мы	13	2
104	в виду	4	2
105	быть не	2	2
106	все эти	4	2
107	у всех	4	2
108	о мире	2	2
109	и что	18	2
110	есть только	2	2
111	время как	4	2
112	сказать что	4	2
113	или от	2	2
114	в истории	2	2
115	как бы	14	2
116	о том	6	2
117	том смысле	2	2
118	когда мы	2	2
119	бы в	3	2
120	с ним	2	2
121	в основе	3	2
122	к этой	2	2
123	если бы	14	2
124	и во	2	2
125	к этому	3	2
126	мы видим	12	2
127	в то	3	2
128	то время	2	2
129	как будто	4	2
130	до сих	6	2
131	и к	3	2
132	ко второй	2	2
133	и когда	5	2
134	должен быть	3	2
135	все же	8	2
136	сих пор	5	2
137	как в	4	2
138	в наше	2	2
139	она может	3	2
140	бы не	3	2
141	в той	5	2
142	того чтобы	9	2
143	к чему	6	2
144	и как	8	2
145	и для	4	2
146	он в	2	2
147	эти слова	2	2
