N	2gram	Vygotskiy__3	Problemy
1	и в	38	43
2	и не	10	29
3	может быть	19	23
4	как бы	14	22
5	не может	7	18
6	но и	5	14
7	как и	8	14
8	и т	14	13
9	точки зрения	16	13
10	в этом	13	13
11	что он	11	13
12	в нем	4	12
13	в одном	8	12
14	не в	12	11
15	не только	12	11
16	и на	6	10
17	но в	3	10
18	в его	5	10
19	как мы	7	10
20	никогда не	4	9
21	в сущности	10	9
22	он не	6	9
23	т п	5	9
24	для него	2	8
25	то же	10	8
26	с точки	9	8
27	и его	6	8
28	или в	5	8
29	перед нами	8	7
30	до сих	6	7
31	в самом	25	7
32	к себе	2	7
33	в то	3	7
34	то что	35	7
35	сих пор	5	7
36	что же	2	7
37	а не	7	7
38	в другом	5	7
39	в этих	2	6
40	в том	25	6
41	при этом	4	6
42	в котором	6	6
43	и наконец	2	6
44	и все	10	6
45	у него	4	6
46	здесь не	3	6
47	так сказать	5	6
48	на то	16	5
49	так что	8	5
50	все это	3	5
51	таким образом	12	5
52	все эти	4	5
53	а в	7	5
54	бы в	3	5
55	вовсе не	8	5
56	о том	6	5
57	слов и	2	5
58	было бы	12	5
59	мы увидим	12	5
60	никак не	7	5
61	и что	18	5
62	в той	5	5
63	самом деле	21	5
64	в речи	3	5
65	в себе	4	5
66	я не	5	4
67	не могут	2	4
68	что в	20	4
69	в своем	5	4
70	с другой	7	4
71	к тому	6	4
72	в самой	4	4
73	до конца	2	4
74	но это	3	4
75	т д	4	4
76	их в	2	4
77	но он	2	4
78	рассказ в	3	4
79	так как	6	4
80	то есть	15	4
81	в них	3	4
82	из одного	3	4
83	совершенно не	5	4
84	в своей	5	4
85	во всех	4	4
86	там где	6	4
87	мы не	5	4
88	как раз	8	4
89	только в	4	4
90	далеко не	3	4
91	и это	8	4
92	что если	4	3
93	должна быть	5	3
94	в одной	2	3
95	он был	3	3
96	такой же	2	3
97	есть в	2	3
98	не должна	2	3
99	реакции на	2	3
100	и следовательно	2	3
101	в виду	4	3
102	уже говорили	3	3
103	образом и	2	3
104	и только	3	3
105	и даже	4	3
106	этот второй	3	3
107	и здесь	6	3
108	его в	3	3
109	с ним	2	3
110	себя как	2	3
111	между тем	7	3
112	что так	2	3
113	если бы	14	3
114	и к	3	3
115	по существу	2	3
116	того же	3	3
117	здесь в	2	3
118	она не	6	3
119	тот же	3	3
120	со всеми	2	3
121	мы уже	7	3
122	когда он	4	3
123	рассказ и	4	3
124	что и	4	3
125	все же	8	3
126	к самому	2	3
127	уже не	2	3
128	другой стороны	5	3
129	и для	4	3
130	той же	2	3
131	ничего не	2	3
132	тем что	3	3
133	в виде	2	3
134	и ее	2	3
135	в эту	2	3
136	что у	7	2
137	так ли	2	2
138	та же	3	2
139	из этих	3	2
140	в конце	2	2
141	была бы	2	2
142	его к	2	2
143	как же	2	2
144	для нас	8	2
145	ни в	3	2
146	как если	3	2
147	который не	4	2
148	и как	8	2
149	своей жизни	2	2
150	в глаза	2	2
151	что это	10	2
152	например в	2	2
153	и очень	2	2
154	время как	4	2
155	то это	2	2
156	в целом	4	2
157	целый ряд	2	2
158	то и	3	2
159	для этого	2	2
160	отношения к	2	2
161	здесь мы	4	2
162	того что	4	2
163	так же	2	2
164	всего этого	2	2
165	в своих	4	2
166	в которых	6	2
167	сказать что	4	2
168	из них	6	2
169	во всяком	2	2
170	рассказа и	2	2
171	и та	2	2
172	между собой	2	2
173	с этим	8	2
174	в такой	3	2
175	лежит в	2	2
176	конечно в	3	2
177	в первой	2	2
178	что рассказ	2	2
179	у нас	2	2
180	одна из	4	2
181	по своему	4	2
182	то время	2	2
183	указывает на	6	2
184	одно и	3	2
185	с теми	3	2
186	конечно не	4	2
187	не могу	2	2
188	он говорит	6	2
189	и о	3	2
190	этого слова	2	2
191	ее в	4	2
192	как в	4	2
193	рассказу и	2	2
194	нами в	2	2
195	а с	2	2
196	если мы	6	2
197	том что	14	2
198	что не	3	2
199	может служить	7	2
200	хотя бы	2	2
201	и всегда	2	2
202	в таком	3	2
203	здесь с	2	2
204	что этот	4	2
205	и то	8	2
206	мы можем	7	2
207	автора и	2	2
208	бы не	3	2
209	того как	3	2
