N	2gram	Vygotskiy__3	Tvorches
1	и в	25	21
2	как бы	10	17
3	в то	4	15
4	в его	15	13
5	то же	2	13
6	что в	17	12
7	как и	15	12
8	с его	2	11
9	том что	20	11
10	все это	6	10
11	как в	9	8
12	он не	4	8
13	то что	15	8
14	в свою	3	7
15	в том	23	7
16	тем самым	2	7
17	при этом	5	7
18	не только	6	7
19	и не	10	7
20	и на	6	7
21	что он	6	6
22	и все	4	6
23	не менее	6	6
24	для него	5	6
25	в котором	3	6
26	а в	4	6
27	и его	2	6
28	в этом	14	6
29	о том	5	6
30	отнюдь не	4	5
31	но это	5	5
32	может быть	13	5
33	в этой	5	5
34	все же	6	5
35	таким образом	17	5
36	в своих	2	5
37	потому что	6	5
38	только в	10	5
39	в своем	4	4
40	человека и	5	4
41	прежде всего	4	4
42	в мире	2	4
43	и как	5	4
44	в целом	13	4
45	одним из	5	4
46	один из	6	4
47	в своей	2	4
48	не может	6	4
49	процесса в	6	4
50	и от	2	4
51	в основном	6	4
52	место в	2	3
53	уже в	7	3
54	самого начала	6	3
55	никогда не	4	3
56	с другой	6	3
57	с ним	4	3
58	с ее	5	3
59	с самого	6	3
60	но не	6	3
61	со всеми	6	3
62	на его	2	3
63	в самом	3	3
64	той же	4	3
65	в нем	2	3
66	но и	4	3
67	который в	3	3
68	уже не	2	3
69	и других	2	3
70	того что	10	3
71	и по	5	3
72	так же	17	3
73	связан с	2	3
74	хотя и	2	3
75	в виде	3	3
76	приходит к	6	3
77	представляет собой	6	3
78	так как	12	3
79	ни на	2	3
80	в основе	16	2
81	перед нами	10	2
82	а как	2	2
83	все более	2	2
84	в частности	4	2
85	однако в	2	2
86	в этих	2	2
87	на том	3	2
88	в качестве	12	2
89	не столько	4	2
90	в жизни	3	2
91	одного из	2	2
92	к этому	3	2
93	что и	10	2
94	а по	2	2
95	об этом	2	2
96	так что	2	2
97	не в	6	2
98	то в	3	2
99	одна из	2	2
100	того же	6	2
101	в нашей	2	2
102	тот же	2	2
103	из них	4	2
104	к тому	4	2
105	общения с	3	2
106	в него	3	2
107	если в	3	2
108	тем не	5	2
109	не будет	2	2
110	еще в	2	2
111	когда он	3	2
112	вместе с	14	2
113	к жизни	2	2
114	так и	5	2
115	приводит к	4	2
116	вслед за	3	2
117	в отличие	6	2
118	и того	4	2
119	именно в	5	2
120	этой проблемы	2	2
121	в себя	3	2
122	что она	5	2
123	но только	3	2
124	здесь мы	2	2
125	не мог	4	2
126	и у	6	2
127	только что	2	2
128	что как	2	2
129	отличие от	6	2
130	или в	2	2
131	сказать что	4	2
132	могут быть	5	2
133	в себе	2	2
134	о котором	2	2
135	в один	2	2
136	в чем	2	2
137	характер что	2	2
138	говорит об	2	2
139	на деле	3	2
140	значит что	4	2
