N	2gram	Voloshinov_1	FransuaR
1	и в	12	56
2	в его	2	18
3	таким образом	12	17
4	все эти	3	15
5	в этом	4	14
6	в том	6	13
7	так и	4	13
8	и его	13	12
9	в то	2	12
10	в этих	2	11
11	до конца	2	11
12	как бы	13	11
13	в них	3	11
14	то же	5	11
15	еще не	3	10
16	только в	6	9
17	в самом	4	9
18	но и	3	9
19	и не	10	9
20	том что	5	8
21	не только	4	8
22	и др	5	8
23	в нем	6	8
24	сих пор	3	8
25	все это	3	8
26	до сих	3	8
27	и с	3	8
28	и на	4	7
29	все они	2	6
30	прежде всего	8	6
31	точки зрения	14	6
32	и все	2	6
33	но в	5	6
34	но не	2	5
35	с его	2	5
36	никогда не	5	5
37	в отношении	2	5
38	в пределах	3	5
39	в условиях	2	5
40	как и	5	5
41	и другие	2	5
42	он не	2	5
43	в процессе	6	5
44	что в	2	5
45	в творчестве	3	5
46	такой же	2	5
47	и более	3	4
48	и ее	3	4
49	в себе	3	4
50	и к	4	4
51	конечно не	3	4
52	за пределы	4	4
53	в ней	6	4
54	и потому	2	4
55	с одной	2	4
56	при этом	6	4
57	вещи и	2	4
58	о том	3	4
59	в особенности	2	4
60	так как	9	4
61	в своем	2	3
62	в литературе	4	3
63	и здесь	2	3
64	более того	2	3
65	кроме того	2	3
66	может быть	14	3
67	в некоторых	3	3
68	в настоящее	2	3
69	что и	2	3
70	то что	5	3
71	как форма	2	3
72	связь с	2	3
73	в форме	2	3
74	там где	2	3
75	с помощью	6	3
76	уже не	4	3
77	и наконец	3	3
78	не в	4	3
79	сказать что	7	3
80	между тем	3	3
81	к его	2	3
82	настоящее время	2	3
83	его к	2	3
84	слова и	6	3
85	если бы	9	2
86	в нашем	11	2
87	с другой	4	2
88	это не	2	2
89	уже в	2	2
90	на самом	4	2
91	к этому	2	2
92	конечно в	2	2
93	можно сказать	5	2
94	точек зрения	3	2
95	ни было	4	2
96	ни в	3	2
97	но это	2	2
98	для него	3	2
99	одной стороны	2	2
100	к ним	2	2
101	между ними	2	2
102	в котором	3	2
103	точка зрения	3	2
104	все же	4	2
105	в своей	3	2
106	когда он	3	2
107	его как	2	2
108	вместе с	2	2
109	самом деле	3	2
110	данном случае	2	2
111	только на	3	2
112	другой стороны	2	2
113	так же	3	2
114	не может	16	2
115	в каком	3	2
116	как к	3	2
117	то ни	3	2
118	а не	5	2
119	к нему	4	2
120	и для	3	2
121	с точки	2	2
122	его в	4	2
123	бы то	3	2
124	и те	2	2
125	мы не	3	2
126	от всех	2	2
127	в данном	2	2
128	и то	2	2
129	с этой	2	2
130	и совершенно	2	2
131	дело в	4	2
132	с ним	3	2
