N	2gram	Vygotskiy__4	Vladivir
1	и в	20	40
2	то что	15	28
3	и не	8	25
4	не только	15	25
5	у него	2	24
6	но и	9	18
7	в том	42	18
8	том что	35	18
9	что в	19	17
10	также и	2	17
11	в этом	24	16
12	так что	3	14
13	в его	11	14
14	не может	6	14
15	точки зрения	24	13
16	в виде	3	13
17	только в	10	13
18	сказать что	6	12
19	никогда не	5	11
20	таким образом	25	11
21	потому что	12	11
22	о том	5	11
23	едва ли	2	11
24	прежде всего	2	10
25	ни в	3	10
26	не просто	2	10
27	не есть	2	10
28	и его	5	10
29	не менее	3	9
30	что это	2	9
31	и с	4	9
32	и то	10	9
33	в своей	7	9
34	в себе	10	9
35	в своем	4	8
36	в этой	3	8
37	для него	2	8
38	может быть	12	8
39	так же	11	8
40	и что	8	8
41	а также	2	8
42	как мы	13	8
43	а не	7	8
44	что все	3	7
45	к тому	6	7
46	а только	3	7
47	и как	9	7
48	а в	2	7
49	так как	10	7
50	с тем	6	7
51	того что	10	7
52	что и	9	7
53	вместе с	8	7
54	как и	9	7
55	и здесь	2	6
56	это значит	2	6
57	и на	6	6
58	и от	3	6
59	во всем	3	6
60	в смысле	4	6
61	так и	5	6
62	если не	2	6
63	с точки	11	6
64	и это	2	6
65	значит что	2	6
66	содержит в	2	5
67	с другой	12	5
68	для нас	4	5
69	тому же	6	5
70	должно быть	3	5
71	в отношении	10	5
72	все эти	5	5
73	в ней	2	5
74	в истории	10	5
75	отнюдь не	3	5
76	что он	6	5
77	мы уже	5	5
78	только на	2	5
79	можно было	6	5
80	в данном	2	5
81	тем что	7	5
82	ничего общего	3	5
83	тому что	4	4
84	точно так	3	4
85	на то	5	4
86	такой же	2	4
87	что если	2	4
88	такого рода	6	4
89	в самом	6	4
90	от того	3	4
91	не имеет	2	4
92	в результате	8	4
93	мы должны	11	4
94	как это	9	4
95	по существу	3	4
96	чем в	3	4
97	но не	3	4
98	еще не	2	4
99	было бы	8	4
100	никак не	2	4
101	даже в	2	4
102	то же	16	4
103	а с	2	4
104	если мы	10	4
105	в каком	2	4
106	все же	5	4
107	но в	3	4
108	по мнению	2	4
109	перед нами	5	3
110	уже в	6	3
111	же как	6	3
112	в качестве	21	3
113	это не	5	3
114	из этих	2	3
115	является не	4	3
116	одной стороны	9	3
117	при этом	12	3
118	но для	2	3
119	как бы	7	3
120	в виду	3	3
121	всяком случае	3	3
122	в настоящее	2	3
123	и тем	8	3
124	в нем	2	3
125	к нему	2	3
126	мы видели	6	3
127	то как	2	3
128	вопросе о	2	3
129	отличается от	2	3
130	в связи	3	3
131	и только	4	3
132	с одной	9	3
133	именно в	3	3
134	что здесь	2	3
135	настоящее время	2	3
136	же самое	7	3
137	мы имеем	2	3
138	нисколько не	2	3
139	если бы	5	3
140	этом смысле	8	3
141	этих трех	2	3
142	в отличие	2	3
143	того чтобы	7	3
144	и у	2	3
145	не в	4	3
146	и для	4	3
147	в таком	2	3
148	что этот	2	3
149	во всяком	4	3
150	далеко не	2	3
151	здесь не	2	3
152	в чем	3	3
153	отличие от	2	3
154	не могут	3	2
155	мы будем	2	2
156	должна быть	2	2
157	в нашем	4	2
158	в этих	3	2
159	в какой	3	2
160	с этой	4	2
161	что на	2	2
162	мы и	2	2
163	но что	3	2
164	в нашей	2	2
165	не имеют	3	2
166	себе и	3	2
167	не является	5	2
168	в целом	11	2
169	в их	12	2
170	другой стороны	9	2
171	на одной	2	2
172	друг друга	4	2
173	этом отношении	7	2
174	на более	2	2
175	но как	2	2
176	в начале	2	2
177	самого себя	2	2
178	по своей	6	2
179	что мы	7	2
180	его в	6	2
181	бы в	3	2
182	понятие о	2	2
183	и более	7	2
184	первый план	4	2
185	которая в	2	2
186	в настоящем	3	2
187	с этим	5	2
188	к этому	4	2
189	с таким	3	2
190	стороны и	2	2
191	и к	5	2
192	на первый	4	2
193	остановиться на	2	2
194	в силу	6	2
195	в вопросе	2	2
196	того же	9	2
197	одно и	6	2
198	из них	4	2
199	одной из	3	2
200	совершенно не	3	2
201	наряду с	3	2
202	в сущности	4	2
203	только к	3	2
204	со стороны	3	2
205	как говорит	2	2
206	данном случае	2	2
207	дальше и	2	2
208	и речи	2	2
209	только что	4	2
210	тем самым	7	2
211	для того	5	2
212	роль в	4	2
213	является в	3	2
214	когда оно	2	2
215	связи с	3	2
216	что эта	3	2
217	в которой	3	2
218	которые не	2	2
219	же не	2	2
