N	2gram	Losev_Vlad_3	Problema
1	то что	28	42
2	вовсе не	13	35
3	то есть	24	33
4	и в	40	32
5	и не	25	31
6	не есть	10	29
7	не просто	10	23
8	не менее	9	19
9	в этом	16	19
10	тем не	10	18
11	не только	25	17
12	потому что	11	16
13	по себе	6	15
14	а не	8	15
15	в виде	13	15
16	в себе	9	15
17	как бы	3	14
18	может быть	8	14
19	у нас	5	14
20	но в	4	14
21	и тем	3	13
22	в нем	3	13
23	сказать что	12	13
24	что мы	2	13
25	при помощи	4	13
26	как раз	10	13
27	что в	17	12
28	а именно	12	12
29	том что	18	12
30	так и	6	12
31	и даже	6	11
32	также и	17	11
33	о том	11	11
34	так как	7	11
35	если мы	4	11
36	ничего общего	5	11
37	то же	4	10
38	прежде всего	10	10
39	в этой	8	10
40	отнюдь не	5	10
41	об этом	6	10
42	нет ничего	2	10
43	ничего не	5	10
44	но не	4	9
45	в том	18	9
46	это есть	10	9
47	но и	18	9
48	и что	8	9
49	так же	8	9
50	же самое	3	9
51	раз и	8	9
52	еще не	4	9
53	что же	9	9
54	того чтобы	3	9
55	в таком	3	9
56	в данном	5	9
57	и это	6	9
58	на то	4	8
59	есть только	9	8
60	данном случае	2	8
61	не может	14	8
62	все эти	5	8
63	и о	4	8
64	и на	6	8
65	даже и	12	8
66	было бы	4	8
67	общего с	2	8
68	в своей	9	8
69	как нечто	3	8
70	для того	2	8
71	но это	6	8
72	содержит в	5	7
73	тоже не	5	7
74	никогда не	11	7
75	ни в	10	7
76	смысле слова	6	7
77	такого рода	4	7
78	того что	7	7
79	и все	4	7
80	что он	5	7
81	как мы	8	7
82	во всяком	3	7
83	сам по	2	7
84	тем что	5	7
85	только в	13	7
86	здесь не	3	7
87	в конце	12	6
88	так что	14	6
89	и как	7	6
90	при этом	3	6
91	в самом	4	6
92	и если	7	6
93	хотя и	7	6
94	в виду	3	6
95	то и	2	6
96	таким образом	11	6
97	это не	3	6
98	всегда есть	3	6
99	и здесь	6	6
100	но как	2	6
101	и то	9	6
102	его в	2	6
103	как это	4	6
104	таком случае	2	6
105	не существует	2	6
106	этом смысле	3	6
107	есть не	2	6
108	в то	7	6
109	совершенно не	2	6
110	за пределы	3	6
111	в его	14	6
112	на самом	3	6
113	разного рода	3	6
114	перед нами	3	5
115	вещи не	2	5
116	можно ли	2	5
117	в своем	8	5
118	а только	7	5
119	подобного рода	3	5
120	для нас	5	5
121	не имеют	2	5
122	мы уже	5	5
123	той или	2	5
124	в котором	4	5
125	что она	2	5
126	еще и	18	5
127	мы должны	4	5
128	с тем	7	5
129	не является	2	5
130	то в	6	5
131	связи с	2	5
132	некоторого рода	5	5
133	но уже	2	5
134	далеко не	3	5
135	совсем не	5	4
136	именно в	3	4
137	тому что	4	4
138	точно так	4	4
139	не в	3	4
140	в дальнейшем	4	4
141	мы и	2	4
142	философии и	9	4
143	только то	2	4
144	в их	2	4
145	и только	3	4
146	не было	5	4
147	в одно	2	4
148	а есть	2	4
149	а в	7	4
150	в истории	5	4
151	ни на	2	4
152	конце концов	5	4
153	иметь в	2	4
154	если бы	3	4
155	же в	3	4
156	и вовсе	3	4
157	никак не	4	4
158	а также	8	4
159	ровно ничего	2	4
160	только на	5	4
161	и ни	2	4
162	если не	6	4
163	тем самым	2	4
164	и притом	3	4
165	и для	3	4
166	истории философии	3	4
167	в связи	3	4
168	и вообще	3	4
169	ни только	2	4
170	уже в	3	3
171	что это	9	3
172	в этих	2	3
173	в отношении	5	3
174	с другой	5	3
175	что все	7	3
176	а наоборот	3	3
177	что его	2	3
178	но все	3	3
179	более или	5	3
180	несмотря на	7	3
181	но для	3	3
182	всяком случае	3	3
183	в настоящее	3	3
184	хотя бы	6	3
185	из них	2	3
186	другой стороны	2	3
187	и его	10	3
188	не больше	3	3
189	только и	5	3
190	в теории	2	3
191	и вполне	2	3
192	или не	3	3
193	же и	2	3
194	с этим	2	3
195	точки зрения	13	3
196	и еще	2	3
197	он всегда	2	3
198	что здесь	3	3
199	настоящее время	3	3
200	однако и	4	3
201	сколько угодно	2	3
202	однако здесь	3	3
203	или как	4	3
204	нисколько не	3	3
205	по этому	3	3
206	для себя	5	3
207	же касается	5	3
208	в жизни	2	3
209	не хочет	2	3
210	о которых	2	3
211	как и	7	3
212	учение о	24	3
213	того же	2	3
214	есть и	4	3
215	здесь в	4	3
216	не нужно	2	3
217	и чисто	3	3
218	к тому	7	3
219	он не	8	3
220	оно не	3	3
221	говорит о	4	3
222	быть и	2	3
223	или менее	5	3
224	да и	6	3
225	уже не	9	3
226	свидетельствует о	2	3
227	не на	2	3
228	к нему	3	3
229	с точки	6	3
230	можно было	5	3
231	в каком	4	3
232	дело в	5	3
233	в чем	3	3
234	которые не	2	3
235	значит что	6	3
236	он сам	2	2
237	не могут	2	2
238	мы будем	2	2
239	же как	3	2
240	что если	4	2
241	имеет ничего	2	2
242	в это	2	2
243	само собой	3	2
244	и нельзя	3	2
245	не содержит	2	2
246	но только	2	2
247	нас выше	3	2
248	является не	3	2
249	ведь если	4	2
250	но что	2	2
251	оказывается что	2	2
252	для него	8	2
253	кроме того	6	2
254	не о	2	2
255	но если	5	2
256	так или	2	2
257	нечто иное	2	2
258	здесь нет	2	2
259	и всю	2	2
260	поскольку он	4	2
261	мы находим	2	2
262	которых мы	2	2
263	не имеет	4	2
264	должно быть	5	2
265	по его	2	2
266	необходимо сказать	7	2
267	в результате	4	2
268	больше чем	2	2
269	и с	9	2
270	не как	2	2
271	знаем что	2	2
272	как именно	3	2
273	из этих	3	2
274	к его	2	2
275	не имеющих	2	2
276	не очень	2	2
277	мы имеем	3	2
278	должны сказать	2	2
279	с его	2	2
