N	2gram	Losev_Dial_1	Myshleni
1	точки зрения	17	26
2	в том	9	24
3	и в	18	23
4	том что	9	21
5	с точки	12	18
6	то что	13	17
7	в этом	12	17
8	так же	4	16
9	не только	13	16
10	того что	2	15
11	для того	2	15
12	что в	13	14
13	может быть	17	14
14	но и	7	14
15	как и	2	14
16	в его	3	14
17	не может	12	12
18	об отношении	5	12
19	как бы	11	11
20	сказать что	10	11
21	с другой	6	10
22	прежде всего	10	10
23	в отношении	5	10
24	в качестве	2	9
25	одной стороны	2	9
26	не является	3	9
27	другой стороны	4	9
28	и не	30	9
29	и с	5	9
30	с одной	2	8
31	в основе	3	8
32	то же	10	8
33	вопрос о	2	7
34	в самом	3	7
35	в то	6	7
36	так как	11	7
37	что он	11	7
38	в другом	2	7
39	с этой	2	6
40	же как	2	6
41	все это	11	6
42	именно в	2	6
43	потому что	14	6
44	с этим	2	6
45	о том	4	6
46	по сравнению	2	6
47	мысли и	3	6
48	мы можем	4	6
49	в себе	11	6
50	только в	3	6
51	учения о	2	6
52	тому что	3	5
53	из того	2	5
54	можно сказать	6	5
55	и как	7	5
56	на то	5	5
57	по себе	25	5
58	для этого	2	5
59	что для	3	5
60	мы должны	5	5
61	и все	3	5
62	бы в	3	5
63	мысли в	2	5
64	если бы	12	5
65	но в	6	5
66	и более	4	5
67	сравнению с	2	5
68	и что	12	5
69	он не	3	5
70	так и	9	5
71	как мы	4	5
72	тем более	2	5
73	но не	4	4
74	она должна	2	4
75	со всей	2	4
76	только что	3	4
77	не в	6	4
78	что она	7	4
79	время как	2	4
80	в котором	4	4
81	по мере	2	4
82	ее на	2	4
83	все эти	2	4
84	этом отношении	2	4
85	к этому	2	4
86	в чем	6	4
87	было бы	12	4
88	к тому	4	4
89	в своей	2	4
90	сих пор	2	4
91	как в	2	4
92	как раз	4	4
93	а с	2	4
94	говорит что	3	4
95	хотя бы	6	4
96	мы видим	4	4
97	ни в	15	4
98	до сих	2	4
99	я не	5	3
100	что это	11	3
101	в своем	5	3
102	и от	2	3
103	из этих	2	3
104	что именно	2	3
105	мы и	2	3
106	что они	3	3
107	и мы	5	3
108	в первую	2	3
109	и следовательно	2	3
110	друг другу	3	3
111	образом и	2	3
112	в их	3	3
113	то и	2	3
114	отношения к	3	3
115	мы находим	7	3
116	его не	6	3
117	всегда и	3	3
118	в которых	2	3
119	вовсе не	7	3
120	во всем	2	3
121	как он	4	3
122	всяком случае	2	3
123	сознания и	3	3
124	что оно	5	3
125	об этом	4	3
126	такой же	2	3
127	учение о	11	3
128	она не	6	3
129	не могу	4	3
130	все же	5	3
131	речь как	2	3
132	самом деле	3	3
133	а не	14	3
134	можно было	5	3
135	и то	9	3
136	во всяком	4	3
137	сам по	6	3
138	могут быть	3	3
139	в каком	8	3
140	и это	2	3
141	ничего не	17	3
142	в противоположность	5	2
143	в частности	2	2
144	никогда не	9	2
145	больше того	4	2
146	точку зрения	3	2
147	в конце	4	2
148	как таковой	4	2
149	но все	3	2
150	на этом	2	2
151	же время	4	2
152	для него	2	2
153	о чем	2	2
154	несмотря на	10	2
155	вслед за	2	2
156	хотя и	4	2
157	не имеет	15	2
158	один из	3	2
159	не с	5	2
160	с той	2	2
161	жизни и	3	2
162	и вот	6	2
163	и даже	13	2
164	должно быть	3	2
165	бы и	2	2
166	а в	5	2
167	что как	2	2
168	существенно не	2	2
169	нуждается в	3	2
170	говорить о	5	2
171	в этих	5	2
172	как это	4	2
173	от этого	3	2
174	всех этих	3	2
175	в них	3	2
176	того кто	2	2
177	ясно что	8	2
178	есть не	3	2
179	только тогда	2	2
180	чем он	2	2
181	указывает на	3	2
182	одно и	4	2
183	себе и	2	2
184	оно есть	2	2
185	и потому	3	2
186	даже в	3	2
187	в современной	2	2
188	с ней	2	2
189	если мы	2	2
190	уже не	2	2
191	и пр	5	2
192	почти всегда	4	2
193	с другими	2	2
194	в данном	3	2
195	и при	2	2
196	в виде	2	2
197	как таковая	2	2
198	что если	2	2
199	что эта	4	2
200	к другу	2	2
201	заметить что	2	2
202	если это	2	2
