N	2gram	Bakhtin_Pr_2	DiskursI
1	в себе	5	19
2	при этом	6	17
3	и в	43	16
4	может быть	23	16
5	как и	14	16
6	в этом	13	16
7	и не	29	15
8	а не	7	14
9	в отличие	4	12
10	отличие от	4	12
11	то есть	4	12
12	но и	14	11
13	но в	10	11
14	том что	2	10
15	не только	11	10
16	так и	3	9
17	не может	18	9
18	в том	6	8
19	как в	2	8
20	не менее	3	7
21	прежде всего	10	7
22	в нем	12	7
23	ни в	2	7
24	но не	5	7
25	с его	4	6
26	себя в	3	6
27	еще не	9	6
28	все же	3	6
29	в своей	4	6
30	то же	8	6
31	в своих	2	6
32	а с	2	5
33	что в	4	5
34	в своем	4	5
35	с другой	4	5
36	же время	5	5
37	для него	8	5
38	героя в	3	5
39	то что	7	5
40	и на	10	5
41	в то	7	5
42	в одном	12	4
43	в пределах	16	4
44	как бы	22	4
45	отношению к	5	4
46	по отношению	5	4
47	человека в	4	4
48	в рассказе	3	4
49	точки зрения	13	4
50	и то	2	4
51	о том	5	4
52	я и	2	4
53	перед нами	7	3
54	могут быть	3	3
55	в этих	6	3
56	в них	4	3
57	это не	3	3
58	из этих	2	3
59	и все	6	3
60	или иной	3	3
61	уже не	3	3
62	и как	2	3
63	не в	11	3
64	здесь в	3	3
65	например в	2	3
66	он не	9	3
67	той или	3	3
68	в его	10	3
69	в котором	6	3
70	из них	2	3
71	и ее	3	3
72	приводит к	6	3
73	все эти	5	3
74	внутренней речи	2	3
75	и наконец	6	3
76	также и	3	3
77	и его	8	3
78	но это	4	3
79	в другом	7	3
80	не знает	3	3
81	только в	4	3
82	его в	3	3
83	в творчестве	2	3
84	другого в	3	2
85	никогда не	9	2
86	и всякое	2	2
87	в большинстве	9	2
88	и другого	2	2
89	в целом	2	2
90	стороны и	3	2
91	что на	2	2
92	в той	5	2
93	что он	13	2
94	образ человека	2	2
95	который не	2	2
96	такой же	3	2
97	есть в	3	2
98	времени и	2	2
99	того же	3	2
100	должна быть	3	2
101	одно и	2	2
102	не нужно	2	2
103	отношение к	2	2
104	с их	2	2
105	в формах	3	2
106	далеко не	4	2
107	рассказа в	3	2
108	пожалуй и	2	2
109	на почве	2	2
110	для себя	2	2
111	что и	3	2
112	с точки	8	2
113	рассказчика и	4	2
114	что же	7	2
115	не на	4	2
116	того и	3	2
117	входит в	2	2
118	себе самому	4	2
119	в себя	3	2
120	все это	5	2
121	установку на	2	2
122	другой стороны	3	2
123	и для	3	2
124	должно быть	4	2
125	а в	5	2
126	той же	3	2
127	в результате	4	2
128	их в	4	2
129	и с	5	2
130	рассказ в	4	2
131	и это	4	2
132	дело в	2	2
133	здесь не	6	2
134	но здесь	5	2
135	между тем	3	2
136	произведения как	2	2
137	но при	3	2
