N	2gram	Propp_Russ_2	Psycholo
1	то что	5	44
2	и в	29	33
3	в этом	11	28
4	как бы	18	25
5	и что	5	25
6	потому что	5	24
7	для того	6	23
8	может быть	13	22
9	том что	22	22
10	того чтобы	6	22
11	что в	22	21
12	в том	22	21
13	о том	9	20
14	как это	4	14
15	что это	3	13
16	таким образом	6	13
17	так же	4	13
18	все это	10	13
19	все то	2	12
20	и все	4	12
21	так как	13	12
22	было бы	3	12
23	что она	3	10
24	не может	5	10
25	в этой	3	9
26	то же	4	9
27	для этого	5	8
28	вместе с	6	8
29	для нас	6	7
30	до конца	3	7
31	так что	4	7
32	не только	10	7
33	это не	5	6
34	и т	5	6
35	после этого	2	6
36	все эти	3	6
37	но он	3	6
38	когда мы	2	6
39	во время	12	6
40	на самом	2	6
41	а не	4	6
42	никогда не	2	5
43	и как	2	5
44	мы не	6	5
45	что для	3	5
46	и на	6	5
47	полагает что	2	5
48	с этим	2	5
49	связь с	3	5
50	это и	2	5
51	как и	11	5
52	все же	2	5
53	из этого	2	5
54	это в	2	4
55	том чтобы	2	4
56	совершенно не	2	4
57	из них	4	4
58	а в	9	4
59	и других	3	4
60	того что	3	4
61	с этой	2	4
62	с тем	6	4
63	к этому	5	4
64	об этом	2	4
65	у нас	4	4
66	одна из	11	4
67	и о	3	4
68	говорит о	2	4
69	в своей	2	4
70	ее в	8	4
71	как мы	3	4
72	в таком	4	4
73	можно было	2	4
74	жизнь и	2	4
75	этот вопрос	2	4
76	в которой	2	4
77	же как	4	3
78	с одной	2	3
79	должно быть	2	3
80	на этом	3	3
81	не можем	2	3
82	одной стороны	2	3
83	но если	3	3
84	но и	8	3
85	мнение что	2	3
86	не было	2	3
87	здесь мы	2	3
88	в своих	2	3
89	в которых	4	3
90	их в	4	3
91	в то	2	3
92	его в	8	3
93	та же	2	3
94	должен был	3	3
95	из нее	2	3
96	но не	5	3
97	здесь в	2	3
98	она не	3	3
99	это означало	2	3
100	что и	2	3
101	как в	7	3
102	из которых	2	3
103	и для	2	3
104	тем что	3	3
105	в виде	4	3
106	за этим	2	3
107	далеко не	4	3
108	не был	2	2
109	с другой	2	2
110	и от	3	2
111	из этих	2	2
112	прежде всего	2	2
113	вопрос о	4	2
114	ее и	2	2
115	при этом	6	2
116	что ее	3	2
117	в виду	2	2
118	в котором	3	2
119	один из	2	2
120	о них	2	2
121	в их	2	2
122	т д	5	2
123	этой цели	2	2
124	именно в	4	2
125	образом в	2	2
126	к таким	2	2
127	не имеет	3	2
128	части и	2	2
129	и с	10	2
130	одно из	2	2
131	в руках	2	2
132	во всем	2	2
133	которые с	2	2
134	не в	4	2
135	на нее	6	2
136	мы имеем	6	2
137	но в	5	2
138	в них	4	2
139	если он	2	2
140	это время	2	2
141	в ее	3	2
142	по существу	4	2
143	представляет собой	2	2
144	а на	9	2
145	тем и	2	2
146	что при	2	2
147	ее на	2	2
148	во всех	3	2
149	должно было	3	2
150	не все	4	2
151	на две	2	2
152	а с	2	2
153	прав когда	2	2
154	то время	2	2
155	тому как	3	2
156	и то	2	2
157	в руки	2	2
158	и ее	2	2
159	связи с	2	2
160	так чтобы	2	2
