N	2gram	Propp_Isto_1	Analitik
1	в этом	8	18
2	в частности	2	16
3	и в	28	16
4	не только	12	16
5	так и	9	15
6	как и	4	14
7	в том	9	12
8	но и	10	12
9	и не	9	12
10	том что	7	12
11	в качестве	5	11
12	могут быть	4	10
13	как бы	2	10
14	при этом	3	10
15	а не	15	10
16	в пределах	4	9
17	и даже	4	9
18	в этой	6	9
19	ничего не	2	9
20	в целом	2	8
21	представляет собой	4	8
22	к тому	6	7
23	в себе	2	7
24	то что	9	7
25	о том	9	7
26	с другой	6	6
27	и на	4	6
28	может быть	25	6
29	как это	3	6
30	но в	8	6
31	говорит о	2	5
32	с одной	4	5
33	не менее	6	4
34	в своем	5	4
35	столь же	2	4
36	уже не	3	4
37	не в	9	4
38	но не	5	4
39	для него	2	4
40	одной стороны	4	4
41	как правило	4	4
42	и тем	2	4
43	не с	3	4
44	отношению к	3	4
45	во всех	2	4
46	как в	2	4
47	все это	4	4
48	как раз	2	4
49	по отношению	3	4
50	не может	15	4
51	на этом	3	4
52	и его	3	4
53	то же	12	4
54	не так	2	4
55	он в	2	4
56	только в	11	4
57	борьбы с	2	3
58	в рамках	2	3
59	никогда не	14	3
60	как о	2	3
61	прежде всего	10	3
62	как уже	2	3
63	ему в	3	3
64	одной из	2	3
65	тем не	6	3
66	так что	4	3
67	было бы	7	3
68	в действительности	2	3
69	и если	2	3
70	мы имеем	13	3
71	или в	5	3
72	что и	6	3
73	из них	3	3
74	со стороны	2	3
75	в их	3	3
76	приводит к	2	3
77	если бы	8	3
78	ответ на	2	3
79	не знает	5	3
80	именно в	3	3
81	можно было	5	3
82	а в	7	3
83	как мы	3	3
84	тем что	3	3
85	ключ к	3	3
86	попадает в	5	3
87	как будто	4	3
88	бы в	2	3
89	в конечном	2	3
90	вступает в	2	2
91	того что	4	2
92	была бы	2	2
93	для всех	2	2
94	еще одна	2	2
95	или даже	3	2
96	ты не	5	2
97	в одном	5	2
98	к этому	2	2
99	вовсе не	2	2
100	вследствие этого	2	2
101	по себе	3	2
102	на то	4	2
103	к своему	2	2
104	его как	2	2
105	а затем	2	2
106	отличие от	2	2
107	по существу	5	2
108	превращается в	4	2
109	что в	12	2
110	так например	6	2
111	еще не	7	2
112	в таких	2	2
113	еще в	2	2
114	в котором	3	2
115	даже в	4	2
116	один из	4	2
117	это было	2	2
118	не есть	2	2
119	с той	2	2
120	себя в	2	2
121	и их	3	2
122	в отличие	2	2
123	вместе с	6	2
124	дело не	5	2
125	всего в	2	2
126	на него	4	2
127	что она	5	2
128	вслед за	6	2
129	другой стороны	5	2
130	отношения к	2	2
131	таким образом	8	2
132	здесь в	2	2
133	на котором	3	2
134	т е	10	2
135	этих случаях	2	2
136	на этот	2	2
137	и он	3	2
138	и для	4	2
139	так же	7	2
140	на основе	5	2
141	между тем	2	2
142	он не	2	2
143	в то	3	2
144	в его	5	2
145	его в	6	2
146	представляют собой	6	2
147	в этих	7	2
148	сказать что	5	2
149	с ним	2	2
150	же не	3	2
